hour,dif_tide_height,current_dir,wave_height,current_speed,wind_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.791666667,0.042553191,0.317824074,0.204692082,0.134657175,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.833333333,0.055319149,0.188055556,0.260410557,0.244286249,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.875,0.05106383,0.127800926,0.335483871,0.351742225,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.916666667,0.029787234,0.097037037,0.371847507,0.400299738,0.556603774,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.958333333,0.012765957,0.122986111,0.391788857,0.321468715,0.5,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
1,0.021276596,0.116180556,0.401173021,0.202622705,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.041666667,0.042553191,0.368472222,0.360117302,0.057699513,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.083333333,0.042553191,0.579976852,0.323753666,0.06406894,0.367924528,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.125,0.029787234,0.603148148,0.272140763,0.155189209,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.166666667,0.042553191,0.555532408,0.264516129,0.212289247,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.208333333,0.017021277,0.554583333,0.233431085,0.291494942,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.25,0.017021277,0.573541667,0.230498534,0.216710378,0.367924528,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.291666667,0.042553191,0.46474537,0.236363636,0.160884226,0.339622642,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.333333333,0.046808511,0.345046296,0.259237536,0.135481454,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.375,0.072340426,0.197106481,0.239296188,0.210715624,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.416666667,0.042553191,0.140486111,0.223460411,0.276208318,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.458333333,0.012765957,0.110671296,0.204105572,0.286774073,0.405660377,1,1,1,0.065552699,0.183967841,0.015568822,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017778431
0.5,0.008510638,0.09849537,0.188856305,0.198276508,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.541666667,0.038297872,0.156365741,0.164809384,0.137429749,0.330188679,0,1,1,0.065552699,0.183967841,0.015568822,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017778431
0.583333333,0.05106383,0.479351852,0.157771261,0.075608842,0.396226415,1,1,3,0.039845758,0.183967841,0.00926897,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.010806497
0.625,0.072340426,0.564722222,0.146041056,0.174522293,0.490566038,1,1,3,0.039845758,0.183967841,0.00926897,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.010806497
0.666666667,0.068085106,0.564143519,0.137243402,0.269089547,0.358490566,1,1,7,0.044987147,0.183967841,0.010508146,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.012200884
0.708333333,0.055319149,0.566828704,0.128445748,0.320869239,0.198113208,1,1,10,0.064267352,0.183967841,0.015247559,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017429835
0.75,0.021276596,0.557106481,0.119648094,0.329261896,0.198113208,1,1,10,0.064267352,0.183967841,0.015247559,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017429835
0.791666667,0.017021277,0.519143519,0.123167155,0.236268265,0.169811321,1,1,16,0.083547558,0.183967841,0.02013832,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.022658785
0.833333333,0.05106383,0.398888889,0.11143695,0.155788685,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.875,0.080851064,0.195092593,0.126099707,0.223304608,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.916666667,0.080851064,0.114212963,0.127272727,0.362907456,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.958333333,0.05106383,0.113240741,0.141935484,0.391907081,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
1,0.025531915,0.104050926,0.142521994,0.286849007,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.041666667,0.021276596,0.06962963,0.136070381,0.250580742,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.083333333,0.042553191,0.772222222,0.143695015,0.169876358,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.125,0.072340426,0.474652778,0.117302053,0.043237167,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.166666667,0.055319149,0.595810185,0.119061584,0.160059947,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.208333333,0.042553191,0.557037037,0.102052786,0.196478082,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.25,0.029787234,0.559768519,0.091495601,0.310303484,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.291666667,0.017021277,0.568287037,0.096187684,0.310603222,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.333333333,0.029787234,0.520069444,0.099120234,0.280254777,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.375,0.076595745,0.441087963,0.095014663,0.21656051,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.416666667,0.059574468,0.252615741,0.103225807,0.198576246,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.458333333,0.072340426,0.142407407,0.095601173,0.280329711,0.150943396,1,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.5,0.025531915,0.104305556,0.118475073,0.30565755,0.150943396,0,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.541666667,0.017021277,0.075810185,0.118475073,0.23431997,0.160377358,0,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.583333333,0.046808511,0.365601852,0.106158358,0.145147995,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.625,0.063829787,0.113703704,0.106158358,0.083551892,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.666666667,0.080851064,0.318726852,0.097947214,0.03499438,0.179245283,1,1,17,0.055269923,0.183967841,0.01301743,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.014989658
0.708333333,0.085106383,0.544282408,0.08914956,0.213038591,0.216981132,1,1,16,0.083547558,0.183967841,0.02013832,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.022658785
0.75,0.05106383,0.552847222,0.097947214,0.38816036,0.443396226,1,1,7,0.044987147,0.183967841,0.010508146,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.012200884
0.791666667,0.017021277,0.553958333,0.075659824,0.375871113,0.08490566,0,1,10,0.064267352,0.183967841,0.015247559,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017429835
0.833333333,0.025531915,0.522060185,0.063343109,0.346496815,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.875,0.076595745,0.462453704,0.068035191,0.19797677,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.916666667,0.10212766,0.214837963,0.080938416,0.181191457,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.958333333,0.085106383,0.108935185,0.082697947,0.391682278,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
1,0.076595745,0.078310185,0.092082111,0.48250281,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.041666667,0.017021277,0.053995727,0.086217009,0.46661671,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.083333333,0.038297872,0.046875,0.083284457,0.343649307,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.125,0.05106383,0.71760101,0.076619568,0.307537723,0,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.166666667,0.068085106,0.981805556,0.053372434,0.192131885,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.208333333,0.068085106,0.595856481,0.065102639,0.057624578,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.25,0.029787234,0.554259259,0.065102639,0.211240165,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.291666667,0.029787234,0.561388889,0.070967742,0.374747096,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.333333333,0.017021277,0.546712963,0.06627566,0.384713376,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.375,0.046808511,0.523310185,0.057478006,0.305807418,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.416666667,0.076595745,0.461759259,0.061583578,0.25207943,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.458333333,0.093617021,0.271875,0.068621701,0.199250656,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.5,0.072340426,0.125185185,0.076832845,0.3022855,0.160377358,1,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.541666667,0.038297872,0.078194444,0.082697947,0.342150618,0.169811321,0,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.583333333,0.021276596,0.066736111,0.083870968,0.272836268,0.103773585,1,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.625,0.076595745,0.129953704,0.092668622,0.14185088,0.29245283,1,1,1,0.065552699,0.183967841,0.015568822,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017778431
0.666666667,0.076595745,0.468865741,0.09032258,0.052229299,0.264150943,0,1,5,0.044987147,0.183967841,0.010508146,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.012200884
0.708333333,0.085106383,0.593148148,0.082111437,0.209441738,0.226415094,1,1,16,0.083547558,0.183967841,0.02013832,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.022658785
0.75,0.09787234,0.563125,0.063929619,0.373023604,0.273584906,1,1,10,0.064267352,0.183967841,0.015247559,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017429835
0.791666667,0.046808511,0.571736111,0.060997068,0.47321094,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.833333333,0.029787234,0.545393519,0.062756598,0.436193331,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.875,0.046808511,0.53025463,0.060410557,0.374747096,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.916666667,0.106382979,0.431064815,0.060997068,0.245110528,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.958333333,0.10212766,0.214143519,0.056304985,0.253503185,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
1,0.106382979,0.101064815,0.069208211,0.421955789,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.041666667,0.059574468,0.06349537,0.060410557,0.526339453,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.083333333,0.021276596,0.045578704,0.052199414,0.455376545,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.125,0.042553191,0.029166667,0.052199414,0.319145747,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.166666667,0.089361702,0.946712963,0.065102639,0.155563882,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.208333333,0.080851064,0.79900463,0.069794722,0.078306482,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.25,0.076595745,0.652986111,0.071554252,0.235219183,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.291666667,0.05106383,0.603819444,0.058064516,0.391832147,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.333333333,0.029787234,0.566805556,0.045747801,0.478681154,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.375,0.038297872,0.554375,0.049266862,0.486324466,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.416666667,0.063829787,0.539143519,0.062756598,0.415511427,0.122641509,0,1,6,0.196658098,0.183967841,0.05230174,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.053335294
0.458333333,0.093617021,0.445069444,0.065689149,0.231547396,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.5,0.10212766,0.200694444,0.062170088,0.216185837,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.541666667,0.072340426,0.092152778,0.060410557,0.348819783,0.169811321,0,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.583333333,0.025531915,0.059930556,0.063343109,0.327163732,0.056603774,1,1,13,0.073264781,0.183967841,0.017510643,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.019870011
0.625,0.029787234,0.053078704,0.062756598,0.260097415,0.08490566,0,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.666666667,0.063829787,0.059814815,0.071554252,0.112701386,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.708333333,0.10212766,0.481296296,0.072727273,0.088572499,0.311320755,1,1,5,0.044987147,0.183967841,0.010508146,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.012200884
0.75,0.089361702,0.569652778,0.065689149,0.313225927,0.169811321,1,1,10,0.064267352,0.183967841,0.015247559,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017429835
0.791666667,0.085106383,0.593611111,0.061583578,0.472611465,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.833333333,0.046808511,0.56287037,0.060410557,0.476433121,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.875,0.012765957,0.555972222,0.046920821,0.501161484,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.916666667,0.063829787,0.539189815,0.039296187,0.422405395,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.958333333,0.110638298,0.435208333,0.055718475,0.200899213,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
1,0.119148936,0.159027778,0.064516129,0.265492694,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.041666667,0.127659574,0.078935185,0.071554252,0.477482203,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.083333333,0.05106383,0.061967593,0.064516129,0.559010865,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.125,0.034042553,0.041342593,0.104398827,0.482652679,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.166666667,0.068085106,0.583356481,0.098533724,0.310528288,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.208333333,0.085106383,0.971967593,0.106158358,0.20269764,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.25,0.085106383,0.767013889,0.11143695,0.106257025,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.291666667,0.076595745,0.646805556,0.095601173,0.266916448,0.283018868,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.333333333,0.05106383,0.591412037,0.069208211,0.466841514,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.375,0.025531915,0.553287037,0.070967742,0.492319221,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.416666667,0.038297872,0.556087963,0.056891495,0.488722368,0.056603774,0,1,6,0.196658098,0.183967841,0.05230174,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.053335294
0.458333333,0.09787234,0.517222222,0.071554252,0.392131885,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.5,0.10212766,0.361412037,0.076832845,0.197452229,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.541666667,0.089361702,0.147708333,0.096187684,0.284076433,0.198113208,0,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.583333333,0.059574468,0.090324074,0.092668622,0.380517047,0.169811321,0,1,13,0.073264781,0.183967841,0.017510643,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.019870011
0.625,0.017021277,0.058171296,0.112023461,0.324615961,0.122641509,1,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.666666667,0.063829787,0.042847222,0.144281525,0.272236793,0.150943396,1,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.708333333,0.093617021,0.315580808,0.141882165,0.170039851,0.094339623,0,1,17,0.055269923,0.183967841,0.01301743,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.014989658
0.75,0.123404255,0.656759259,0.127272727,0.08842263,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.791666667,0.10212766,0.578587963,0.125513196,0.361633571,0.160377358,0,1,10,0.064267352,0.183967841,0.015247559,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017429835
0.833333333,0.072340426,0.56837963,0.112023461,0.525140502,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.875,0.042553191,0.552407408,0.076832845,0.499063319,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.916666667,0.029787234,0.54625,0.051026393,0.515848632,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.958333333,0.076595745,0.51849537,0.053958945,0.373023604,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
1,0.119148936,0.333055556,0.047507331,0.180367179,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.041666667,0.119148936,0.126203704,0.065689149,0.37025103,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.083333333,0.089361702,0.066388889,0.076246334,0.532783814,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.125,0.038297872,0.051064815,0.090909091,0.563956538,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.166666667,0.042553191,0.032939815,0.119061584,0.447883102,0,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.208333333,0.10212766,0.735925926,0.127859238,0.257249906,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.25,0.089361702,0.906296296,0.139002933,0.158336456,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.291666667,0.080851064,0.727291667,0.116129032,0.119595354,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.333333333,0.068085106,0.617060185,0.103812317,0.345672536,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.375,0.042553191,0.572638889,0.08914956,0.503259648,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.416666667,0.042553191,0.561851852,0.069208211,0.476657924,0,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.458333333,0.055319149,0.546666667,0.062756598,0.501985762,0.075471698,0,1,6,0.196658098,0.183967841,0.05230174,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.053335294
0.5,0.106382979,0.487199074,0.06627566,0.288122892,0.075471698,1,1,2,0.080976864,0.183967841,0.019477214,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.021961592
0.541666667,0.10212766,0.250601852,0.070381232,0.195878606,0.245283019,1,1,1,0.065552699,0.183967841,0.015568822,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.017778431
0.583333333,0.085106383,0.128541667,0.064516129,0.345522668,0.198113208,0,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.625,0.038297872,0.087453704,0.079765396,0.420681903,0.245283019,0,1,13,0.073264781,0.183967841,0.017510643,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.019870011
0.666666667,0.021276596,0.091944444,0.08973607,0.374672162,0.254716981,0,1,13,0.073264781,0.183967841,0.017510643,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.019870011
0.708333333,0.080851064,0.077708333,0.099120234,0.17819408,0.141509434,1,1,4,0.09125964,0.183967841,0.022138636,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.024750365
0.75,0.093617021,0.45537037,0.116129032,0.059722743,0.226415094,1,1,5,0.044987147,0.183967841,0.010508146,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.012200884
0.791666667,0.10212766,0.604212963,0.113196481,0.284675909,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.833333333,0.09787234,0.563333333,0.091495601,0.458523792,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.875,0.055319149,0.567916667,0.073313783,0.522892469,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.916666667,0.025531915,0.553217593,0.052199414,0.509704009,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.958333333,0.05106383,0.518148148,0.058651026,0.475009367,0.358490566,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
1,0.10212766,0.489166667,0.077419355,0.27590858,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.041666667,0.136170213,0.233634259,0.064516129,0.238441364,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.083333333,0.093617021,0.103078704,0.055718475,0.447583364,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.125,0.068085106,0.062222222,0.060997068,0.560359685,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.166666667,0.021276596,0.044050926,0.052199414,0.52544024,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.208333333,0.05106383,0.259189815,0.060410557,0.414162608,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.25,0.10212766,0.899861111,0.072140762,0.25934807,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.291666667,0.089361702,0.866712963,0.081524926,0.098463844,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.333333333,0.072340426,0.669166667,0.086803519,0.176470588,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.375,0.042553191,0.598171296,0.072727273,0.415586362,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.416666667,0.025531915,0.556527778,0.068035191,0.476657924,0.056603774,0,1,6,0.196658098,0.183967841,0.05230174,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.053335294
0.458333333,0.038297872,0.566527778,0.056891495,0.510678156,0.235849057,0,1,6,0.196658098,0.183967841,0.05230174,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.053335294
0.5,0.076595745,0.529884259,0.058064516,0.443761708,0.330188679,1,1,6,0.196658098,0.183967841,0.05230174,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.053335294
0.541666667,0.09787234,0.405,0.08739003,0.196553016,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.583333333,0.09787234,0.162638889,0.082111437,0.265492694,0.264150943,1,1,9,0.097686375,0.183967841,0.023825315,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.026493349
0.625,0.055319149,0.091018519,0.076246334,0.413338329,0.283018868,1,1,13,0.073264781,0.183967841,0.017510643,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.019870011
0.666666667,0.029787234,0.082037037,0.081524926,0.439040839,0.179245283,1,1,13,0.073264781,0.183967841,0.017510643,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.019870011
0.708333333,0.042553191,0.086994949,0.067022128,0.325113253,0.141509434,1,1,13,0.073264781,0.183967841,0.017510643,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.019870011
0.75,0.080851064,0.11037037,0.058064516,0.168077932,0.179245283,1,1,4,0.09125964,0.183967841,0.022138636,0.985981308,0.050602979,0.949397021,0.141220423,0.271208226,0.024750365
0.791666667,0.106382979,0.530509259,0.040469208,0.109928812,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.833333333,0.093617021,0.589027778,0.041055718,0.343574372,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.875,0.085106383,0.562152778,0.025219941,0.490820532,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.916666667,0.034042553,0.556736111,0.02346041,0.487148745,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.958333333,0.029787234,0.550277778,0.02170088,0.529861371,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
1,0.068085106,0.52125,0.02228739,0.38748595,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.041666667,0.119148936,0.389930556,0.034604106,0.219632821,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.083333333,0.123404255,0.153217593,0.038123167,0.307231173,0,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.125,0.072340426,0.086782407,0.039296187,0.500562008,0,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.166666667,0.029787234,0.056643519,0.035777126,0.537504683,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.208333333,0.029787234,0.037083333,0.034017595,0.472761334,0,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.25,0.068085106,0.42125,0.060997068,0.33997752,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.291666667,0.10212766,0.964375,0.078005865,0.12866242,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.333333333,0.068085106,0.705555556,0.069208211,0.110977894,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.375,0.076595745,0.614837963,0.055131965,0.295766204,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.416666667,0.034042553,0.574398148,0.039882698,0.520194829,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
0.458333333,0.008510638,0.560694444,0.050439883,0.498313975,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.141220423,0,0
