hour,wave_height,tide_variation,drowning,prediction,cluster,p(s|pred),p(drowning),p(~drowning),p(pred|drowning),p(pred|~drowning),p(drowning|pred),p(drowning|pred)*p(s|pred)
0.625,0.16129032285308864,0.19880418535127056,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.6666666666666666,0.13958944261339346,0.42301943198804187,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7083333333333334,0.10733137832430062,0.2705530642750374,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.75,0.0991202343927555,0.21898355754858,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7916666666666666,0.09677419357109072,0.2877428998505232,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.8333333333333334,0.07800586488633568,0.06576980568011959,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.875,0.07976539567853735,0.0695067264573991,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9166666666666666,0.08445747802567917,0.2683109118086697,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9583333333333334,0.10205278594769564,0.3034379671150972,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
1.0,0.11143694993816702,0.4730941704035875,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.04166666666666666,0.1178885630775105,0.2017937219730942,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.08333333333333333,0.11847507310697365,0.09118086696562032,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.125,0.12316715545411548,0.09940209267563528,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.16666666666666666,0.13020527862292205,0.2653213751868461,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.20833333333333331,0.13782991182119178,0.5874439461883408,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.25,0.12082111463245072,0.39910313901345296,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.2916666666666667,0.10850439908703913,0.2354260089686099,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.3333333333333333,0.1032258067104342,0.08893871449925261,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.375,0.1173020530480474,0.04334828101644245,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4166666666666667,0.11085043990870393,0.26307922272047835,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4583333333333333,0.09032258043174723,0.4125560538116592,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5,0.09005598477186064,0.23617339312406574,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5416666666666666,0.08387096799621603,0.2787742899850523,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5833333333333334,0.07800586488633568,0.08669656203288491,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.625,0.0785923756196111,0.2772795216741405,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.6666666666666666,0.0639296185487225,0.2301943198804185,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7083333333333334,0.06574246875442638,0.6053811659192825,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.75,0.0645161292819979,0.4110612855007474,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7916666666666666,0.1360703810289901,0.4372197309417041,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.8333333333333334,0.11495601152257033,0.15919282511210764,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.875,0.11554252225584576,0.19357249626307926,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9166666666666666,0.11260997070090555,0.20553064275037367,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9583333333333334,0.11085043990870393,0.2608370702541106,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
1.0,0.1102639298792408,0.3071748878923767,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.04166666666666666,0.08914956037282099,0.3759342301943199,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.08333333333333333,0.0674486801331258,0.3587443946188341,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.125,0.0609970676975946,0.2623318385650225,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.16666666666666666,0.059237536905392976,0.15994020926756355,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.20833333333333331,0.06979472165860287,0.3243647234678625,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.25,0.10850439908703913,0.5082212257100149,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.2916666666666667,0.11202346067144243,0.20553064275037367,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.3333333333333333,0.12375366548357858,0.4715994020926757,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.375,0.1143695014931072,0.1539611360239163,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4166666666666667,0.08680351884734391,0.07623318385650224,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4583333333333333,0.11085043990870393,0.2944693572496263,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5,0.1214076246619138,0.4992526158445441,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.5416666666666666,0.10205278594769564,0.22047832585949176,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5833333333333334,0.1102639298792408,0.13826606875934233,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.625,0.10498533750263583,0.10837070254110613,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.6666666666666666,0.1118101837212458,0.1681614349775785,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7083333333333334,0.09090909116502266,0.21898355754858,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.75,0.1032258067104342,0.3176382660687594,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7916666666666666,0.08973607040228412,0.2862481315396114,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.8333333333333334,0.0977339373836326,0.18011958146487295,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.875,0.082378032863901,0.4147982062780269,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9166666666666666,0.09149560119448576,0.14424514200298955,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9583333333333334,0.0964542792015142,0.19880418535127056,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
1.0,0.10674486829483748,0.8161434977578476,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.04166666666666666,0.10989069609616203,0.33482810164424515,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.08333333333333333,0.10498533750263583,0.2212257100149477,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.125,0.0961876835416276,0.1210762331838565,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.16666666666666666,0.10381231673989733,0.1038863976083707,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.20833333333333331,0.0997067451260309,0.2698056801195815,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.25,0.10674486829483748,0.5612855007473841,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.2916666666666667,0.09032258043174723,0.4641255605381166,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.3333333333333333,0.08093841644127586,0.7159940209267563,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.375,0.07565982406467092,0.13751868460388642,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4166666666666667,0.06920821092532745,0.12182361733931242,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4583333333333333,0.07038123168806598,0.3692077727952168,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5,0.08035190641181275,0.2705530642750374,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5416666666666666,0.07390029327246928,0.3572496263079223,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5833333333333334,0.08269794723347751,0.4043348281016443,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.625,0.09069581421482599,0.4820627802690583,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.6666666666666666,0.10733137832430062,0.17189835575485798,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7083333333333334,0.10967741914596538,0.22346786248131545,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.75,0.09853372436329236,0.336322869955157,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7916666666666666,0.08387096799621603,0.2002989536621824,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.8333333333333334,0.0645161292819979,0.6614349775784754,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.875,0.07086110359433692,0.19058295964125566,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9166666666666666,0.09032258043174723,0.19805680119581467,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9583333333333334,0.07683284482740946,0.059043348281016435,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
1.0,0.06803519086640122,0.33333333333333337,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.04166666666666666,0.06958144470840621,0.22869955156950675,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.08333333333333333,0.07917888564907423,0.6158445440956651,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.125,0.07917888564907423,0.3325859491778774,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.16666666666666666,0.07448680330193239,0.09118086696562032,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.20833333333333331,0.07565982406467092,0.2488789237668161,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.25,0.07214076248026763,0.17862481315396114,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.2916666666666667,0.06920821092532745,0.2825112107623319,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.3333333333333333,0.07683284482740946,0.41704035874439466,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.375,0.081524926470739,0.3871449925261585,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4166666666666667,0.06862170089586432,0.11434977578475335,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4583333333333333,0.07565982406467092,0.09267563527653214,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5,0.06510263931146104,0.1853512705530643,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5416666666666666,0.07624633409413402,0.40209267563527656,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5833333333333334,0.10850439908703913,0.6442451420029895,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.625,0.13804318877138844,0.3228699551569507,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.6666666666666666,0.13372434020732535,0.18385650224215247,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7083333333333334,0.1488563050202595,0.22571001494768314,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.75,0.15483870971374514,0.15620328849028406,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7916666666666666,0.14486803498999834,0.3849028400597908,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.8333333333333334,0.10557184753209896,0.4080717488789238,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.875,0.09853372436329236,0.6449925261584454,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9166666666666666,0.10733137832430062,0.5082212257100149,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9583333333333334,0.09677419357109072,0.19058295964125566,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
1.0,0.08093841644127586,0.20254110612855009,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.04166666666666666,0.07800586488633568,0.6225710014947683,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.08333333333333333,0.100293255155494,0.6061285500747384,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.125,0.08914956037282099,0.3886397608370703,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.16666666666666666,0.100293255155494,0.4932735426008969,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.20833333333333331,0.09149560119448576,0.2541106128550075,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.25,0.08797653961008248,0.2653213751868461,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.2916666666666667,0.09032258043174723,0.3041853512705531,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.3333333333333333,0.1188483068900524,0.44170403587443946,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.375,0.16043721645992662,0.5067264573991032,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4166666666666667,0.08813649714677688,0.2376681614349776,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.4583333333333333,0.07038123168806598,0.21674140508221226,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5,0.09677419357109072,0.3385650224215247,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.5416666666666666,0.15425219968428205,0.5022421524663677,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.5833333333333334,0.13548387099952702,0.39611360239162935,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.625,0.10791788835376373,0.3766816143497758,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.6666666666666666,0.12375366548357858,0.5171898355754858,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.7083333333333334,0.19498800356480656,0.2159940209267564,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.75,0.2533724340770375,0.20852017937219733,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.026863084922010397,0.026863084922010397
0.7916666666666666,0.2568914956614409,0.3692077727952168,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.8333333333333334,0.18858970913515302,0.5097159940209267,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.875,0.16011730209035008,0.3736920777279522,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9166666666666666,0.17184750760629855,0.2062780269058296,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.9583333333333334,0.2263929621645497,0.29745889387145,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
1.0,0.21700879747026602,0.1046337817638266,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.04166666666666666,0.16832844602189526,0.7137518684603886,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
0.08333333333333333,0.1824046923595084,0.5642750373692077,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.26769964243146604,0.0,0.0
