hour,current_dir,dif_tide_height,tide_variation,drowning,prediction,cluster,p(s|pred),p(drowning),p(~drowning),p(pred|drowning),p(pred|~drowning),p(drowning|pred),p(drowning|pred)*p(s|pred)
0.125,0.06766203702777777,0.03829787234042553,0.12630792227204785,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.16666666666666666,0.044398148138888885,0.05106382978723405,0.1180866965620329,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.20833333333333331,0.4542901233333334,0.08085106382978724,0.3587443946188341,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.25,0.5891435186111111,0.09361702127659577,0.3557548579970105,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.2916666666666667,0.7492929291666667,0.07659574468085106,0.34379671150971597,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.3333333333333333,0.6004166666666667,0.07659574468085106,0.3475336322869955,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.375,0.5613425925000001,0.05531914893617021,0.3886397608370703,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.4166666666666667,0.5382070708333333,0.05106382978723405,0.11509715994020925,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.4583333333333333,0.5452777777777779,0.06382978723404256,0.3295964125560538,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.5,0.3906172838888888,0.09361702127659577,0.29671150971599397,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.5416666666666666,0.17715277777777774,0.09361702127659577,0.22795216741405086,0,1,1,0.5557986870897156,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.03391684901531729,0.01885094015293346
0.5833333333333334,0.1190277777777778,0.05531914893617021,0.1898355754857997,0,1,1,0.5557986870897156,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.03391684901531729,0.01885094015293346
0.625,0.09083333333333334,0.01276595744680851,0.09715994020926756,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.6666666666666666,0.0671875,0.046808510638297884,0.08146487294469358,0,1,1,0.5557986870897156,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.03391684901531729,0.01885094015293346
0.7083333333333334,0.04180555555555555,0.07659574468085106,0.17862481315396114,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.75,0.7918611111111111,0.08085106382978724,0.3602391629297459,0,1,2,0.4442013129102845,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.03391684901531729,0.015065908862383829
0.7916666666666666,0.8923148147222223,0.09787234042553193,0.3871449925261585,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
0.8333333333333334,0.6004444444444444,0.07659574468085106,0.35201793721973096,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.21048867699642432,0.0,0.0
