hour,dif_tide_height,current_dir,water_temp,current_speed,wind_speed,wind_dir,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.375,0.025531915,0.148009259,0.417317325,0.178643687,0.226415094,0.955833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.416666667,0.029787234,0.154930556,0.424001915,0.154215062,0.273584906,0.811111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.458333333,0.021276596,0.213585859,0.438983232,0.106113968,0.273584906,0.849722222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.5,0.042553191,0.353796296,0.447425604,0.088197827,0.216981132,0.875833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.541666667,0.042553191,0.479907408,0.445050088,0.141251405,0.358490566,0.852222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.583333333,0.034042553,0.54462963,0.440520035,0.215511427,0.29245283,0.959444444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.625,0.025531915,0.558217593,0.43560327,0.282352941,0.283018868,0.873888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.666666667,0.017021277,0.554930556,0.433559222,0.290595729,0.358490566,0.864444444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.708333333,0.025531915,0.539837963,0.438807455,0.290670663,0.311320755,0.812222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.75,0.021276596,0.501967593,0.449303919,0.253802922,0.339622642,0.838055556,1,1,6,0.013245033,0.071411681,0.001031197,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.00925398
0.791666667,0.012765957,0.401643519,0.435050825,0.138403897,0.254716981,0.922777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.833333333,0.042553191,0.234583333,0.429581615,0.161633571,0.245283019,0.040555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.875,0.046808511,0.173194444,0.426543165,0.24818284,0.132075472,0.070277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.916666667,0.021276596,0.135393519,0.42041102,0.233720494,0.188679245,0.662777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.958333333,0.021276596,0.105138889,0.422013111,0.183814163,0.113207547,0.051944444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
1,0.025531915,0.189050926,0.433393489,0.122892469,0.179245283,0.151666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.041666667,0.05106383,0.894467593,0.435216559,0.061895841,0.113207547,0.255277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.083333333,0.05106383,0.792546296,0.432951532,0.102810041,0.075471698,0.990833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.125,0.038297872,0.728935185,0.440906747,0.089846384,0.056603774,0.045,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.166666667,0.017021277,0.638402778,0.438807455,0.109778943,0.141509434,0.166111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.208333333,0.025531915,0.615740741,0.427869034,0.154964406,0.254716981,0.268611111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.25,0.017021277,0.565671296,0.417372569,0.136005995,0.235849057,0.270555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.291666667,0.029787234,0.47599537,0.414168386,0.100037467,0.188679245,0.216666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.333333333,0.055319149,0.317662037,0.415383765,0.066017235,0.113207547,0.394722222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.375,0.05106383,0.164953704,0.421405422,0.142750094,0.028301887,0,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.416666667,0.059574468,0.14474537,0.429747348,0.198875983,0.122641509,0.038055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.458333333,0.042553191,0.116851852,0.434995581,0.173098539,0.075471698,0.880277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.5,0.042553191,0.176388889,0.456043754,0.157212439,0.08490566,0.949722222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.541666667,0.05106383,0.243636364,0.440489902,0.039735686,0.075471698,0.872222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.583333333,0.046808511,0.578472222,0.445823512,0.061446235,0.122641509,0.813611111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.625,0.055319149,0.578773148,0.456596199,0.20591982,0.075471698,0.883333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.666666667,0.05106383,0.571643519,0.461733942,0.261071562,0.216981132,0.938611111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.708333333,0.046808511,0.553333333,0.469191957,0.328287748,0.160377358,0.998055556,1,1,10,0.023178808,0.071411681,0.001821505,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.016194465
0.75,0.021276596,0.559212963,0.436818651,0.275983514,0.245283019,0.005555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.791666667,0.029787234,0.534814815,0.438475987,0.181491195,0.29245283,0.120277778,1,1,14,0.009933775,0.071411681,0.000771012,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.006940485
0.833333333,0.055319149,0.423587963,0.423946671,0.09838891,0.358490566,0.225555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.875,0.055319149,0.207199074,0.425604007,0.166429374,0.330188679,0.229722222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.916666667,0.059574468,0.131736111,0.424112404,0.257100037,0.226415094,0.295277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.958333333,0.034042553,0.074699074,0.424885828,0.264293743,0.273584906,0.3175,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
1,0.021276596,0.038564815,0.428587213,0.313975272,0.273584906,0.331111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.041666667,0.021276596,0.012476852,0.436818651,0.325065568,0.226415094,0.488055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.083333333,0.055319149,0.748263889,0.44858574,0.290670663,0.216981132,0.388055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.125,0.038297872,0.029907407,0.454386418,0.139752716,0.122641509,0.357777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.166666667,0.046808511,0.781990741,0.448640984,0.045110528,0.226415094,0.332777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.208333333,0.017021277,0.634907408,0.43085224,0.085724991,0.386792453,0.441388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.25,0.034042553,0.580023148,0.420024308,0.139827651,0.462264151,0.433333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.291666667,0.025531915,0.589305556,0.409583088,0.132259273,0.566037736,0.449444444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.333333333,0.05106383,0.541226852,0.403727166,0.050655676,0.632075472,0.449444444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.375,0.05106383,0.221435185,0.403727166,0.047133758,0.70754717,0.450555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.416666667,0.055319149,0.091666667,0.397153064,0.128062945,0.650943396,0.461944444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.458333333,0.038297872,0.072106481,0.393727903,0.225402773,0.58490566,0.473055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.5,0.029787234,0.06787037,0.389916029,0.245260397,0.58490566,0.491944444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.541666667,0.034042553,0.035856481,0.391020919,0.228699888,0.867924528,0.562777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.583333333,0.042553191,0.176273148,0.397318798,0.213563132,0.811320755,0.561388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.625,0.063829787,0.73537037,0.40378241,0.1340577,0.933962264,0.565833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.666666667,0.055319149,0.846018519,0.401848851,0.085425253,0.924528302,0.553888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.708333333,0.055319149,0.651262626,0.39914689,0.144207909,0.849056604,0.550555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.75,0.012765957,0.56462963,0.400357248,0.204645935,0.990566038,0.579444444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.791666667,0.021276596,0.489907408,0.403506188,0.153390783,1,0.585277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.833333333,0.038297872,0.437638889,0.403616676,0.065118022,0.981132075,0.591666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.875,0.046808511,0.236921296,0.403948144,0.085350318,0.91509434,0.5975,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.916666667,0.072340426,0.142800926,0.402622274,0.19797677,0.849056604,0.6475,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.958333333,0.05106383,0.105578704,0.398534178,0.318096665,0.867924528,0.654166667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
1,0.046808511,0.057013889,0.397429287,0.376770326,0.858490566,0.646111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.041666667,0.021276596,0.040208333,0.392954479,0.37092544,0.745283019,0.658888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.083333333,0.034042553,0.046759259,0.389750295,0.339228175,0.547169811,0.674444444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.125,0.068085106,0.049675926,0.388313936,0.272011989,0.283018868,0.686388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.166666667,0.063829787,0.083217593,0.391573365,0.101236418,0.556603774,0.683333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.208333333,0.055319149,0.440949074,0.392788745,0.03042338,0.518867925,0.675833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.25,0.034042553,0.503796296,0.390247496,0.133158486,0.537735849,0.668333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.291666667,0.021276596,0.53474537,0.39212581,0.186886474,0.367924528,0.696388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.333333333,0.055319149,0.564305556,0.41240056,0.271187711,0.339622642,0.717222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.375,0.042553191,0.460324074,0.409306865,0.169127014,0.311320755,0.708333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.416666667,0.068085106,0.306134259,0.410190778,0.1636568,0.254716981,0.735277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.458333333,0.055319149,0.165833333,0.410025044,0.256275759,0.273584906,0.716666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.5,0.042553191,0.106296296,0.406102681,0.322218059,0.264150943,0.810555556,1,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.541666667,0.025531915,0.075648148,0.412621538,0.264593481,0.273584906,0.661666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.583333333,0.055319149,0.053819444,0.413063494,0.186586737,0.245283019,0.861111111,0,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.625,0.063829787,0.638819444,0.420576753,0.068864743,0.235849057,0.663333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.666666667,0.063829787,0.629328704,0.424333382,0.044436118,0.396226415,0.658333333,1,1,6,0.013245033,0.071411681,0.001031197,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.00925398
0.708333333,0.068085106,0.580277778,0.427648055,0.191607344,0.349056604,0.654722222,1,1,6,0.013245033,0.071411681,0.001031197,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.00925398
0.75,0.05106383,0.572800926,0.424278138,0.28250281,0.339622642,0.658333333,1,1,6,0.013245033,0.071411681,0.001031197,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.00925398
0.791666667,0.055319149,0.570532408,0.424830583,0.358860997,0.433962264,0.652222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.833333333,0.038297872,0.544791667,0.422344579,0.290895466,0.367924528,0.675833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.875,0.059574468,0.459097222,0.419195639,0.206819033,0.433962264,0.675277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.916666667,0.080851064,0.265208333,0.416930613,0.170775571,0.216981132,0.813055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.958333333,0.063829787,0.141944444,0.417372569,0.314275009,0.141509434,0.812777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
1,0.080851064,0.087106481,0.412124337,0.400449607,0.160377358,0.795555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.041666667,0.038297872,0.066458333,0.405108279,0.417159985,0.150943396,0.769166667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.083333333,0.025531915,0.054050926,0.3983132,0.382315474,0.150943396,0.807777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.125,0.059574468,0.051643519,0.396269152,0.251929562,0.245283019,0.966111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.166666667,0.068085106,0.327384259,0.394832793,0.126714125,0.150943396,0.004444444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.208333333,0.089361702,0.802060185,0.399970536,0.094642188,0.160377358,0.028333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.25,0.038297872,0.619421296,0.402125074,0.160584489,0.179245283,0.178888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.291666667,0.038297872,0.602337963,0.408036241,0.38681154,0.113207547,0.236944444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.333333333,0.034042553,0.572337963,0.414941809,0.379318097,0.150943396,0.160555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.375,0.05106383,0.534560185,0.411571891,0.366804046,0.094339623,0.097777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.416666667,0.093617021,0.480856481,0.410025044,0.216635444,0.037735849,0,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.458333333,0.085106383,0.270462963,0.416930613,0.163357063,0.150943396,0.009722222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.5,0.055319149,0.139583333,0.423007513,0.291944548,0.103773585,0.823055556,0,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.541666667,0.042553191,0.086087963,0.428973924,0.328962158,0.283018868,0.710555556,1,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.583333333,0.025531915,0.048263889,0.450464054,0.278081678,0.20754717,0.74,1,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.625,0.046808511,0.131319444,0.485489098,0.16230798,0.198113208,0.778055556,1,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.666666667,0.076595745,0.321944444,0.484218474,0.078756088,0.160377358,0.793055556,1,1,3,0.016556291,0.071411681,0.001292998,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.011567475
0.708333333,0.085106383,0.558634259,0.47676046,0.206893968,0.235849057,0.851388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.75,0.085106383,0.572337963,0.466650707,0.360284751,0.226415094,0.859722222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.791666667,0.059574468,0.564351852,0.45891647,0.447433496,0.216981132,0.974444444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.833333333,0.038297872,0.553402778,0.453115793,0.416035968,0.198113208,0.002222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.875,0.017021277,0.534907408,0.431349441,0.405395279,0.188679245,0.980833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.916666667,0.068085106,0.455555556,0.413836918,0.194454852,0.160377358,0.066388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.958333333,0.114893617,0.233703704,0.417206835,0.173023604,0.188679245,0.083888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
1,0.09787234,0.11587963,0.425383029,0.398126639,0.226415094,0.124722222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.041666667,0.059574468,0.070439815,0.425162051,0.462345448,0.330188679,0.093888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.083333333,0.034042553,0.04724537,0.415991456,0.430723117,0.132075472,0.1225,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.125,0.042553191,0.046458333,0.398755156,0.348744848,0.377358491,0.126388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.166666667,0.076595745,0.895601852,0.408422952,0.193930311,0.320754717,0.143888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.208333333,0.085106383,0.819606481,0.413836918,0.116597977,0.320754717,0.146111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.25,0.072340426,0.682893519,0.422565557,0.186286999,0.283018868,0.152777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.291666667,0.059574468,0.627638889,0.427813789,0.278831023,0.273584906,0.15,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.333333333,0.021276596,0.588449074,0.431349441,0.439340577,0.273584906,0.13,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.375,0.025531915,0.541643519,0.430078816,0.415061821,0.235849057,0.115277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.416666667,0.055319149,0.5375,0.408367708,0.385162982,0.160377358,0.0425,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.458333333,0.10212766,0.482199074,0.424775339,0.172424129,0.132075472,0.960833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.5,0.085106383,0.209212963,0.417372569,0.163956538,0.103773585,0.718055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.541666667,0.068085106,0.100532407,0.452563347,0.272386662,0.188679245,0.659166667,0,1,9,0.072847682,0.071411681,0.006006125,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.05089689
0.583333333,0.025531915,0.062615741,0.442508839,0.300337205,0.150943396,0.731666667,0,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.625,0.046808511,0.038935185,0.470628315,0.274934432,0.283018868,0.696944444,1,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.666666667,0.059574468,0.196689815,0.503222599,0.192131885,0.150943396,0.763888889,0,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.708333333,0.076595745,0.829189815,0.540788892,0.078531285,0.066037736,0.871666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.75,0.10212766,0.599513889,0.569460813,0.201049082,0.113207547,0.871388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.791666667,0.076595745,0.578912037,0.52874558,0.399775197,0.132075472,0.823611111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.833333333,0.038297872,0.582083333,0.462783589,0.497864369,0.08490566,0.041666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.875,0.017021277,0.542916667,0.475103124,0.472911203,0.094339623,0.035,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.916666667,0.05106383,0.525439815,0.426101208,0.349194455,0.122641509,0.081666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.958333333,0.089361702,0.435416667,0.432233353,0.188385163,0.132075472,0.047222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
1,0.123404255,0.17712963,0.421018709,0.258823529,0.08490566,0.474166667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.041666667,0.089361702,0.101296296,0.455104596,0.449381791,0.066037736,0.297777778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.083333333,0.042553191,0.056828704,0.44422142,0.512551517,0.037735849,0,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.125,0.021276596,0.057592593,0.437868297,0.510453353,0.264150943,0.159166667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.166666667,0.046808511,0.040694444,0.462562611,0.38276508,0.037735849,0,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.208333333,0.089361702,0.748425926,0.48526812,0.364780817,0.122641509,0.208611111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.25,0.09787234,0.575625,0.477920596,0.165754964,0,0,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.291666667,0.063829787,0.686736111,0.473611521,0.089246909,0.056603774,0.278055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.333333333,0.05106383,0.570023148,0.474882145,0.301011615,0.08490566,0.1,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.375,0.012765957,0.545578704,0.457977313,0.415586362,0.103773585,0.356111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.416666667,0.05106383,0.550092593,0.435161314,0.430498314,0.141509434,0.727222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.458333333,0.09787234,0.522037037,0.426708898,0.34387411,0.047169811,0.815,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.5,0.093617021,0.394027778,0.431570419,0.219932559,0.103773585,0.831666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.541666667,0.085106383,0.163981481,0.45162419,0.276508055,0.056603774,0.783611111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.583333333,0.059574468,0.100486111,0.489687685,0.382615212,0.29245283,0.689166667,0,1,9,0.072847682,0.071411681,0.006006125,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.05089689
0.625,0.008510638,0.067337963,0.483113583,0.350768078,0.349056604,0.706944444,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.666666667,0.055319149,0.044583333,0.534546258,0.29179468,0.235849057,0.7275,1,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.708333333,0.085106383,0.281712963,0.53808191,0.159685275,0.169811321,0.812222222,1,1,3,0.016556291,0.071411681,0.001292998,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.011567475
0.75,0.089361702,0.678148148,0.570068504,0.068789809,0.113207547,0.065,1,1,8,0.016556291,0.071411681,0.001292998,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.011567475
0.791666667,0.080851064,0.585648148,0.574101356,0.304683402,0.150943396,0.014166667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.833333333,0.080851064,0.579768519,0.514547732,0.496290745,0.198113208,0.01,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.875,0.034042553,0.553634259,0.466816441,0.458973398,0.122641509,0.097222222,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.916666667,0.038297872,0.552407408,0.439636123,0.430872986,0.047169811,0.1425,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.958333333,0.072340426,0.507037037,0.43996759,0.341701011,0.122641509,0.600555556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
1,0.119148936,0.311759259,0.440906747,0.223304608,0.075471698,0.62,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.041666667,0.127659574,0.130300926,0.447425604,0.378943424,0.216981132,0.449166667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.083333333,0.093617021,0.088148148,0.469302446,0.491270139,0.103773585,0.468888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.125,0.025531915,0.063912037,0.455933265,0.542375421,0.08490566,0.605277778,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.166666667,0.042553191,0.049259259,0.463557013,0.491494942,0.150943396,0.371388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.208333333,0.068085106,0.104444444,0.483942251,0.407343574,0.169811321,0.366111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.25,0.09787234,0.337199074,0.503333088,0.305207943,0.08490566,0.450833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.291666667,0.106382979,0.785671296,0.459358427,0.083626826,0.075471698,0.383055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.333333333,0.076595745,0.599050926,0.4920632,0.181940802,0.141509434,0.168888889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.375,0.038297872,0.553472222,0.484494696,0.399175721,0.094339623,0.321111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.416666667,0.025531915,0.555972222,0.450464054,0.501536156,0.066037736,0.609166667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.458333333,0.089361702,0.54787037,0.429139658,0.459273136,0.047169811,0.691666667,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.5,0.106382979,0.48037037,0.442674573,0.324615961,0.122641509,0.485833333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.541666667,0.09787234,0.258819444,0.436652917,0.2250281,0.160377358,0.453333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.583333333,0.072340426,0.120416667,0.448033294,0.362532784,0.141509434,0.496388889,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.625,0.038297872,0.087708333,0.494383471,0.413038591,0.188679245,0.575,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.666666667,0.029787234,0.056666667,0.489466706,0.321993256,0.20754717,0.603333333,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.708333333,0.076595745,0.204772727,0.527515134,0.286692326,0.132075472,0.6775,1,1,26,0.056291391,0.071411681,0.004566279,0.985981308,0.050602979,0.949397021,0.022665006,0.698675497,0.039329415
0.75,0.09787234,0.881805556,0.567969211,0.239115774,0.094339623,0.7525,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.791666667,0.09787234,0.760858586,0.578018696,0.054123097,0.047169811,0.993055556,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.833333333,0.09787234,0.56125,0.560511196,0.302735107,0.226415094,0.748611111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
0.875,0.05106383,0.566111111,0.517088981,0.460771825,0.094339623,0.746111111,0,0,0,0,0,0,0,0,0.949397021,0.022665006,0,0
