hour,wave_height,water_temp,dif_tide_height,current_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.375,0.035777126,0.457977313,0.012765957,0.415586362,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.049266862,0.435161314,0.05106383,0.430498314,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.060410557,0.426708898,0.09787234,0.34387411,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.069794722,0.431570419,0.093617021,0.219932559,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.541666667,0.06627566,0.45162419,0.085106383,0.276508055,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.583333333,0.059824047,0.489687685,0.059574468,0.382615212,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.625,0.079765396,0.483113583,0.008510638,0.350768078,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.666666667,0.082111437,0.534546258,0.055319149,0.29179468,1,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.708333333,0.080938416,0.53808191,0.085106383,0.159685275,1,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.75,0.075073314,0.570068504,0.089361702,0.068789809,1,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.791666667,0.060410557,0.574101356,0.080851064,0.304683402,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.833333333,0.057478006,0.514547732,0.080851064,0.496290745,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.069208211,0.466816441,0.034042553,0.458973398,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.079765396,0.439636123,0.038297872,0.430872986,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.091495601,0.43996759,0.072340426,0.341701011,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.126686217,0.440906747,0.119148936,0.223304608,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.144868035,0.447425604,0.127659574,0.378943424,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.158357771,0.469302446,0.093617021,0.491270139,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.151319648,0.455933265,0.025531915,0.542375421,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.184750733,0.463557013,0.042553191,0.491494942,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.215249267,0.483942251,0.068085106,0.407343574,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.248093842,0.503333088,0.09787234,0.305207943,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.248680352,0.459358427,0.106382979,0.083626826,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.205865103,0.4920632,0.076595745,0.181940802,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.167155425,0.484494696,0.038297872,0.399175721,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.159530792,0.450464054,0.025531915,0.501536156,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.458333333,0.157184751,0.429139658,0.089361702,0.459273136,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.157184751,0.442674573,0.106382979,0.324615961,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.541666667,0.181231672,0.436652917,0.09787234,0.2250281,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.583333333,0.195894428,0.448033294,0.072340426,0.362532784,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.625,0.275659824,0.494383471,0.038297872,0.413038591,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.666666667,0.241642229,0.489466706,0.029787234,0.321993256,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.708333333,0.258331112,0.527515134,0.076595745,0.286692326,1,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.75,0.232258065,0.567969211,0.09787234,0.239115774,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.791666667,0.202026127,0.578018696,0.09787234,0.054123097,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.833333333,0.201759531,0.560511196,0.09787234,0.302735107,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.875,0.202932551,0.517088981,0.05106383,0.460771825,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.179472141,0.454607396,0.017021277,0.46339453,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.184164223,0.443337507,0.05106383,0.422705133,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.176539589,0.445989246,0.10212766,0.24615961,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.184110904,0.447058981,0.127659574,0.238380054,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.201759531,0.441403948,0.10212766,0.458149119,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.220527859,0.478141574,0.055319149,0.591457475,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.247507332,0.496758986,0.017021277,0.582240539,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.26686217,0.478859752,0.059574468,0.475159236,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.263343109,0.466595462,0.093617021,0.310003747,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.259824047,0.473335298,0.09787234,0.108055451,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.210557185,0.486317767,0.093617021,0.148145373,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.178885631,0.49449396,0.05106383,0.34185088,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.161876833,0.483389806,0.025531915,0.44953166,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.458333333,0.181818182,0.448254273,0.038297872,0.488497564,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.5,0.174193548,0.447812316,0.080851064,0.426077182,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.541666667,0.192428686,0.449831253,0.106382979,0.219087844,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.583333333,0.213489736,0.440133324,0.093617021,0.286998876,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.625,0.212903226,0.475625435,0.076595745,0.436533942,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.666666667,0.207624633,0.544821744,0.017021277,0.463769202,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.708333333,0.195894428,0.567969211,0.05106383,0.382690146,1,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.75,0.179472141,0.557307013,0.093617021,0.153390783,1,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.791666667,0.15601173,0.539960224,0.09787234,0.056350693,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.833333333,0.107917888,0.560290218,0.089361702,0.219707756,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.875,0.100879765,0.551948291,0.089361702,0.427201199,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.108504399,0.496979965,0.025531915,0.464593481,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.107331378,0.467368886,0.025531915,0.504608467,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.117888563,0.459137448,0.063829787,0.333383289,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.205865103,0.459910872,0.119148936,0.194604721,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.37595308,0.45466264,0.119148936,0.362682653,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.39882698,0.469744402,0.09787234,0.597901836,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.385337243,0.474163966,0.034042553,0.642113151,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.373020528,0.472175162,0.017021277,0.546047209,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.37888563,0.480627578,0.063829787,0.374747096,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.308504399,0.50675825,0.09787234,0.179243162,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.254545455,0.504769446,0.085106383,0.08520045,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.22111437,0.496593253,0.076595745,0.242862495,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.19941349,0.497587655,0.046808511,0.38935931,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.458333333,0.205865103,0.486120465,0.017021277,0.464561366,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.541666667,0.204692082,0.463170301,0.085106383,0.401723492,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.583333333,0.212903226,0.465159105,0.09787234,0.25934807,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.625,0.226979472,0.451157123,0.089361702,0.349146769,1,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.666666667,0.236363636,0.503885533,0.05106383,0.466841514,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.708333333,0.225806451,0.559185327,0.004255319,0.468040464,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.75,0.235190616,0.565151739,0.072340426,0.247283627,1,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.791666667,0.246686217,0.557992045,0.093617021,0.059093293,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.833333333,0.214076247,0.5391868,0.09787234,0.181940802,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.184164223,0.549517531,0.085106383,0.302810041,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.174780058,0.539076312,0.068085106,0.446384414,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.20117302,0.498526812,0.012765957,0.451180217,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.237536657,0.472893341,0.029787234,0.443536905,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.24398827,0.475324101,0.089361702,0.315324091,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.26686217,0.470849293,0.110638298,0.224803297,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.290322581,0.46692693,0.106382979,0.413563132,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.273313783,0.498416323,0.076595745,0.606369427,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.285630498,0.492891868,0.021276596,0.608992132,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.312609971,0.476318503,0.038297872,0.427126264,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.33313783,0.48830657,0.068085106,0.295916073,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.276832844,0.500294638,0.085106383,0.098688647,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.227565982,0.503443577,0.072340426,0.121843387,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.185923754,0.506813495,0.055319149,0.272386662,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.186510264,0.51780716,0.038297872,0.392581491,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.5,0.194721408,0.503940778,0.025531915,0.432821281,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.541666667,0.187683285,0.479688421,0.055319149,0.389284376,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.583333333,0.199466809,0.487859592,0.093617021,0.213447324,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.625,0.20842442,0.474118766,0.09787234,0.262577063,1,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.666666667,0.20117302,0.501565262,0.076595745,0.421730985,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.708333333,0.209384164,0.547650265,0.029787234,0.511037842,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.75,0.204692082,0.571062906,0.017021277,0.449456725,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.791666667,0.207624633,0.527972157,0.080851064,0.231997003,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.833333333,0.180271928,0.52401966,0.085106383,0.060008856,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.147214077,0.537639953,0.093617021,0.194005245,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.121407625,0.550511933,0.063829787,0.316298239,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.11026393,0.551616824,0.046808511,0.428325215,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.112609971,0.511509281,0.008510638,0.443761708,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.120821115,0.487809369,0.029787234,0.41386287,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.117888563,0.486980701,0.089361702,0.270438366,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.165982404,0.484494696,0.106382979,0.226526789,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.169394828,0.506602561,0.093617021,0.457624578,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.190029326,0.516426046,0.059574468,0.558036718,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.186510264,0.519519741,0.004255319,0.543349569,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.168328446,0.493941514,0.038297872,0.372648932,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.151906158,0.499079257,0.068085106,0.259198201,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.130791789,0.510625368,0.072340426,0.101011615,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.102639296,0.517972893,0.072340426,0.153390783,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.08739003,0.516149823,0.059574468,0.306631697,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.5,0.083284457,0.539242045,0.025531915,0.422180592,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.541666667,0.08973607,0.525154685,0.021276596,0.435144249,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.583333333,0.094428153,0.499024013,0.068085106,0.39070813,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.625,0.102639296,0.491565999,0.085106383,0.233345822,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.666666667,0.124340176,0.503056865,0.085106383,0.281603597,1,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.708333333,0.132551319,0.587415292,0.046808511,0.460322218,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.75,0.140762463,0.586697113,0.017021277,0.462570251,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.791666667,0.124926686,0.575924426,0.042553191,0.355039341,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.833333333,0.125246601,0.538363154,0.059574468,0.185081236,1,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.875,0.096454279,0.52908207,0.076595745,0.070145441,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.083284457,0.544821744,0.072340426,0.220532034,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.073900293,0.573769888,0.046808511,0.320344698,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.079178886,0.565262228,0.021276596,0.424878231,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.068035191,0.533883323,0.017021277,0.395803672,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.072727273,0.514823954,0.038297872,0.309778943,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.083870968,0.500460372,0.080851064,0.216635444,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.10170088,0.497863878,0.085106383,0.225627576,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.138123167,0.525292796,0.076595745,0.454140127,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.1542522,0.521232322,0.05106383,0.496890221,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.141348973,0.532281232,0.021276596,0.486474335,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.172434018,0.511509281,0.042553191,0.349718996,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.163636364,0.51040439,0.068085106,0.156687898,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.168328446,0.520514143,0.072340426,0.05410266,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.151319648,0.527751178,0.055319149,0.1841139,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.5,0.137829912,0.543716854,0.05106383,0.267815661,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.541666667,0.136891496,0.566411314,0.021276596,0.365185463,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.625,0.162356705,0.516064445,0.046808511,0.326339453,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.666666667,0.2,0.516757513,0.089361702,0.194904459,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.708333333,0.237536657,0.555760165,0.072340426,0.280404646,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.75,0.273313783,0.597027843,0.05106383,0.445410266,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.791666667,0.283870968,0.599403359,0.012765957,0.431472461,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.833333333,0.280351906,0.572223041,0.038297872,0.306257025,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.302052786,0.545484679,0.055319149,0.147321094,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.275659824,0.547749706,0.046808511,0.04023979,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.248680352,0.563936359,0.059574468,0.145147995,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.24516129,0.5797363,0.046808511,0.227950543,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.262756598,0.579515322,0.021276596,0.354439865,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.253958944,0.56443356,0.008510638,0.28452604,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.277419355,0.557748969,0.038297872,0.247433496,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.371847507,0.558522393,0.068085106,0.138553765,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.420527859,0.549683265,0.063829787,0.265417759,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.46568915,0.546037125,0.063829787,0.412588985,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.463343108,0.543661609,0.025531915,0.399925065,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.483284458,0.547307749,0.012765957,0.354814537,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.494428153,0.558632882,0.034042553,0.242412889,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.452199414,0.556588833,0.042553191,0.076807793,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.418181819,0.553937095,0.068085106,0.054252529,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.345454545,0.549130819,0.05106383,0.17294867,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.541666667,0.384164223,0.555318209,0.042553191,0.196927688,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.583333333,0.429912023,0.568521656,0.017021277,0.19408018,1,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.625,0.534897361,0.5503462,0.017021277,0.213937804,1,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.666666667,0.606451613,0.543495875,0.05106383,0.157662046,1,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.708333333,0.583577713,0.55342985,0.046808511,0.163731735,1,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.75,0.596480939,0.557251768,0.085106383,0.304458599,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.791666667,0.585337244,0.557693724,0.034042553,0.39932559,1,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.833333333,0.485630499,0.566974809,0.012765957,0.442412889,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.55483871,0.583437684,0.029787234,0.358860997,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.55659824,0.579681055,0.046808511,0.191832147,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.505571847,0.578686653,0.05106383,0.0409142,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.423460411,0.576476871,0.029787234,0.072761334,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.401173021,0.574488067,0.05106383,0.129112027,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.385923754,0.569571303,0.012765957,0.173473211,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.405278592,0.569460813,0.017021277,0.182840015,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.46686217,0.56443356,0.042553191,0.097264893,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.534897361,0.560400707,0.055319149,0.118920944,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.584750733,0.558688126,0.042553191,0.212139378,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.536070382,0.555373453,0.046808511,0.302210566,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.469208211,0.556809812,0.034042553,0.315099288,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.382404692,0.562444756,0.021276596,0.333458224,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.360703812,0.572278285,0.029787234,0.279055826,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.314369502,0.572499263,0.042553191,0.094866991,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.5,0.262170088,0.581062169,0.05106383,0.11412514,1,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.541666667,0.226979472,0.589348851,0.046808511,0.229449232,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
