hour,wave_height,current_speed,tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.666666667,0.097947214,0.03499438,0.408512064,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.708333333,0.08914956,0.213038591,0.556858802,1,1,2,0.319943622,0.335540317,0.191969548,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.047574422
0.75,0.097947214,0.38816036,0.672922252,1,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.791666667,0.075659824,0.375871113,0.729334227,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.833333333,0.063343109,0.346496815,0.729781054,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.875,0.068035191,0.19797677,0.637734584,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.080938416,0.181191457,0.483802502,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.082697947,0.391682278,0.320487042,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.092082111,0.48250281,0.192582663,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.086217009,0.46661671,0.130675076,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.083284457,0.343649307,0.163092046,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.076619568,0.307537723,0.244191242,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.053372434,0.192131885,0.355116175,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.065102639,0.057624578,0.475983021,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.065102639,0.211240165,0.573838249,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.070967742,0.374747096,0.634271671,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.06627566,0.384713376,0.656277927,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.375,0.057478006,0.305807418,0.602993745,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.416666667,0.061583578,0.25207943,0.490058088,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.458333333,0.068621701,0.199250656,0.3506479,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.5,0.076832845,0.3022855,0.206992851,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.541666667,0.082697947,0.342150618,0.11282395,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.583333333,0.083870968,0.272836268,0.099865952,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.625,0.092668622,0.14185088,0.169235925,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.666666667,0.09032258,0.052229299,0.295911528,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.708333333,0.082111437,0.209441738,0.442470956,1,1,2,0.319943622,0.335540317,0.191969548,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.047574422
0.75,0.063929619,0.373023604,0.60158271,1,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.791666667,0.060997068,0.47321094,0.729781054,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.833333333,0.062756598,0.436193331,0.793453977,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.875,0.060410557,0.374747096,0.771782842,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.060997068,0.245110528,0.630979258,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.056304985,0.253503185,0.458556747,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.069208211,0.421955789,0.273011617,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.060410557,0.526339453,0.131993583,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.052199414,0.455376545,0.087466488,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.052199414,0.319145747,0.119302949,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.065102639,0.155563882,0.22743521,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.069794722,0.078306482,0.387287757,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.071554252,0.235219183,0.510277033,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.058064516,0.391832147,0.612488829,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.045747801,0.478681154,0.689008043,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.375,0.049266862,0.486324466,0.670911528,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.416666667,0.062756598,0.415511427,0.59238159,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.458333333,0.065689149,0.231547396,0.457216265,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.5,0.062170088,0.216185837,0.29010277,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.541666667,0.060410557,0.348819783,0.146671135,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.583333333,0.063343109,0.327163732,0.0762958,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.625,0.062756598,0.260097415,0.080093834,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.666666667,0.071554252,0.112701386,0.171134942,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.708333333,0.072727273,0.088572499,0.319146559,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.75,0.065689149,0.313225927,0.484025916,1,1,2,0.319943622,0.335540317,0.191969548,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.047574422
0.791666667,0.061583578,0.472611465,0.657730116,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.833333333,0.060410557,0.476433121,0.768096515,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.875,0.046920821,0.501161484,0.823168007,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.039296187,0.422405395,0.761952636,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.055718475,0.200899213,0.594280608,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.064516129,0.265492694,0.39220286,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.071554252,0.477482203,0.210225025,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.064516129,0.559010865,0.068811439,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.104398827,0.482652679,0.059316354,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.098533724,0.310528288,0.136729223,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.106158358,0.20269764,0.272811721,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.11143695,0.106257025,0.416666667,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.095601173,0.266916448,0.545352994,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.069208211,0.466841514,0.65795353,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.375,0.070967742,0.492319221,0.713695263,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.416666667,0.056891495,0.488722368,0.692806077,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.458333333,0.071554252,0.392131885,0.580652368,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.5,0.076832845,0.197452229,0.40650134,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.541666667,0.096187684,0.284076433,0.243521001,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.583333333,0.092668622,0.380517047,0.096067918,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.625,0.112023461,0.324615961,0.043789097,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.666666667,0.144281525,0.272236793,0.095509383,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.708333333,0.141882165,0.170039851,0.221961573,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.75,0.127272727,0.08842263,0.39756479,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.791666667,0.125513196,0.361633571,0.588025022,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.833333333,0.112023461,0.525140502,0.722743521,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.875,0.076832845,0.499063319,0.809651475,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.051026393,0.515848632,0.801161751,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.053958945,0.373023604,0.703641644,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.047507331,0.180367179,0.531724754,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.065689149,0.37025103,0.331198084,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.076246334,0.532783814,0.143878463,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.090909091,0.563956538,0.048927614,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.119061584,0.447883102,0.061885612,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.127859238,0.257249906,0.153485255,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.139002933,0.158336456,0.327077748,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.116129032,0.119595354,0.482126899,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.103812317,0.345672536,0.611706881,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.375,0.08914956,0.503259648,0.702524576,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.416666667,0.069208211,0.476657924,0.717940125,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.458333333,0.062756598,0.501985762,0.653932082,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.5,0.06627566,0.288122892,0.514298481,1,1,2,0.319943622,0.335540317,0.191969548,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.047574422
0.541666667,0.070381232,0.195878606,0.337243074,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.583333333,0.064516129,0.345522668,0.169682752,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.625,0.079765396,0.420681903,0.06624218,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.666666667,0.08973607,0.374672162,0.052725648,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.708333333,0.099120234,0.17819408,0.13181412,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.75,0.116129032,0.059722743,0.289544236,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.791666667,0.113196481,0.284675909,0.455205541,0,1,2,0.319943622,0.335540317,0.191969548,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.047574422
0.833333333,0.091495601,0.458523792,0.625335121,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.875,0.073313783,0.522892469,0.756997773,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.052199414,0.509704009,0.810210009,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.058651026,0.475009367,0.759383378,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.077419355,0.27590858,0.63181412,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.064516129,0.238441364,0.428767635,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.055718475,0.447583364,0.215370867,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.060997068,0.560359685,0.076184093,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.052199414,0.52544024,0.027368186,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.060410557,0.414162608,0.086461126,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.072140762,0.25934807,0.221626452,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.081524926,0.098463844,0.382484361,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.086803519,0.176470588,0.524240393,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.375,0.072727273,0.415586362,0.632037534,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.416666667,0.068035191,0.476657924,0.682752458,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.458333333,0.056891495,0.510678156,0.677055407,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.5,0.058064516,0.443761708,0.589030384,1,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.541666667,0.08739003,0.196553016,0.440460232,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.583333333,0.082111437,0.265492694,0.278261841,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.625,0.076246334,0.413338329,0.132707775,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.666666667,0.081524926,0.439040839,0.058199285,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.708333333,0.067022128,0.325113253,0.079647006,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.75,0.058064516,0.168077932,0.196939231,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.791666667,0.040469208,0.109928812,0.364722967,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.833333333,0.041055718,0.343574372,0.533735478,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.875,0.025219941,0.490820532,0.680965147,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.02346041,0.487148745,0.771671135,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.02170088,0.529861371,0.776027703,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.02228739,0.38748595,0.690348525,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.034604106,0.219632821,0.533369226,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.038123167,0.307231173,0.336907954,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.039296187,0.500562008,0.158735478,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.035777126,0.537504683,0.062555853,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.034017595,0.472761334,0.063784629,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.060997068,0.33997752,0.15292672,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.078005865,0.12866242,0.30227882,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.069208211,0.110977894,0.451519214,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.375,0.055131965,0.295766204,0.566130474,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.416666667,0.039882698,0.520194829,0.663092046,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.458333333,0.050439883,0.498313975,0.692135836,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.5,0.053372434,0.487523417,0.645442359,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.541666667,0.052199414,0.330535781,0.528373548,0,1,2,0.319943622,0.335540317,0.191969548,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.047574422
0.583333333,0.058651026,0.176245785,0.376757914,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.625,0.062170088,0.355339078,0.224084004,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.666666667,0.073313783,0.42705133,0.135612154,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.708333333,0.06686217,0.382914949,0.104110813,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.75,0.085630499,0.225402773,0.16476765,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.791666667,0.063929619,0.076283252,0.294459339,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.833333333,0.055718475,0.213338329,0.44593387,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.875,0.028152493,0.396852754,0.608020554,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.020527859,0.53136006,0.718610367,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.017595308,0.457249906,0.780719392,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.02170088,0.484900712,0.738829312,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.015249267,0.321843387,0.617643827,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.02170088,0.194005245,0.438114388,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.036950147,0.361858374,0.260277033,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.04398827,0.475009367,0.127680965,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.053958945,0.46796553,0.086572833,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.053372434,0.392431622,0.13214924,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.073900293,0.234245035,0.253798034,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.073313783,0.060621956,0.403261841,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.375,0.056304985,0.185162982,0.526027703,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.416666667,0.034017595,0.358261521,0.621983914,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.458333333,0.036363637,0.472311727,0.684651475,1,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.5,0.041055718,0.485275384,0.665884718,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.541666667,0.04340176,0.382165605,0.604669348,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.583333333,0.04398827,0.208167853,0.478328865,0,1,2,0.319943622,0.335540317,0.191969548,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.047574422
0.625,0.058064516,0.257624578,0.330205541,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.666666667,0.063343109,0.372049457,0.206881144,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.708333333,0.063343109,0.384938179,0.14075067,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.75,0.068035191,0.301835894,0.143319928,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.791666667,0.070381232,0.144998127,0.245308311,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.833333333,0.048680352,0.097864369,0.374888293,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.875,0.031671554,0.293293368,0.523123324,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.02228739,0.450955414,0.649240393,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.019354839,0.483027351,0.721291332,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.019941349,0.447808168,0.718722073,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.018181818,0.36230798,0.65621017,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.02228739,0.248332709,0.522788204,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.032258064,0.203147246,0.363159071,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.041642229,0.354889472,0.229110813,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.042815249,0.379917572,0.144995532,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.05422554,0.376450151,0.148668605,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.063343109,0.284226302,0.221179625,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.055131965,0.126339453,0.344950849,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.375,0.050439883,0.106331959,0.467605004,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.416666667,0.058651026,0.245934807,0.564343164,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.458333333,0.041055718,0.368452604,0.630473637,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.5,0.037536657,0.393255901,0.654267203,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.541666667,0.055718475,0.426301986,0.617180518,0,1,5,0.155743481,0.335540317,0.085217606,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.023158474
0.583333333,0.08797654,0.288122892,0.535299374,0,1,2,0.319943622,0.335540317,0.191969548,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.047574422
0.625,0.106158358,0.137204946,0.421693476,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.666666667,0.135483871,0.271262645,0.302167113,1,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.708333333,0.159530792,0.305507681,0.212578195,1,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.75,0.197067449,0.280179843,0.189678284,0,1,3,0.194503171,0.335540317,0.108685119,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.028921895
0.791666667,0.185337243,0.198501311,0.231680072,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.833333333,0.153079179,0.111202698,0.338918677,0,1,1,0.290345314,0.335540317,0.171229342,0.985981308,0.050602979,0.949397021,0.300871731,0.148696265,0.043173264
0.875,0.08493735,0.197588474,0.465035746,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.916666667,0.06744868,0.368452604,0.580205541,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.958333333,0.041642229,0.455676283,0.659852547,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
1,0.038709677,0.416710378,0.699396783,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.041666667,0.029325513,0.435369052,0.663132334,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.083333333,0.032258064,0.282577744,0.57663092,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.125,0.029912023,0.153091045,0.450848972,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.166666667,0.036363637,0.236493068,0.324396783,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.208333333,0.037536657,0.316073436,0.223748883,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.25,0.046920821,0.340951667,0.19950849,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.291666667,0.06744868,0.338104159,0.222855228,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
0.333333333,0.068621701,0.245410266,0.307082216,0,0,0,0,0,0,0,0,0.949397021,0.300871731,0,0
