hour,current_dir,water_temp,wind_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.083333333,0.088148148,0.469302446,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.063912037,0.455933265,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.049259259,0.463557013,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.104444444,0.483942251,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.337199074,0.503333088,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.785671296,0.459358427,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.599050926,0.4920632,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.553472222,0.484494696,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.555972222,0.450464054,0.066037736,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.458333333,0.54787037,0.429139658,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.5,0.48037037,0.442674573,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.541666667,0.258819444,0.436652917,0.160377358,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.583333333,0.120416667,0.448033294,0.141509434,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.625,0.087708333,0.494383471,0.188679245,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.666666667,0.056666667,0.489466706,0.20754717,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.708333333,0.204772727,0.527515134,0.132075472,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.75,0.881805556,0.567969211,0.094339623,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.791666667,0.760858586,0.578018696,0.047169811,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.833333333,0.56125,0.560511196,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.566111111,0.517088981,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.553125,0.454607396,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.516388889,0.443337507,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.454930556,0.445989246,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.224292929,0.447058981,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.095162037,0.441403948,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.070949074,0.478141574,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.05537037,0.496758986,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.035856481,0.478859752,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.188449074,0.466595462,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.546550926,0.473335298,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.628425926,0.486317767,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.565694444,0.49449396,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.548819444,0.483389806,0.179245283,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.458333333,0.562337963,0.448254273,0.235849057,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.5,0.533819444,0.447812316,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.541666667,0.383383838,0.449831253,0.396226415,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.583333333,0.174143519,0.440133324,0.518867925,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.625,0.099924242,0.475625435,0.41509434,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.666666667,0.078356481,0.544821744,0.566037736,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.708333333,0.123009259,0.567969211,0.301886792,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.75,0.178194444,0.557307013,0.141509434,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.791666667,0.650532408,0.539960224,0.141509434,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.833333333,0.624560185,0.560290218,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.571365741,0.551948291,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.570949074,0.496979965,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.547199074,0.467368886,0.377358491,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.494143519,0.459137448,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.384560185,0.459910872,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.15625,0.45466264,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.092939815,0.469744402,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.065231481,0.474163966,0.367924528,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.07625,0.472175162,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.063657407,0.480627578,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.112407407,0.50675825,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.502314815,0.504769446,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.580393519,0.496593253,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.575393519,0.497587655,0.311320755,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.458333333,0.541031746,0.486120465,0.283018868,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.541666667,0.523009259,0.463170301,0.358490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.583333333,0.220138889,0.465159105,0.339622642,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.625,0.140934343,0.451157123,0.330188679,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.666666667,0.0875,0.503885533,0.396226415,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.708333333,0.097453704,0.559185327,0.358490566,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.75,0.136365741,0.565151739,0.245283019,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.791666667,0.326583333,0.557992045,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.833333333,0.608703704,0.5391868,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.589421296,0.549517531,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.574768519,0.539076312,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.551550926,0.498526812,0.339622642,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.544953704,0.472893341,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.486805556,0.475324101,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.283842593,0.470849293,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.13099537,0.46692693,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.082731481,0.498416323,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.055,0.492891868,0.386792453,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.080856481,0.476318503,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.058263889,0.48830657,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.202361111,0.500294638,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.600046296,0.503443577,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.575601852,0.506813495,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.572337963,0.51780716,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.5,0.545902778,0.503940778,0.443396226,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.541666667,0.528125,0.479688421,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.583333333,0.476212121,0.487859592,0.377358491,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.625,0.221338384,0.474118766,0.367924528,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.666666667,0.124722222,0.501565262,0.386792453,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.708333333,0.090138889,0.547650265,0.29245283,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.75,0.094560185,0.571062906,0.245283019,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.791666667,0.120439815,0.527972157,0.188679245,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.833333333,0.361010101,0.52401966,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.629398148,0.537639953,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.58162037,0.550511933,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.562962963,0.551616824,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.544583333,0.511509281,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.536875,0.487809369,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.436273148,0.486980701,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.26912037,0.484494696,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.123964646,0.506602561,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.074259259,0.516426046,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.060694444,0.519519741,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.070115741,0.493941514,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.06212963,0.499079257,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.302800926,0.510625368,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.596388889,0.517972893,0.29245283,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.458333333,0.566990741,0.516149823,0.20754717,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.5,0.551875,0.539242045,0.283018868,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.541666667,0.557708333,0.525154685,0.339622642,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.583333333,0.532893519,0.499024013,0.320754717,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.625,0.411666667,0.491565999,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.666666667,0.173009259,0.503056865,0.311320755,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.708333333,0.113541667,0.587415292,0.311320755,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.75,0.086736111,0.586697113,0.20754717,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.791666667,0.084976852,0.575924426,0.160377358,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.833333333,0.121565657,0.538363154,0.179245283,1,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.875,0.433787879,0.52908207,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.616435185,0.544821744,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.572777778,0.573769888,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.57150463,0.565262228,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.546967593,0.533883323,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.529212963,0.514823954,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.411412037,0.500460372,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.236333333,0.497863878,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.095659722,0.525292796,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.073194444,0.521232322,0.339622642,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.057222222,0.532281232,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.065069444,0.511509281,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.113773148,0.51040439,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.426689815,0.520514143,0.377358491,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.586388889,0.527751178,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.5,0.559606481,0.543716854,0.41509434,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.541666667,0.553888889,0.566411314,0.358490566,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.625,0.504166667,0.516064445,0.452830189,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.666666667,0.418032408,0.516757513,0.367924528,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.708333333,0.179768519,0.555760165,0.254716981,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.75,0.122569444,0.597027843,0.283018868,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.791666667,0.100300926,0.599403359,0.254716981,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.833333333,0.106597222,0.572223041,0.264150943,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.875,0.092847222,0.545484679,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.69349537,0.547749706,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.637569444,0.563936359,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.563287037,0.5797363,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.56162037,0.579515322,0.358490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.563888889,0.56443356,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.495462963,0.557748969,0.433962264,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.32375,0.558522393,0.537735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.175787037,0.549683265,0.490566038,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.113032407,0.546037125,0.509433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.087337963,0.543661609,0.490566038,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.090972222,0.547307749,0.556603774,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.139444444,0.558632882,0.547169811,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.196226852,0.556588833,0.537735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.57875,0.553937095,0.556603774,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.5,0.548842593,0.549130819,0.556603774,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.541666667,0.549259259,0.555318209,0.537735849,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.583333333,0.565694444,0.568521656,0.528301887,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.625,0.514259259,0.5503462,0.669811321,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.666666667,0.465231481,0.543495875,0.688679245,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.708333333,0.274652778,0.55342985,0.650943396,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.75,0.163773148,0.557251768,0.481132075,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.791666667,0.11150463,0.557693724,0.518867925,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.833333333,0.102106481,0.566974809,0.594339623,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.131805556,0.583437684,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.113310185,0.579681055,0.433962264,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.316736111,0.578686653,0.669811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.58900463,0.576476871,0.5,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.582407408,0.574488067,0.528301887,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.540138889,0.569571303,0.481132075,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.56537037,0.569460813,0.528301887,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.466481481,0.56443356,0.566037736,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.278356481,0.560400707,0.877358491,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.179467593,0.558688126,0.801886792,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.128958333,0.555373453,0.641509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.099444444,0.556809812,0.490566038,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.110486111,0.562444756,0.462264151,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.145671296,0.572278285,0.424528302,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.203333333,0.572499263,0.367924528,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.5,0.514282408,0.581062169,0.566037736,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.541666667,0.554513889,0.589348851,0.377358491,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.583333333,0.558425926,0.580896435,0.311320755,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.625,0.57849537,0.586034178,0.320754717,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.666666667,0.541273148,0.596088686,0.235849057,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.708333333,0.479768519,0.591558633,0.264150943,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.75,0.301412037,0.599458604,0.254716981,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.791666667,0.167986111,0.585371244,0.226415094,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.833333333,0.124166667,0.609071155,0.198113208,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.875,0.148518519,0.631003241,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.127523148,0.62442914,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.162546296,0.618076016,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.807268519,0.62371096,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.695717593,0.62625221,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.631574074,0.62442914,0.283018868,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.592962963,0.617247348,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.588703704,0.599237626,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.545856481,0.59371317,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.422939815,0.585702711,0.509433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.214259259,0.576863583,0.490566038,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.135856481,0.578576164,0.537735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.119351852,0.586807602,0.528301887,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.095555556,0.587967738,0.452830189,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.062060185,0.584653065,0.452830189,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.5,0.051018519,0.588409694,0.433962264,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.541666667,0.290023148,0.594707572,0.452830189,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.583333333,0.471643519,0.609457867,0.452830189,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.625,0.539930556,0.609789334,0.518867925,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.666666667,0.560393519,0.611336182,0.462264151,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.708333333,0.543958333,0.623766205,0.141509434,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.75,0.45400463,0.621722157,0.424528302,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.791666667,0.317824074,0.614043165,0.301886792,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.833333333,0.188055556,0.594541838,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.127800926,0.588299205,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.097037037,0.588409694,0.556603774,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.122986111,0.605425015,0.5,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.116180556,0.600397761,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.368472222,0.599403359,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
