hour,current_dir,water_temp,wind_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.625,0.512939815,0.638903212,0.367924528,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.666666667,0.480648148,0.646361226,0.273584906,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.708333333,0.303032408,0.630395551,0.254716981,1,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.75,0.18875,0.643212287,0.122641509,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.791666667,0.177453704,0.637080142,0.066037736,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.833333333,0.200069444,0.650228344,0.235849057,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.875,0.190509259,0.645864025,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.438032408,0.64652696,0,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.587847222,0.646858427,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.547939815,0.644482911,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.543078704,0.647852829,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.544953704,0.635699028,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.513240741,0.625920743,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.399930556,0.619015174,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.298912037,0.613766942,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.222268519,0.609015911,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.174722222,0.594265616,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.14037037,0.611999116,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.098101852,0.626694166,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.343819444,0.637632587,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.436018519,0.650615056,0.226415094,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.5,0.443055556,0.643654243,0.235849057,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.541666667,0.502430556,0.635699028,0.075471698,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.583333333,0.520625,0.624318651,0.113207547,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.625,0.549675926,0.626086477,0.056603774,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.666666667,0.472083333,0.613877431,0,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.708333333,0.322662037,0.618628462,0.056603774,1,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.75,0.172361111,0.613159252,0.311320755,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.791666667,0.103194444,0.605259281,0.433962264,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.833333333,0.068240741,0.602276076,0.169811321,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.875,0.089050926,0.598187979,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.057222222,0.587360047,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.021736111,0.623600472,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.186111111,0.632439599,0.283018868,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.334487179,0.625300304,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.44212963,0.616197702,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.476111111,0.613756897,0.358490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.468796296,0.611722894,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.416273148,0.60780053,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.261018519,0.60608795,0.367924528,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.177615741,0.6030495,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.10025463,0.599624337,0.509433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.047708333,0.595039039,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.213958333,0.590564231,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.932615741,0.59078521,0.216981132,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.5,0.787361111,0.593436948,0.339622642,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.541666667,0.594791667,0.600232028,0.20754717,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.583333333,0.578773148,0.604706836,0.216981132,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.625,0.566157408,0.605645993,0.160377358,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.666666667,0.56962963,0.612330584,0.169811321,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.708333333,0.564040404,0.621892913,0.141509434,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.75,0.390856481,0.619622864,0.113207547,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.791666667,0.252106481,0.61216485,0.094339623,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.833333333,0.19412037,0.617357838,0.169811321,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.875,0.166643519,0.619180908,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.157685185,0.622550825,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.17520202,0.624243318,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.367106481,0.620562021,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.673287037,0.6329368,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.586363636,0.628461992,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.566180556,0.637135386,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.563773148,0.644482911,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.56150463,0.633268268,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.513055556,0.621611668,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.367291667,0.613877431,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.246064815,0.612993518,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.191689815,0.609513112,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.10162037,0.630671774,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.05650463,0.651940926,0.216981132,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.5,0.085833333,0.648736741,0.254716981,1,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.541666667,0.29912037,0.643819977,0.122641509,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.583333333,0.58375,0.631887154,0.20754717,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.625,0.584930556,0.657244402,0.141509434,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.666666667,0.570115741,0.644482911,0.179245283,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.708333333,0.547685185,0.690114909,0.179245283,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.75,0.57162037,0.658791249,0.301886792,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.791666667,0.454606481,0.651333235,0.179245283,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.833333333,0.284976852,0.660945787,0.132075472,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.875,0.218207071,0.679327155,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.184097222,0.661387743,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.154814815,0.647908073,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.339242424,0.659499384,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.78787037,0.665310106,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.777013889,0.674093989,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.674768519,0.68017089,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.626550926,0.688733795,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.58212963,0.679673689,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.532893519,0.64094726,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.508634259,0.642659841,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.463217593,0.638903212,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.11760101,0.643890288,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.042337963,0.654316441,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.070277778,0.668790513,0.066037736,1,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.5,0.078518519,0.668790513,0.273584906,1,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.541666667,0.191712963,0.693540071,0.226415094,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.583333333,0.182013889,0.693595315,0.150943396,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.625,0.515578704,0.680557602,0.358490566,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.666666667,0.550069444,0.689230996,0.08490566,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.708333333,0.58412037,0.676248527,0.188679245,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.75,0.563009259,0.699672216,0.103773585,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.791666667,0.566203704,0.679397466,0.066037736,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.833333333,0.50912037,0.689010018,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.328444444,0.692706381,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.237453704,0.688623306,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.18025463,0.683706541,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.121180556,0.679065999,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.118634259,0.672160431,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.919236111,0.679507955,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.773564815,0.692766647,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.667407408,0.702434443,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.596782408,0.702434443,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.566388889,0.694700207,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.532291667,0.681828226,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.523287037,0.66851429,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.43469697,0.665706862,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.225509259,0.669674426,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.458333333,0.144027778,0.681717737,0.226415094,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.5,0.092777778,0.691772245,0.188679245,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.541666667,0.065092593,0.717405716,0.20754717,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.583333333,0.087175926,0.732045522,0.188679245,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.625,0.130505051,0.732301656,0.169811321,1,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.666666667,0.470115741,0.729504273,0.132075472,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.708333333,0.561944444,0.739061579,0.141509434,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.75,0.571689815,0.721770036,0.103773585,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.791666667,0.591439394,0.715246157,0.103773585,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.833333333,0.559675926,0.712986152,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.477152778,0.703097378,0.283018868,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.278958333,0.690280643,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.186643519,0.692214202,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.176843434,0.696563455,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.141736111,0.703373601,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.084953704,0.70094284,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.117592593,0.712378462,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.639675926,0.7150302,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.575949074,0.713428109,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.542106481,0.708677077,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.57099537,0.693982027,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.568310185,0.678624043,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.515,0.670166604,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.461550926,0.684203742,0.103773585,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.458333333,0.336759259,0.680447113,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.5,0.207361111,0.669784915,0.094339623,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.541666667,0.162731481,0.684203742,0.245283019,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.583333333,0.148078704,0.714422511,0.283018868,1,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.625,0.175648148,0.739172069,0.396226415,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.666666667,0.459189815,0.724863731,0.320754717,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.708333333,0.592037037,0.744917502,0.386792453,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.75,0.583078704,0.741989541,0.367924528,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.791666667,0.568634259,0.708290366,0.471698113,0,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.833333333,0.556712963,0.700556129,0.367924528,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.524282408,0.710002947,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.438935185,0.671276517,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.254189815,0.653101061,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.154351852,0.642991309,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.082337963,0.627909547,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.052824074,0.671497496,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.337546296,0.696412787,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.496967593,0.700224661,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.842615741,0.705141426,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.61400463,0.703428845,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.515509259,0.690280643,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.534416667,0.678712434,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.505046296,0.672436653,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.497083333,0.668735268,0.226415094,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.458333333,0.426087963,0.649233942,0.141509434,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.5,0.233634259,0.654261197,0.028301887,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.541666667,0.163148148,0.679342222,0.198113208,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.583333333,0.111851852,0.672270919,0.254716981,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.625,0.20150463,0.678182086,0.160377358,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.666666667,0.523009259,0.765855186,0.103773585,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.708333333,0.71037037,0.805410283,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.75,0.616342593,0.770109016,0.188679245,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.791666667,0.573657408,0.747679729,0.160377358,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.833333333,0.583083333,0.676657337,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.551990741,0.694921185,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.532453704,0.659896141,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.353703704,0.650670301,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.188726852,0.653874484,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.136921296,0.667575133,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.110808081,0.676313816,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.087731481,0.680612847,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.078796296,0.678237331,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.048935185,0.689065263,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.53712963,0.688015616,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.605787037,0.696965233,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.561574074,0.685916323,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.544976852,0.66608353,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.416666667,0.556574074,0.650891279,0.066037736,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.458333333,0.508657408,0.647245138,0.179245283,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.5,0.322893519,0.646140248,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.541666667,0.164166667,0.64531158,0.29245283,0,1,4,0.271969697,0.312130527,0.144942741,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.043473944
0.583333333,0.130138889,0.671166029,0.358490566,1,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.625,0.089930556,0.663376547,0.330188679,0,1,1,0.120454545,0.312130527,0.058507556,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.019254477
0.666666667,0.275138889,0.672105186,0.367924528,1,1,5,0.077272727,0.312130527,0.036608822,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.012351928
0.708333333,0.938842593,0.725581909,0.103773585,1,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.75,0.677407408,0.74138185,0.141509434,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.791666667,0.59729798,0.717777362,0.132075472,0,1,2,0.314393939,0.312130527,0.172240048,0.985981308,0.050602979,0.949397021,0.276214197,0.159848485,0.050255395
0.833333333,0.589953704,0.689507219,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.875,0.562569444,0.68685548,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.916666667,0.558842593,0.659012227,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.958333333,0.514722222,0.656365511,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
1,0.266736111,0.653543017,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.041666667,0.142222222,0.662713613,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.083333333,0.105833333,0.680668091,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.125,0.096186869,0.649254031,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.166666667,0.084027778,0.65260386,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.208333333,0.069768519,0.641168238,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.25,0.686342593,0.674756924,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.291666667,0.683009259,0.703815557,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.333333333,0.585949074,0.699064526,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
0.375,0.553472222,0.667133176,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.276214197,0,0
