hour,dif_tide_height,water_temp,tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.708333333,0.021276596,0.623766205,0.62142538,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.75,0.029787234,0.621722157,0.606344951,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.791666667,0.042553191,0.614043165,0.548314173,0,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.833333333,0.055319149,0.594541838,0.44984361,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.05106383,0.588299205,0.350312779,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.029787234,0.588409694,0.277256479,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.012765957,0.605425015,0.244749777,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.021276596,0.600397761,0.254803396,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.042553191,0.599403359,0.299773656,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.042553191,0.60233132,0.366510277,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.029787234,0.606750884,0.436773905,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.042553191,0.6035467,0.509941912,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.017021277,0.599679582,0.552502234,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.017021277,0.60487257,0.56769437,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.042553191,0.602607543,0.521336014,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.046808511,0.593602682,0.457551385,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.072340426,0.59807749,0.3506479,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.042553191,0.601834119,0.248659517,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.458333333,0.012765957,0.601778875,0.192470956,1,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.5,0.008510638,0.605314526,0.175044683,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.541666667,0.038297872,0.634594137,0.221961573,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.583333333,0.05106383,0.65199617,0.302613941,1,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.625,0.072340426,0.64520109,0.409294013,1,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.666666667,0.068085106,0.64520109,0.521336014,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.708333333,0.055319149,0.65625,0.620420018,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.75,0.021276596,0.655587066,0.67727882,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.791666667,0.017021277,0.625975987,0.675714924,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.833333333,0.05106383,0.620893488,0.606456658,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.080851064,0.609015911,0.490951743,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.080851064,0.625257808,0.357685433,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.05106383,0.617081615,0.250446828,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.025531915,0.622164113,0.193811439,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.021276596,0.625202563,0.194732563,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.042553191,0.637466853,0.243856122,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.072340426,0.635201827,0.334673816,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.055319149,0.64094726,0.438561215,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.042553191,0.644206688,0.530831099,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.029787234,0.640173837,0.596514745,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.017021277,0.625699764,0.612042002,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.029787234,0.627191367,0.568029491,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.076595745,0.623545227,0.472966935,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.059574468,0.632881556,0.346514745,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.458333333,0.072340426,0.629566883,0.232573727,1,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.5,0.025531915,0.631942399,0.157577254,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.541666667,0.017021277,0.627301856,0.135612154,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.583333333,0.046808511,0.670392605,0.187890974,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.625,0.063829787,0.758452416,0.286193029,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.666666667,0.080851064,0.749558044,0.408512064,1,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.708333333,0.085106383,0.743425899,0.556858802,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.75,0.05106383,0.705141426,0.672922252,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.791666667,0.017021277,0.671442251,0.729334227,0,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.833333333,0.025531915,0.628130525,0.729781054,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.076595745,0.589348851,0.637734584,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.10212766,0.583713907,0.483802502,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.085106383,0.586144667,0.320487042,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.076595745,0.597138333,0.192582663,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.017021277,0.620404787,0.130675076,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.038297872,0.639510902,0.163092046,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.05106383,0.667936734,0.244191242,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.068085106,0.693429582,0.355116175,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.068085106,0.702158221,0.475983021,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.029787234,0.683651297,0.573838249,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.029787234,0.64348851,0.634271671,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.017021277,0.613822187,0.656277927,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.046808511,0.590288009,0.602993745,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.076595745,0.593381703,0.490058088,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.458333333,0.093617021,0.591337655,0.3506479,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.5,0.072340426,0.613822187,0.206992851,1,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.541666667,0.038297872,0.630947997,0.11282395,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.583333333,0.021276596,0.634428403,0.099865952,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.625,0.076595745,0.651609458,0.169235925,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.666666667,0.076595745,0.667464643,0.295911528,0,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.708333333,0.085106383,0.671884208,0.442470956,1,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.75,0.09787234,0.656360489,0.60158271,1,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.791666667,0.046808511,0.649123454,0.729781054,0,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.833333333,0.029787234,0.630008839,0.793453977,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.046808511,0.601834119,0.771782842,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.106382979,0.6030495,0.630979258,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.10212766,0.59807749,0.458556747,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.106382979,0.596033441,0.273011617,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.059574468,0.608242487,0.131993583,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.021276596,0.598408957,0.087466488,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.042553191,0.586973336,0.119302949,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.089361702,0.600618739,0.22743521,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.080851064,0.607579552,0.387287757,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.076595745,0.606474661,0.510277033,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.05106383,0.611170448,0.612488829,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.029787234,0.614153654,0.689008043,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.038297872,0.596972599,0.670911528,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.063829787,0.590177519,0.59238159,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.458333333,0.093617021,0.5974698,0.457216265,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.5,0.10212766,0.591227166,0.29010277,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.541666667,0.072340426,0.586862846,0.146671135,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.583333333,0.025531915,0.610838981,0.0762958,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.625,0.029787234,0.631831909,0.080093834,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.666666667,0.063829787,0.637466853,0.171134942,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.708333333,0.10212766,0.638240277,0.319146559,1,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.75,0.089361702,0.638185033,0.484025916,1,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.791666667,0.085106383,0.618186506,0.657730116,0,1,1,0.142172524,0.296051076,0.065159639,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.023960385
0.833333333,0.046808511,0.619954332,0.768096515,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.012765957,0.600287272,0.823168007,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.063829787,0.594597083,0.761952636,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.110638298,0.602607543,0.594280608,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.119148936,0.595978197,0.39220286,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.127659574,0.586476135,0.210225025,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.05106383,0.591503389,0.068811439,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.034042553,0.582553772,0.059316354,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.068085106,0.58702858,0.136729223,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.085106383,0.598187979,0.272811721,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.085106383,0.599624337,0.416666667,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.076595745,0.595094284,0.545352994,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.05106383,0.601171184,0.65795353,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.025531915,0.601668385,0.713695263,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.038297872,0.580067767,0.692806077,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.458333333,0.09787234,0.591669122,0.580652368,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.5,0.10212766,0.593381703,0.40650134,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.541666667,0.089361702,0.587249558,0.243521001,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.583333333,0.059574468,0.612330584,0.096067918,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.625,0.017021277,0.643267531,0.043789097,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.666666667,0.063829787,0.660724809,0.095509383,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.708333333,0.093617021,0.640455081,0.221961573,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.75,0.123404255,0.653763996,0.39756479,0,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.791666667,0.10212766,0.671994697,0.588025022,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.833333333,0.072340426,0.635920006,0.722743521,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.042553191,0.611004715,0.809651475,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.029787234,0.589625074,0.801161751,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.076595745,0.597525044,0.703641644,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.119148936,0.600563495,0.531724754,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.119148936,0.595480996,0.331198084,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.089361702,0.589956541,0.143878463,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.038297872,0.596199175,0.048927614,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.042553191,0.578023719,0.061885612,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.10212766,0.587802004,0.153485255,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.089361702,0.592884502,0.327077748,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.080851064,0.595867708,0.482126899,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.068085106,0.590288009,0.611706881,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.042553191,0.603325722,0.702524576,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.042553191,0.595701974,0.717940125,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.458333333,0.055319149,0.589569829,0.653932082,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.5,0.106382979,0.598795669,0.514298481,1,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.541666667,0.10212766,0.596585887,0.337243074,1,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.583333333,0.085106383,0.622385091,0.169682752,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.625,0.038297872,0.687352681,0.06624218,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.666666667,0.021276596,0.653763996,0.052725648,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.708333333,0.080851064,0.665310106,0.13181412,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.75,0.093617021,0.668182823,0.289544236,1,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.791666667,0.10212766,0.675033147,0.455205541,0,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.833333333,0.09787234,0.664094726,0.625335121,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.055319149,0.631058486,0.756997773,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.025531915,0.6152033,0.810210009,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.05106383,0.600618739,0.759383378,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.10212766,0.602276076,0.63181412,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.136170213,0.59868518,0.428767635,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.093617021,0.597746023,0.215370867,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.068085106,0.591337655,0.076184093,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.021276596,0.592553035,0.027368186,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.05106383,0.592000589,0.086461126,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.10212766,0.601944608,0.221626452,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.089361702,0.604651591,0.382484361,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.072340426,0.608794932,0.524240393,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.042553191,0.605314526,0.632037534,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.025531915,0.616694903,0.682752458,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.458333333,0.038297872,0.596585887,0.677055407,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.5,0.076595745,0.599955805,0.589030384,1,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.541666667,0.09787234,0.6030495,0.440460232,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.583333333,0.09787234,0.59807749,0.278261841,1,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.625,0.055319149,0.62929066,0.132707775,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.666666667,0.029787234,0.694810695,0.058199285,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.708333333,0.042553191,0.675349548,0.079647006,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.75,0.080851064,0.640394815,0.196939231,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.791666667,0.106382979,0.646195492,0.364722967,0,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.833333333,0.093617021,0.677574396,0.533735478,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.085106383,0.680447113,0.680965147,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.034042553,0.637522098,0.771671135,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.029787234,0.61216485,0.776027703,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.068085106,0.606640395,0.690348525,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.119148936,0.611336182,0.533369226,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.123404255,0.608739688,0.336907954,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.072340426,0.614319388,0.158735478,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.029787234,0.628461992,0.062555853,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.029787234,0.61338023,0.063784629,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.068085106,0.605369771,0.15292672,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.10212766,0.609236889,0.30227882,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.068085106,0.6096236,0.451519214,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.076595745,0.611336182,0.566130474,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.034042553,0.62371096,0.663092046,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.458333333,0.008510638,0.620783,0.692135836,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.5,0.046808511,0.607192841,0.645442359,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.541666667,0.072340426,0.613104007,0.528373548,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.583333333,0.093617021,0.611943871,0.376757914,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.625,0.089361702,0.616860637,0.224084004,0,1,7,0.119009585,0.296051076,0.053757457,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.020056727
0.666666667,0.042553191,0.69790439,0.135612154,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.708333333,0.021276596,0.702047731,0.104110813,0,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.75,0.068085106,0.66972967,0.16476765,1,1,6,0.07028754,0.296051076,0.030814979,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.011845584
0.791666667,0.085106383,0.657410136,0.294459339,1,1,4,0.091853035,0.296051076,0.04080107,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.015480024
0.833333333,0.076595745,0.679065999,0.44593387,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.875,0.09787234,0.690059665,0.608020554,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.916666667,0.05106383,0.657741603,0.718610367,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.958333333,0.017021277,0.641057749,0.780719392,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
1,0.055319149,0.615921479,0.738829312,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.041666667,0.093617021,0.618683707,0.617643827,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.083333333,0.09787234,0.61895993,0.438114388,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.125,0.09787234,0.611778138,0.260277033,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.166666667,0.05106383,0.625368297,0.127680965,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.208333333,0.025531915,0.623545227,0.086572833,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.25,0.05106383,0.612551562,0.13214924,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.291666667,0.076595745,0.616639659,0.253798034,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.333333333,0.080851064,0.620893488,0.403261841,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.375,0.05106383,0.625699764,0.526027703,0,0,0,0,0,0,0,0,0.949397021,0.259277709,0,0
0.416666667,0.063829787,0.626141721,0.621983914,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.458333333,0.021276596,0.635312316,0.684651475,1,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
0.5,0.029787234,0.625755009,0.665884718,0,1,3,0.145367412,0.296051076,0.066758583,0.985981308,0.050602979,0.949397021,0.259277709,0.168530351,0.024498821
