hour,wave_height,current_dir,wind_dir,dif_tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(drifting),p(pred|drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.708333333,0.114956012,0.458842593,0.5775,0.076595745,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.75,0.092668622,0.516273148,0.609166667,0.089361702,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.791666667,0.08914956,0.521875,0.556944444,0.063829787,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.833333333,0.065689149,0.526489899,0.464166667,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.079818715,0.477444444,0.603888889,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.163636364,0.297337963,0.379722222,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.195627832,0.144083333,0.350555556,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.283870968,0.107916667,0.440555556,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.24457478,0.097337963,0.413888889,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.213489736,0.053148148,0.329444444,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.182404692,0.497337963,0.316388889,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.153665689,0.093287037,0.343888889,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.147214077,0.898449074,0.409166667,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.170087977,0.813865741,0.398055556,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.166568915,0.588865741,0.414722222,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.173020528,0.555972222,0.457777778,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.176539589,0.519606481,0.458888889,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.189442816,0.483310185,0.451111111,0.063829787,0,1,7,0.181818182,0.221092457,0.059334941,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.041030627
0.458333333,0.283284458,0.251365741,0.470555556,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.5,0.348387097,0.1225,0.471111111,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.541666667,0.390615836,0.063287037,0.477777778,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.583333333,0.391415623,0.038232323,0.511666667,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.625,0.396480938,0.175,0.535833333,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.666666667,0.324233538,0.013388889,0.553611111,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.708333333,0.390615836,0.192083333,0.524166667,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.75,0.350466542,0.50959596,0.560833333,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.791666667,0.430445215,0.555454546,0.561666667,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.44457478,0.548217593,0.550555556,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.493841643,0.477384259,0.51,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.521940816,0.395050505,0.513055556,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.590029325,0.182939815,0.505277778,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.613436417,0.11239899,0.521666667,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.515542522,0.079621212,0.538055556,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.508504399,0.075025253,0.546111111,0.021276596,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.5771261,0.064513889,0.517777778,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.440682485,0.015722222,0.540833333,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.485470541,0.140227273,0.534444444,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.483870968,0.265092593,0.596944444,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.475073314,0.531273148,0.603333333,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.397174087,0.542045454,0.560555556,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.465102639,0.555231481,0.541944444,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.501466276,0.495300926,0.517222222,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.497360704,0.361481481,0.543611111,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.5,0.56864836,0.175328283,0.546944444,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.541666667,0.632258064,0.109189815,0.513611111,0.046808511,1,1,12,0.010695187,0.221092457,0.003059255,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.002413566
0.583333333,0.552492669,0.084328704,0.491111111,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.625,0.474486804,0.068981481,0.505555556,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.666666667,0.392055452,0.073762626,0.536388889,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.708333333,0.329618768,0.341157408,0.57,0.10212766,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.75,0.306318315,0.713661616,0.4775,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.791666667,0.263343109,0.502037037,0.538888889,0.072340426,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.833333333,0.25961077,0.526186869,0.518611111,0.042553191,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.875,0.24457478,0.521921296,0.493888889,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.241055719,0.467121212,0.523888889,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.283870968,0.290069444,0.473888889,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.337030125,0.159974747,0.445,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.35601173,0.117268519,0.495,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.347331378,0.087527778,0.502222222,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.337829912,0.060324074,0.566111111,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.316555585,0.044090909,0.502222222,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.323593708,0.552171717,0.482222222,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.281524927,0.707800926,0.489166667,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.282004799,0.644166667,0.536388889,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.248733671,0.536616162,0.476666667,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.24398827,0.532337963,0.486388889,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.247390029,0.509111111,0.536111111,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.248680352,0.446041667,0.514444444,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.5,0.282111437,0.287037037,0.542222222,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.541666667,0.315542522,0.182060185,0.576666667,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.583333333,0.308621701,0.128388889,0.652222222,0.063829787,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.625,0.327432685,0.098156566,0.648333333,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.666666667,0.288403092,0.091868687,0.606666667,0.05106383,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.708333333,0.22627566,0.172438272,0.5275,0.072340426,0,1,2,0.038502674,0.221092457,0.011238859,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.008688839
0.75,0.251612903,0.777384259,0.5525,0.089361702,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.791666667,0.212199414,0.613527778,0.531388889,0.106382979,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.176432951,0.540959596,0.49,0.055319149,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.875,0.174513463,0.553661616,0.5375,0.021276596,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.143801653,0.513005051,0.472777778,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.139962676,0.510681818,0.401111111,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.163636364,0.253257576,0.473333333,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.207038123,0.131875,0.472777778,0.123404255,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.258260019,0.091049383,0.480277778,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.28914956,0.067662037,0.514722222,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.394134897,0.044398148,0.547777778,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.521016618,0.454290123,0.534722222,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.540175953,0.589143519,0.548333333,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.584644095,0.749292929,0.5325,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.554956012,0.600416667,0.554444444,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.575366569,0.561342593,0.543055556,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.699813383,0.538207071,0.564444444,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.720821115,0.545277778,0.535555556,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.5,0.69540567,0.390617284,0.543888889,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.541666667,0.780645162,0.177152778,0.5725,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.583333333,0.744281525,0.119027778,0.529166667,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.625,0.729618769,0.090833333,0.5375,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.666666667,0.705571848,0.0671875,0.552777778,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.708333333,0.626979472,0.041805556,0.560555556,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.75,0.601407625,0.791861111,0.540277778,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.791666667,0.380410557,0.892314815,0.544166667,0.09787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.450791789,0.600444444,0.547222222,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.44516129,0.562138889,0.540555556,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.519648094,0.527222222,0.570833333,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.529032258,0.512337963,0.561388889,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.607820137,0.383641975,0.577777778,0.09787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.713782992,0.174074074,0.574166667,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.848893629,0.109267677,0.583611111,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.929227762,0.082283951,0.707777778,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.826392962,0.050902778,0.7325,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.684457478,0.028950617,0.791111111,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.582404692,0.304,0.759444444,0.09787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.475659824,0.593449074,0.429444444,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.462253875,0.620992064,0.563611111,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.35238603,0.596717172,0.546666667,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.300488758,0.559012346,0.575277778,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.299280192,0.508207071,0.5675,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.5,0.315915756,0.501186869,0.566111111,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.541666667,0.370674487,0.384791667,0.528333333,0.114893617,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.583333333,0.424046921,0.157673611,0.545833333,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.625,0.424046921,0.112449495,0.556666667,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.666666667,0.446920821,0.084236111,0.559722222,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.708333333,0.433644362,0.067929293,0.552222222,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.75,0.391671554,0.064055556,0.572222222,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.791666667,0.389638319,0.503765432,0.562222222,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.327432685,0.595555556,0.590277778,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.3028348,0.534351852,0.596666667,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.314565005,0.551851852,0.578888889,0.021276596,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.303758998,0.51530303,0.588333333,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.298240469,0.485625,0.593611111,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.317067449,0.341555556,0.647777778,0.123404255,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.358357772,0.14537037,0.546111111,0.114893617,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.374780059,0.085861111,0.518888889,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.321407625,0.060601852,0.4725,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.297360704,0.060515873,0.459166667,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.26744868,0.033310185,0.49,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.257771261,0.496458333,0.475,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.183343109,0.695444444,0.506666667,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.194916911,0.577345679,0.487777778,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.167155425,0.545277778,0.554166667,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.15026393,0.536194444,0.657222222,0.034042553,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.5,0.162630918,0.530714286,0.688055556,0.05106383,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.541666667,0.155318582,0.489974748,0.709444444,0.076595745,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.583333333,0.16464181,0.312936508,0.753888889,0.10212766,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.625,0.178992269,0.146666667,0.738055556,0.059574468,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.666666667,0.193799749,0.122539683,0.694722222,0.068085106,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.708333333,0.182831245,0.125984848,0.745555556,0.038297872,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.75,0.169669041,0.144166667,0.727222222,0.059574468,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.791666667,0.150342131,0.281018519,0.807222222,0.080851064,0,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.833333333,0.124606772,0.586818182,0.683333333,0.080851064,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.875,0.116715542,0.563055556,0.631388889,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.122815249,0.557805556,0.573055556,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.106451613,0.539513889,0.360555556,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.101298701,0.525595238,0.213333333,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.098533724,0.467569444,0.400833333,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.115151515,0.244753086,0.431666667,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.131964809,0.102222222,0.456111111,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.137047898,0.072098765,0.552222222,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.15026393,0.066416667,0.603888889,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.151906158,0.060833333,0.45,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.129085577,0.128535354,0.535833333,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.126881721,0.773888889,0.479722222,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.104985338,0.598611111,0.590833333,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.100933085,0.542121212,0.625277778,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.108211144,0.540590278,0.642777778,0.055319149,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.5,0.119648094,0.514375,0.666666667,0.055319149,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.541666667,0.122189638,0.508580247,0.629166667,0.063829787,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.583333333,0.13431085,0.457731481,0.646111111,0.080851064,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.625,0.163636364,0.20979798,0.648611111,0.089361702,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.666666667,0.162463343,0.125555556,0.577777778,0.046808511,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.708333333,0.172082111,0.10275,0.668055556,0.017021277,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.75,0.166451613,0.12,0.660555556,0.042553191,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.791666667,0.165747801,0.170111111,0.602222222,0.068085106,0,1,2,0.038502674,0.221092457,0.011238859,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.008688839
0.833333333,0.162630918,0.51265873,0.531666667,0.085106383,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.875,0.102052786,0.577847222,0.625833333,0.09787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.069501466,0.548293651,0.475277778,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.074956012,0.560888889,0.469722222,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.089032258,0.522138889,0.500833333,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.08340176,0.509666667,0.445833333,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.085630499,0.375740741,0.475555556,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.112609971,0.151736111,0.498055556,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.142521994,0.088888889,0.449166667,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.172082111,0.062611111,0.382777778,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.196187683,0.053125,0.423888889,0.021276596,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.194134897,0.048611111,0.472777778,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.189869368,0.36979798,0.4825,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.156598241,0.819166667,0.476111111,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.184750733,0.64712963,0.502222222,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.155190616,0.539555556,0.487777778,0.089361702,0,1,7,0.181818182,0.221092457,0.059334941,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.041030627
0.5,0.135483871,0.537746914,0.505555556,0.076595745,0,1,7,0.181818182,0.221092457,0.059334941,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.041030627
0.541666667,0.121407625,0.509537037,0.568333333,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.583333333,0.15483871,0.491979167,0.620833333,0.072340426,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.625,0.203519062,0.377361111,0.571944444,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.666666667,0.26568915,0.166736111,0.593611111,0.076595745,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.708333333,0.370087976,0.119583333,0.611111111,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.75,0.431964809,0.1009375,0.006388889,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.791666667,0.278592375,0.091388889,0.230277778,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.28856305,0.292013889,0.426666667,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.302387935,0.758968254,0.436111111,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.249853372,0.634513889,0.362222222,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.184750733,0.543703704,0.580833333,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.207875995,0.55265873,0.500277778,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.214076247,0.515740741,0.6825,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.174193548,0.504722222,0.188888889,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.14111437,0.31375,0.433055556,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.157603686,0.154880952,0.604722222,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.19882698,0.104537037,0.525555556,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.234897361,0.051031746,0.473888889,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.404105572,0.025925926,0.546944444,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.44281525,0.043425926,0.498055556,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.476832845,0.073923611,0.479444444,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.436363636,0.350694444,0.492222222,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.363831867,0.416265432,0.522777778,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
