hour,wave_height,current_dir,wind_dir,dif_tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(drifting),p(pred|drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.041666667,0.08797654,0.071736111,0.984166667,0.008510638,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.086217009,0.275578704,0.979722222,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.093894961,0.963838384,0.360833333,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.093841642,0.572337963,0.406666667,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.076619568,0.690833333,0.498055556,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.086217009,0.569050926,0.416944444,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.095014663,0.581064815,0,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.102639296,0.577407408,0.055555556,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.095601173,0.513611111,0,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.107917888,0.478611111,0.645555556,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.097360704,0.262523148,0.690833333,0.080851064,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.5,0.104985338,0.146157407,0.81,0.042553191,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.541666667,0.109677419,0.102662037,0.742222222,0.017021277,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.583333333,0.11143695,0.122337963,0.711388889,0.021276596,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.625,0.122580645,0.307453704,0.7125,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.666666667,0.130791789,0.563333333,0.8,0.076595745,0,1,6,0.071657754,0.221092457,0.021440279,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.016170894
0.708333333,0.144281525,0.594791667,0.846944444,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.75,0.1542522,0.566111111,0.909166667,0.059574468,0,1,6,0.071657754,0.221092457,0.021440279,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.016170894
0.791666667,0.145454546,0.581875,0.968055556,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.115542522,0.548425926,0.023611111,0.021276596,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.093255132,0.521458333,0.026388889,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.104985338,0.417824074,0.061666667,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.095014663,0.175138889,0.141944444,0.09787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.094428153,0.095462963,0.078611111,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.108504399,0.059236111,0.388888889,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.109677419,0.03275463,0.573333333,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.101466276,0.091365741,0,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.116715542,0.825393519,0,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.102052786,0.797986111,0,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.095601173,0.663078704,0,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.102052786,0.570416667,0.165,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.106158358,0.557986111,0,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.092082111,0.544305556,0.149166667,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.094428153,0.519050926,0,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.092082111,0.393796296,0.627777778,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.5,0.100879765,0.153263889,0.69,0.089361702,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.541666667,0.08973607,0.098101852,0.671944444,0.042553191,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.583333333,0.077419355,0.050648148,0.703333333,0,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.625,0.083870968,0.573240741,0.686388889,0.05106383,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.666666667,0.086217009,0.880925926,0.800277778,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.708333333,0.078592376,0.758125,0.836944444,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.75,0.082111437,0.606064815,0.924722222,0.10212766,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.791666667,0.06627566,0.58212963,0.985833333,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.042815249,0.563101852,0.018055556,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.029912023,0.539583333,0.029722222,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.024633431,0.530925926,0.135277778,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.028152493,0.344907408,0,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.033431085,0.122337963,0,0.131914894,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.039882698,0.078726852,0.465833333,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.039882698,0.051666667,0.491666667,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.040469208,0.042013889,0.435,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.04340176,0.494398148,0,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.036363637,0.935115741,0.216944444,0.09787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.033431085,0.664699074,0.220833333,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.042815249,0.643263889,0,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.046334311,0.573958333,0,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.025806452,0.54599537,0.114444444,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.039296187,0.544768519,0,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.035777126,0.496805556,0.625,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.5,0.051026393,0.263587963,0.642777778,0.10212766,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.541666667,0.047507331,0.110810185,0.673611111,0.076595745,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.583333333,0.061583578,0.062060185,0.696666667,0.034042553,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.625,0.050439883,0.035162037,0.675555556,0.042553191,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.666666667,0.061583578,0.028032407,0.725555556,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.708333333,0.06686217,0.733796296,0.765555556,0.10212766,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.75,0.045267929,0.639924243,0.836944444,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.791666667,0.045747801,0.574768519,0.891111111,0.10212766,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.035190616,0.57474537,0.976666667,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.0228739,0.547430556,0.973055556,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.012316716,0.552893519,0.018055556,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.013489736,0.481527778,0.107222222,0.10212766,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.014662756,0.224305556,0,0.136170213,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.016422287,0.099675926,0,0.131914894,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.02228739,0.058564815,0.391111111,0.076595745,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.02228739,0.040949074,0,0.008510638,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.024633431,0.3425,0,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.032844575,0.93900463,0.451388889,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.036950147,0.770115741,0.439722222,0.119148936,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.048680352,0.643564815,0.258055556,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.034017595,0.596782408,0,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.039296187,0.549861111,0.315833333,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.041055718,0.54974537,0.560555556,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.062170088,0.538148148,0.648888889,0.089361702,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.5,0.072140762,0.428564815,0.684166667,0.119148936,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.541666667,0.078592376,0.168402778,0.662222222,0.09787234,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.583333333,0.076246334,0.087175926,0.705277778,0.076595745,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.625,0.09032258,0.049976852,0.783333333,0.017021277,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.666666667,0.101466276,0.038773148,0.846666667,0.046808511,1,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.708333333,0.104398827,0.022037037,0.793611111,0.089361702,1,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.75,0.077419355,0.364467593,0.847777778,0.10212766,0,1,6,0.071657754,0.221092457,0.021440279,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.016170894
0.791666667,0.059237537,0.593125,0.959722222,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.053372434,0.568310185,0.993611111,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.045161291,0.561990741,0.063888889,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.037536657,0.559444444,0.086666667,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.033111171,0.524242424,0.111111111,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.033431085,0.377638889,0.078333333,0.119148936,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.038709677,0.176666667,0,0.140425532,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.04457478,0.076203704,0.442222222,0.127659574,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.04398827,0.049305556,0,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.041642229,0.031342593,0,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.050439883,0.74162037,0.134444444,0.068085106,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.059344175,0.929772727,0,0.106382979,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.08973607,0.694791667,0,0.119148936,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.086803519,0.618194444,0.459722222,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.05422554,0.57530303,0,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.069794722,0.55025463,0,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.059824047,0.549768519,0.616388889,0.059574468,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.5,0.052199414,0.511689815,0.627777778,0.10212766,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.541666667,0.058651026,0.342453704,0.695833333,0.123404255,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.583333333,0.08739003,0.128680556,0.749444444,0.09787234,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.625,0.097360704,0.085902778,0.753611111,0.068085106,1,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.666666667,0.102639296,0.062476852,0.813888889,0.004255319,1,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.708333333,0.109677419,0.046689815,0.895833333,0.063829787,1,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.75,0.117302053,0.335856481,0.880555556,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.791666667,0.096187684,0.679722222,0.961111111,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.075073314,0.586342593,0.990555556,0.09787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.059824047,0.563194444,0.008333333,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.051612903,0.553865741,0.989444444,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.041055718,0.538726852,0.052777778,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.039882698,0.516805556,0.065555556,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.039882698,0.313402778,0.121666667,0.140425532,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.049266862,0.124027778,0,0.119148936,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.056891495,0.068819444,0.123888889,0.093617021,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.060997068,0.052523148,0,0.021276596,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.06627566,0.181365741,0.161944444,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.073313783,0.96650463,0,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.103812317,0.835208333,0.498333333,0.10212766,1,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.099706745,0.668101852,0,0.106382979,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.055249267,0.592861111,0.141388889,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.059824047,0.556481481,0.152222222,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.063183151,0.551767677,0.051111111,0.017021277,0,1,9,0.069518717,0.221092457,0.020766738,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.015688181
0.5,0.063343109,0.527314815,0.988888889,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.541666667,0.068035191,0.49462963,0.964722222,0.10212766,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.583333333,0.074486803,0.228055556,0.801944444,0.127659574,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.625,0.06686217,0.107939815,0.855277778,0.106382979,1,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.666666667,0.082697947,0.07287037,0.861666667,0.021276596,0,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.708333333,0.085043988,0.05162037,0.953888889,0.029787234,0,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.75,0.118475073,0.041851852,0.9025,0.085106383,0,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.791666667,0.135483871,0.657384259,0.946666667,0.110638298,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.833333333,0.113782991,0.608981481,0.976111111,0.09787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.064516129,0.583032408,0.060555556,0.089361702,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.041642229,0.556087963,0.05,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.041055718,0.555115741,0.066111111,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.02111437,0.527731481,0.100555556,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.205865103,0.552523148,0.532777778,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.211143695,0.55724537,0.501944444,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.253372434,0.418981481,0.466666667,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.262170088,0.198796296,0.458333333,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.25961077,0.123686869,0.438055556,0.072340426,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.307331379,0.088773148,0.440833333,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.309090909,0.072638889,0.438055556,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.285630498,0.066018519,0.454166667,0.017021277,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.275073314,0.041435185,0.477222222,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.234017595,0.193055556,0.521666667,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.223460411,0.744583333,0.619722222,0.085106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.5,0.194721408,0.526828704,0.604444444,0.038297872,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.541666667,0.157184751,0.531666667,0.659722222,0.034042553,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.583333333,0.158357771,0.538171296,0.755277778,0.038297872,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.625,0.159530792,0.486898148,0.686111111,0.042553191,0,1,10,0.098395722,0.221092457,0.030046855,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.02220481
0.666666667,0.152492669,0.413402778,0.693888889,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.708333333,0.150146627,0.301041667,0.803333333,0.080851064,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.75,0.181231672,0.187430556,0.834722222,0.063829787,0,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.791666667,0.171847508,0.145694444,0.845277778,0.059574468,0,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.833333333,0.170674487,0.114305556,0.918055556,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.158357771,0.089282407,0.998888889,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.144281525,0.407175926,0.995,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.131964809,0.711851852,0.063888889,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.137829912,0.579050926,0.188055556,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.150733138,0.55162037,0.132222222,0.012765957,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.131378299,0.560740741,0.488611111,0.008510638,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.117302053,0.549976852,0.506666667,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.127272727,0.463078704,0.818055556,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.139002933,0.308518519,0.890277778,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.167155425,0.156805556,0.645555556,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.172434018,0.090439815,0.472777778,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.141348973,0.082847222,0,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.119648094,0.073263889,0.037222222,0.029787234,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.109090909,0.055300926,0.674444444,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.106744868,0.57287037,0.618333333,0.059574468,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.5,0.112023461,0.352037037,0.672777778,0.080851064,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.541666667,0.094428153,0.522314815,0.695277778,0.046808511,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.583333333,0.101466276,0.494375,0.7275,0.038297872,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.625,0.128445748,0.514143519,0.752777778,0.021276596,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.666666667,0.123753665,0.493819444,0.7525,0.029787234,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
0.708333333,0.112023461,0.458842593,0.830833333,0.072340426,0,1,6,0.071657754,0.221092457,0.021440279,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.016170894
0.75,0.119648094,0.360717593,0.803055556,0.05106383,0,1,6,0.071657754,0.221092457,0.021440279,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.016170894
0.791666667,0.100879765,0.21625,0.807222222,0.05106383,0,1,3,0.090909091,0.221092457,0.027601476,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.020515314
0.833333333,0.085043988,0.153194444,0.04,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.875,0.06744868,0.123009259,0.851944444,0.034042553,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.916666667,0.080351906,0.087037037,0.868611111,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.958333333,0.069794722,0.623518519,0.929722222,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
1,0.052785924,0.766226852,0.059722222,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.041666667,0.050439883,0.622407408,0.164722222,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.083333333,0.039882698,0.558726852,0.164722222,0.055319149,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.125,0.033431085,0.549143519,0.458611111,0.038297872,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.166666667,0.036950147,0.563171296,0.57,0.025531915,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.208333333,0.048680352,0.519930556,0.458888889,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.25,0.081524926,0.322361111,0.715555556,0.05106383,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.291666667,0.062756598,0.173819444,0,0.059574468,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.333333333,0.073420421,0.114040404,0.056666667,0.042553191,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.375,0.072727273,0.084768519,0.718611111,0.063829787,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.416666667,0.082697947,0.077685185,0.623333333,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.458333333,0.075073314,0.070208333,0.734166667,0.076595745,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.5,0.070967742,0.063541667,0.735,0.072340426,0,1,5,0.190374332,0.221092457,0.062567951,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.04296148
0.541666667,0.072140762,0.415509259,0.735,0.046808511,0,0,0,0,0,0,0,0,0.949397021,0.180323786,0,0
0.583333333,0.070381232,0.536273148,0.712222222,0.089361702,0,1,1,0.129411765,0.221092457,0.040485591,0.985981308,0.050602979,0.949397021,0.180323786,0.225668449,0.029204152
