hour,tide_variation,current_speed,tide_height,wind_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.833333333,0.159940209,0.129936306,0.633489723,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.875,0.162929746,0.08977145,0.545911528,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.403587444,0.147804762,0.440013405,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.226457399,0.17294867,0.346514745,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.056801196,0.173548145,0.293622484,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.092675635,0.201798426,0.298345273,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.081464873,0.195953541,0.346067918,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.125,0.214499253,0.134807044,0.420017873,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.166666667,0.271300448,0.063244661,0.514075067,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.208333333,0.085201794,0.162233046,0.587913316,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.25,0.213004484,0.264593481,0.632707775,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.291666667,0.087443946,0.318995878,0.64075067,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.333333333,0.110612855,0.218508805,0.589477212,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.375,0.189835575,0.085874859,0.509718499,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.416666667,0.249626308,0.134132634,0.415884718,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.458333333,0.174887892,0.218134133,0.336349419,0.094339623,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.5,0.144245142,0.20861746,0.280607685,0.113207547,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.541666667,0.094170404,0.131135257,0.282506702,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.583333333,0.13303438,0.100562008,0.335679178,0.358490566,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.625,0.275037369,0.042862495,0.411193029,0.245283019,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.666666667,0.165919283,0.184713376,0.507037534,0.490566038,1,1,6,0.084942085,0.306218964,0.039359092,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.013839984
0.708333333,0.174887892,0.329486699,0.624776586,0.330188679,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.75,0.108370703,0.391757212,0.70665773,0.349056604,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.791666667,0.087443946,0.410266017,0.752904379,0.216981132,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.833333333,0.053064275,0.345297864,0.747542448,0.160377358,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.875,0.239910314,0.236268265,0.66689008,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.360986547,0.17751967,0.553172475,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.178624813,0.382744644,0.409070599,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.11509716,0.368677407,0.297922252,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.019431988,0.32341701,0.253406144,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.136023916,0.252379168,0.272229669,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.125,0.146487294,0.22088627,0.353552279,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.166666667,0.221973094,0.115174223,0.465594281,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.208333333,0.388639761,0.073170067,0.585008936,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.25,0.147982063,0.217834395,0.676161751,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.291666667,0.051569507,0.360809292,0.718945487,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.333333333,0.177877429,0.333832896,0.716599643,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.375,0.263079223,0.343124766,0.651362824,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.416666667,0.184603886,0.228250281,0.530160858,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.458333333,0.245889387,0.157512177,0.408623771,0.122641509,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.5,0.165919283,0.234844511,0.297252011,0.08490566,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.541666667,0.050074738,0.24158861,0.247542449,0.094339623,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.583333333,0.129297459,0.150618209,0.266938825,0.20754717,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.625,0.325859492,0.047583365,0.335200164,0.179245283,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.666666667,0.342301943,0.130086175,0.458333333,0.188679245,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.708333333,0.227204783,0.239340577,0.585902592,0.29245283,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.75,0.171150972,0.398576246,0.715817694,0.20754717,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.791666667,0.188340807,0.46931435,0.796805183,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.833333333,0.042600897,0.414012739,0.837131367,0.386792453,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.875,0.313901345,0.369876358,0.807975871,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.465620329,0.155863619,0.697050938,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.262331839,0.228550019,0.541331546,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.213751868,0.416860247,0.369191242,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.104633782,0.434469839,0.244396343,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.078475336,0.382840015,0.203753351,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.125,0.210014948,0.331734732,0.250223414,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.166666667,0.50896861,0.265492694,0.365951743,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.208333333,0.417040359,0.115923567,0.507037534,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.25,0.195814649,0.08909704,0.642649687,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.291666667,0.266816143,0.235593855,0.73458445,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.333333333,0.073991031,0.412963657,0.778820375,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.375,0.091928251,0.468789809,0.741733691,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.416666667,0.208520179,0.329786437,0.621537086,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.458333333,0.366218236,0.16043462,0.471514745,0.075471698,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.5,0.205530643,0.240164856,0.316577301,0.132075472,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.541666667,0.156950673,0.344623454,0.205428954,0.150943396,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.583333333,0.017189836,0.312401648,0.171358356,0.198113208,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.625,0.135276532,0.251779693,0.209785523,0.20754717,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.666666667,0.485052317,0.193480704,0.322832887,0.122641509,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.708333333,0.29671151,0.144623454,0.463806971,0.330188679,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.75,0.366218236,0.261521169,0.623882931,0.254716981,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.791666667,0.121823617,0.475458973,0.758489723,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.833333333,0.091180867,0.489846384,0.841711349,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.875,0.091928251,0.504158861,0.858355675,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.270553064,0.329486699,0.785411081,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.444693572,0.165230423,0.63896336,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.455904335,0.349644061,0.439789991,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.254857997,0.483027351,0.252307388,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.127802691,0.497639565,0.146283001,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.125,0.103139013,0.4568003,0.151362824,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.166666667,0.353512706,0.351517422,0.228328865,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.208333333,0.265321375,0.13660547,0.374664879,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.25,0.390881913,0.127463469,0.544906166,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.291666667,0.168908819,0.27980517,0.691130474,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.333333333,0.091180867,0.522367928,0.794794459,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.375,0.152466368,0.552416635,0.818029491,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.416666667,0.204783259,0.475458973,0.742515639,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.458333333,0.289985052,0.326639191,0.600201072,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.5,0.533632287,0.236043462,0.417895442,0.169811321,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.541666667,0.455156951,0.342600225,0.247765862,0.311320755,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.583333333,0.08819133,0.378418883,0.150469169,0.273584906,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.625,0.269058296,0.311652304,0.127010724,0.245283019,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.666666667,0.272795217,0.264968153,0.203306524,0.103773585,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.708333333,0.311659193,0.11090296,0.349419124,0.113207547,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.75,0.528400598,0.142572976,0.523905273,0.094339623,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.791666667,0.307922272,0.368302735,0.697386059,0.141509434,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.833333333,0.365470852,0.500636942,0.849642538,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.875,0.082959641,0.579692769,0.912198391,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.166666667,0.486174597,0.88360143,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.352017937,0.321168977,0.767426273,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.57922272,0.27523417,0.56411975,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.569506726,0.458523792,0.355810223,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.440209268,0.53525665,0.168453977,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.125,0.036621824,0.497414762,0.095174263,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.166666667,0.121823617,0.413787935,0.142091153,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.208333333,0.436472347,0.22705133,0.269548704,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.25,0.448430493,0.086474335,0.441577301,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.291666667,0.470104634,0.225627576,0.630697051,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.333333333,0.249626308,0.468490071,0.767984808,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.375,0.08819133,0.552566504,0.840370867,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.416666667,0.147982063,0.581566129,0.822497766,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.458333333,0.26083707,0.452978644,0.717158177,0.122641509,0,1,4,0.085714286,0.306218964,0.039734896,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.013965803
0.5,0.455156951,0.245260397,0.539320822,0.150943396,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.541666667,0.334828102,0.272386662,0.339924039,0.216981132,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.583333333,0.268310912,0.405695017,0.176720286,0.169811321,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.625,0.050074738,0.433795429,0.092253926,0.094339623,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.666666667,0.233183857,0.330161109,0.108191054,0.188679245,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.708333333,0.437967115,0.164031472,0.217269884,0.094339623,1,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.75,0.560538117,0.079880105,0.396000894,0.179245283,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.791666667,0.56651719,0.328212814,0.590370867,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.833333333,0.310911809,0.501086549,0.771559428,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.875,0.224962631,0.544623454,0.904825737,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.068759342,0.615286624,0.934428061,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.189088191,0.466207977,0.871760501,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.511210762,0.264743349,0.716152815,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.68161435,0.321693518,0.48810047,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.674140508,0.511052829,0.25860143,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.125,0.206278027,0.581041588,0.105339589,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.166666667,0.134529148,0.533608093,0.073391421,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.208333333,0.43348281,0.358935931,0.156054513,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.25,0.507473842,0.19840594,0.320151921,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.291666667,0.51793722,0.154140127,0.506478999,0,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.333333333,0.44245142,0.328062945,0.691130474,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.375,0.230941704,0.552041963,0.8230563,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.416666667,0.043348281,0.571300112,0.879915103,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.458333333,0.298206278,0.54117647,0.83310992,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.5,0.535874439,0.401648557,0.690348525,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.541666667,0.687593423,0.242637692,0.486706881,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.583333333,0.550822123,0.364256276,0.279490617,0.169811321,1,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.625,0.35799701,0.549943799,0.128462913,0.160377358,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.666666667,0.013452915,0.501011615,0.090147453,0.066037736,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.708333333,0.280269058,0.356238291,0.152144772,0.254716981,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.75,0.461883408,0.151967029,0.317806077,0.245283019,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.791666667,0.431988042,0.159310603,0.509048257,0.245283019,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.833333333,0.431240658,0.427800674,0.687220733,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.875,0.344544096,0.587411015,0.851653262,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.082212257,0.562083177,0.942917784,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.116591928,0.588609966,0.928395889,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.401345291,0.374896965,0.831322609,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.337817638,0.19003372,0.642805345,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.652466368,0.421056575,0.404825737,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.125,0.365470852,0.58681154,0.215147453,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.166666667,0.059790732,0.590408393,0.112430136,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.208333333,0.189835575,0.434095167,0.130138517,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.25,0.342301943,0.278831023,0.241175156,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.291666667,0.417040359,0.146796553,0.411193029,0.047169811,1,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.333333333,0.412556054,0.185762458,0.598637176,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.375,0.222720478,0.458523792,0.753462914,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.416666667,0.235426009,0.562457849,0.863717605,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.458333333,0.094170404,0.59389625,0.889075067,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.5,0.179372197,0.52544024,0.823391421,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.541666667,0.428251121,0.267366055,0.68051832,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.583333333,0.696562033,0.223604346,0.470397676,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.625,0.261584454,0.438141626,0.252569258,0.226415094,1,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.666666667,0.170403587,0.521318846,0.141756032,0.188679245,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.708333333,0.14573991,0.435369052,0.134495085,0.264150943,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.75,0.384155456,0.294042713,0.238717605,0.254716981,0,1,3,0.197683398,0.306218964,0.098084407,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.032209418
0.791666667,0.516442451,0.088722368,0.418900804,0.443396226,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.833333333,0.316890882,0.265043087,0.595732797,0.273584906,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.875,0.273542601,0.473810416,0.755920464,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.299701046,0.588834769,0.885612153,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.052316891,0.581191457,0.930183199,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.121823617,0.533083552,0.89722967,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.107623318,0.255151742,0.593361315,0.358490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.088938714,0.213038591,0.589812332,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.125,0.111360239,0.100037467,0.546470063,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.166666667,0.162182362,0.138254028,0.473190349,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.208333333,0.179372197,0.290207432,0.365169794,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.25,0.285500747,0.367928063,0.272229669,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.291666667,0.201793722,0.362607718,0.205205541,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.333333333,0.023916293,0.334507306,0.179289544,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.375,0.213004484,0.271937055,0.210455764,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.416666667,0.187593423,0.142225553,0.272341376,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.458333333,0.198056801,0.029674035,0.368632708,0.198113208,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.5,0.191330344,0.13727988,0.475837234,0.20754717,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.541666667,0.064275037,0.22113151,0.537198391,0.226415094,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.583333333,0.115844544,0.310828025,0.577301162,0.150943396,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.625,0.17264574,0.22974897,0.56590706,0.169811321,0,1,5,0.196138996,0.306218964,0.097223831,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.031957782
0.666666667,0.243647235,0.200749344,0.515080429,0.188679245,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.708333333,0.232436472,0.184638441,0.445263628,0.198113208,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.75,0.097907324,0.227575871,0.355898123,0.245283019,0,1,1,0.155984556,0.306218964,0.075419813,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.025415244
0.791666667,0.116591928,0.253053578,0.273570152,0.216981132,0,1,7,0.213899614,0.306218964,0.10722227,0.985981308,0.050602979,0.949397021,0.269987547,0.162934363,0.034851597
0.833333333,0.122571001,0.206893968,0.266420912,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.875,0.206278027,0.149419258,0.263739946,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.916666667,0.304185351,0.069614088,0.323503128,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.958333333,0.237668161,0.102360435,0.398458445,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
1,0.09715994,0.204795804,0.473525469,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.041666667,0.03064275,0.271712252,0.536116117,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
0.083333333,0.064275037,0.28452604,0.563561215,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.269987547,0,0
