,hour,wind_dir,current_dir,wind_speed,current_speed,wave_height,water_temp,tide_height,tide_variation,cluster
2102,0.666666667,0.530555556,0.549722222,0.150943396,0.191907081,0.293841642,0.522392457,0.608914209,0.06726457400000001,17
2159,0.708333333,0.557222222,0.8561111109999999,0.405660377,0.050281004000000004,0.17771261,0.6284619920000001,0.45352993700000005,0.538863976,14
2160,0.791666667,0.571388889,0.551111111,0.367924528,0.275983514,0.156598241,0.617192104,0.778261841,0.384155456,4
2173,0.708333333,0.862222222,0.488972222,0.377358491,0.7217234920000001,0.115542522,0.758839128,0.12796550199999998,0.26980568,2
2216,0.75,0.568055556,0.105462963,0.424528302,0.44158861,0.30557184800000003,0.608850177,0.18020245899999998,0.271300448,15
2260,0.583333333,0.6677777779999999,0.54599537,0.349056604,0.24810790600000002,0.073313783,0.625313053,0.625781948,0.08445441,4
2263,0.708333333,0.6777777779999999,0.30303240800000003,0.254716981,0.13780442099999998,0.08973607,0.630395551,0.45665773,0.20254110600000003,7
2264,0.75,0.724166667,0.18875,0.12264150900000001,0.25612589,0.11202346099999999,0.643212287,0.37701072399999996,0.209267564,7
2282,0.5,0.440555556,0.443055556,0.235849057,0.035069314,0.159530792,0.643654243,0.510053619,0.141255605,17
2285,0.625,0.15666666699999998,0.549675926,0.056603774,0.22555264100000003,0.149560117,0.626086477,0.604892761,0.034379671,8
2287,0.708333333,0.525277778,0.322662037,0.056603774,0.135631323,0.170087977,0.618628462,0.5730563,0.308669656,17
2305,0.45833333299999995,0.148055556,0.9326157409999999,0.216981132,0.08520045,0.139589443,0.59078521,0.372542449,0.140508221,8
2307,0.541666667,0.129722222,0.5947916670000001,0.20754717,0.030573247999999997,0.149560117,0.600232028,0.481456658,0.25336322899999997,8
2309,0.625,0.953888889,0.5661574079999999,0.160377358,0.25170475800000003,0.13196480900000002,0.605645993,0.575290438,0.187593423,19
2310,0.666666667,0.950555556,0.56962963,0.16981132100000002,0.22165605100000002,0.126686217,0.612330584,0.617850759,0.083707025,19
2311,0.708333333,0.988055556,0.564040404,0.14150943400000002,0.142409483,0.1470008,0.6218929129999999,0.609472743,0.192077728,19
2312,0.75,0.859722222,0.39085648100000003,0.11320754699999999,0.075458973,0.135483871,0.619622864,0.571157283,0.167414051,11
2330,0.5,0.653055556,0.08583333300000001,0.254716981,0.077856875,0.19824046899999997,0.648736741,0.35936103700000005,0.20029895399999997,7
2333,0.625,0.758055556,0.584930556,0.14150943400000002,0.186886474,0.191788856,0.657244402,0.55909294,0.10014947699999999,11
2335,0.708333333,0.9208333329999999,0.547685185,0.179245283,0.211539902,0.20293255100000002,0.690114909,0.636058981,0.041106129,19
2336,0.75,0.0030555559999999996,0.57162037,0.301886792,0.16433121,0.18005865100000001,0.658791249,0.636394102,0.06427503700000001,8
2353,0.45833333299999995,0.990833333,0.070277778,0.066037736,0.172723867,0.185337243,0.6687905129999999,0.344950849,0.029147982000000003,7
2354,0.5,0.6219444439999999,0.07851851900000001,0.273584906,0.153240914,0.185337243,0.6687905129999999,0.34662645200000003,0.056801196,7
2381,0.625,0.7163888890000001,0.13050505099999998,0.16981132100000002,0.048237338,0.162356705,0.732301656,0.457327971,0.11584454400000001,7
2382,0.666666667,0.727777778,0.47011574100000003,0.132075472,0.039115774,0.16539589400000002,0.729504273,0.545576408,0.293721973,11
2404,0.583333333,0.983888889,0.148078704,0.28301886800000003,0.194529786,0.153665689,0.714422511,0.316800715,0.087443946,7
2406,0.666666667,0.9613888890000001,0.459189815,0.32075471699999997,0.032146871,0.20058651,0.7248637309999999,0.498547811,0.19581464899999998,19
2407,0.708333333,0.9580555559999999,0.592037037,0.386792453,0.230723117,0.197653959,0.7449175020000001,0.608467381,0.19133034399999999,19
2408,0.75,0.9319444440000001,0.583078704,0.367924528,0.40224803299999995,0.17360703800000002,0.7419895409999999,0.7128016090000001,0.303437967,19
2452,0.583333333,0.676666667,0.130138889,0.358490566,0.289846384,0.06920821099999999,0.6711660290000001,0.250446828,0.091928251,7
2454,0.666666667,0.704722222,0.275138889,0.367924528,0.19527913100000002,0.140762463,0.6721051859999999,0.325513852,0.142750374,7
2455,0.708333333,0.7466666670000001,0.938842593,0.103773585,0.12041963300000001,0.130205279,0.7255819090000001,0.46067917799999997,0.380418535,11
2474,0.5,0.594444444,0.435,0.273584906,0.16680404599999998,0.078005865,0.6534877729999999,0.553507596,0.579970105,18
2500,0.583333333,0.091944444,0.151818182,0.301886792,0.34931026200000004,0.040149294,0.638586811,0.349084004,0.38266068799999997,6
2504,0.75,0.111944444,0.336481481,0.377358491,0.117197452,0.06627566,0.638406011,0.392873101,0.458893871,6
2569,0.45833333299999995,0.517222222,0.53212963,0.235849057,0.502735107,0.11085044,0.637245875,0.794571046,0.182361734,3
2576,0.75,0.9513888890000001,0.113287037,0.179245283,0.351742225,0.07859237599999999,0.667354155,0.220174263,0.101644245,2
2577,0.791666667,0.9672222220000001,0.10634259300000001,0.20754717,0.23686774100000002,0.065689149,0.638682234,0.32808311,0.41704035899999997,2
2595,0.541666667,0.322777778,0.517962963,0.20754717,0.502360434,0.12023460400000001,0.601834119,0.740951743,0.242152466,3
2596,0.583333333,0.454722222,0.49613425899999997,0.188679245,0.350318471,0.109090909,0.6028285210000001,0.6715817690000001,0.428251121,18
2597,0.625,0.409722222,0.35817129600000003,0.29245283,0.170325965,0.139589443,0.608131998,0.55049151,0.42526158399999997,18
2619,0.541666667,0.1475,0.517962963,0.28301886800000003,0.424503559,0.09501466300000001,0.588133471,0.729557641,0.070254111,3
2642,0.5,0.438611111,0.600810185,0.5,0.223079805,0.381231672,0.557472746,0.609696158,0.20254110600000003,1
2644,0.583333333,0.468611111,0.512523148,0.528301887,0.31824653399999997,0.44046920799999995,0.5628867120000001,0.730898123,0.101644245,1
2649,0.791666667,0.5594444439999999,0.095378788,0.5566037739999999,0.38593276299999996,0.522580645,0.5637354689999999,0.385500447,0.09865470900000001,10
