hour,wave_height,current_dir,tide_height,wind_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.458333333,0.11085044,0.270462963,0.347966935,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.5,0.116129032,0.139583333,0.233243968,0.103773585,0,1,6,0.138245033,0.285646725,0.060280936,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.024147104
0.541666667,0.11026393,0.086087963,0.160522788,0.283018868,1,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.583333333,0.11026393,0.048263889,0.155384272,0.20754717,1,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.625,0.11143695,0.131319444,0.207998213,0.198113208,1,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.666666667,0.102052786,0.321944444,0.306188561,0.160377358,1,1,3,0.039735099,0.285646725,0.016276923,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.006940485
0.708333333,0.106744868,0.558634259,0.44090706,0.235849057,0,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.75,0.120234604,0.572337963,0.560656836,0.226415094,0,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.791666667,0.096774194,0.564351852,0.669571046,0.216981132,0,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.833333333,0.063929619,0.553402778,0.736595174,0.198113208,0,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.875,0.035190616,0.534907408,0.733355675,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.916666667,0.031085044,0.455555556,0.64399017,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.958333333,0.028739003,0.233703704,0.491733691,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
1,0.018181818,0.11587963,0.307417337,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.041666667,0.038709677,0.070439815,0.174185822,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.083333333,0.049266862,0.04724537,0.109137623,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.125,0.050439883,0.046458333,0.140192136,0.377358491,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.166666667,0.060410557,0.895601852,0.230451296,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.208333333,0.059237537,0.819606481,0.366175156,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.25,0.06627566,0.682893519,0.5032395,0.283018868,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.291666667,0.052199414,0.627638889,0.609919571,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.333333333,0.045747801,0.588449074,0.661751564,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.375,0.036363637,0.541643519,0.659405719,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.416666667,0.047507331,0.5375,0.57663092,0.160377358,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.458333333,0.037536657,0.482199074,0.451854334,0.132075472,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.5,0.035190616,0.209212963,0.297140304,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.541666667,0.037536657,0.100532407,0.168677391,0.188679245,0,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.583333333,0.033431085,0.062615741,0.083780161,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.625,0.036950147,0.038935185,0.110478105,0.283018868,1,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.666666667,0.047507331,0.196689815,0.202730351,0.150943396,0,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.708333333,0.051026393,0.829189815,0.335120643,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.75,0.032844575,0.599513889,0.484919571,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.791666667,0.02111437,0.578912037,0.635165326,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.833333333,0.015249267,0.582083333,0.740169794,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.875,0.012316716,0.542916667,0.778038427,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.916666667,0.005865102,0.525439815,0.736930295,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.958333333,0.012316716,0.435416667,0.600089365,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
1,0.0228739,0.17712963,0.428060769,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.041666667,0.031085044,0.101296296,0.244286468,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.083333333,0.029912023,0.056828704,0.11997319,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.125,0.030498533,0.057592593,0.077859696,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.166666667,0.041055718,0.040694444,0.130697051,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.208333333,0.034017595,0.748425926,0.245866845,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.25,0.048093841,0.575625,0.413427167,0,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.291666667,0.046920821,0.686736111,0.568699732,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.333333333,0.049266862,0.570023148,0.674374442,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.375,0.035777126,0.545578704,0.723972297,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.416666667,0.049266862,0.550092593,0.676720286,0.141509434,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.458333333,0.060410557,0.522037037,0.542448615,0.047169811,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.5,0.069794722,0.394027778,0.382596068,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.541666667,0.06627566,0.163981481,0.22028597,0.056603774,0,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.583333333,0.059824047,0.100486111,0.085455764,0.29245283,0,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.625,0.079765396,0.067337963,0.053842717,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.666666667,0.082111437,0.044583333,0.106680072,0.235849057,1,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.708333333,0.080938416,0.281712963,0.223637176,0.169811321,1,1,3,0.039735099,0.285646725,0.016276923,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.006940485
0.75,0.075073314,0.678148148,0.375223414,0.113207547,1,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.791666667,0.060410557,0.585648148,0.546581769,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.833333333,0.057478006,0.579768519,0.692135836,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.875,0.069208211,0.553634259,0.797028597,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.916666667,0.079765396,0.552407408,0.7954647,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.958333333,0.091495601,0.507037037,0.691912422,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
1,0.126686217,0.311759259,0.519548704,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.041666667,0.144868035,0.130300926,0.321419153,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.083333333,0.158357771,0.088148148,0.136840929,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.125,0.151319648,0.063912037,0.044794459,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.166666667,0.184750733,0.049259259,0.049821269,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.208333333,0.215249267,0.104444444,0.138628239,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.25,0.248093842,0.337199074,0.292225201,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.291666667,0.248680352,0.785671296,0.463583557,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.333333333,0.205865103,0.599050926,0.615504915,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.375,0.167155425,0.553472222,0.709346399,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.416666667,0.159530792,0.555972222,0.721626452,0.066037736,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.458333333,0.157184751,0.54787037,0.632707775,0.047169811,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.5,0.157184751,0.48037037,0.476988383,0.122641509,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.541666667,0.181231672,0.258819444,0.295464701,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.583333333,0.195894428,0.120416667,0.138181412,0.141509434,0,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.625,0.275659824,0.087708333,0.032171582,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.666666667,0.241642229,0.056666667,0.032059875,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.708333333,0.258331112,0.204772727,0.120866845,0.132075472,1,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.75,0.232258065,0.881805556,0.277256479,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.791666667,0.202026127,0.760858586,0.450290438,0.047169811,0,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.833333333,0.201759531,0.56125,0.624106345,0.226415094,0,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.875,0.202932551,0.566111111,0.747319035,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.916666667,0.179472141,0.553125,0.803284182,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.958333333,0.184164223,0.516388889,0.760835568,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
1,0.176539589,0.454930556,0.634383378,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.041666667,0.184110904,0.224292929,0.4401947,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.083333333,0.201759531,0.095162037,0.236371761,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.125,0.220527859,0.070949074,0.079423592,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.166666667,0.247507332,0.05537037,0.034852547,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.208333333,0.26686217,0.035856481,0.076854334,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.25,0.263343109,0.188449074,0.209003575,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.291666667,0.259824047,0.546550926,0.366957105,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.333333333,0.210557185,0.628425926,0.520665773,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.375,0.178885631,0.565694444,0.654937444,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.416666667,0.161876833,0.548819444,0.715817694,0.179245283,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.458333333,0.181818182,0.562337963,0.705875782,0.235849057,1,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.5,0.174193548,0.533819444,0.600536193,0.179245283,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.541666667,0.192428686,0.383383838,0.44448168,0.396226415,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.583333333,0.213489736,0.174143519,0.269213584,0.518867925,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.625,0.212903226,0.099924242,0.10958445,0.41509434,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.666666667,0.207624633,0.078356481,0.042113494,0.566037736,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.708333333,0.195894428,0.123009259,0.078418231,0.301886792,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.75,0.179472141,0.178194444,0.195263628,0.141509434,1,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.791666667,0.15601173,0.650532408,0.36639857,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.833333333,0.107917888,0.624560185,0.534852547,0.179245283,0,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.875,0.100879765,0.571365741,0.691689008,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.916666667,0.108504399,0.570949074,0.795688115,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.958333333,0.107331378,0.547199074,0.818029491,0.377358491,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
1,0.117888563,0.494143519,0.734919571,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.041666667,0.205865103,0.384560185,0.582886506,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.083333333,0.37595308,0.15625,0.366733691,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.125,0.39882698,0.092939815,0.174486148,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.166666667,0.385337243,0.065231481,0.065013405,0.367924528,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.208333333,0.373020528,0.07625,0.048927614,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.25,0.37888563,0.063657407,0.130585344,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.291666667,0.308504399,0.112407407,0.275915996,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.333333333,0.254545455,0.502314815,0.43554513,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.375,0.22111437,0.580393519,0.585008936,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.416666667,0.19941349,0.575393519,0.686662198,0.311320755,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.458333333,0.205865103,0.541031746,0.73279714,0.283018868,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.541666667,0.204692082,0.523009259,0.56266756,0.358490566,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.583333333,0.212903226,0.220138889,0.391644325,0.339622642,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.625,0.226979472,0.140934343,0.225089365,0.330188679,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.666666667,0.236363636,0.0875,0.093610366,0.396226415,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.708333333,0.225806451,0.097453704,0.066800715,0.358490566,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.75,0.235190616,0.136365741,0.127234138,0.245283019,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.791666667,0.246686217,0.326583333,0.268431635,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.833333333,0.214076247,0.608703704,0.433869526,0.254716981,0,1,8,0.244205298,0.285646725,0.114418438,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.042655064
0.875,0.184164223,0.589421296,0.592828418,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.916666667,0.174780058,0.574768519,0.721961573,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.958333333,0.20117302,0.551550926,0.783847185,0.339622642,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
1,0.237536657,0.544953704,0.773905273,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.041666667,0.24398827,0.486805556,0.67653716,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.083333333,0.26686217,0.283842593,0.504133155,0.349056604,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.125,0.290322581,0.13099537,0.307082216,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.166666667,0.273313783,0.082731481,0.137287757,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.208333333,0.285630498,0.055,0.058534406,0.386792453,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.25,0.312609971,0.080856481,0.084450402,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.291666667,0.33313783,0.058263889,0.177055407,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.333333333,0.276832844,0.202361111,0.319928508,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.375,0.227565982,0.600046296,0.462578195,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.416666667,0.185923754,0.575601852,0.574955317,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.458333333,0.186510264,0.572337963,0.663427167,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.5,0.194721408,0.545902778,0.685321716,0.443396226,1,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.541666667,0.187683285,0.528125,0.629579982,0.405660377,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.583333333,0.199466809,0.476212121,0.50860143,0.377358491,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.625,0.20842442,0.221338384,0.341487936,0.367924528,1,1,6,0.138245033,0.285646725,0.060280936,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.024147104
0.666666667,0.20117302,0.124722222,0.183199285,0.386792453,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.708333333,0.209384164,0.090138889,0.090929401,0.29245283,1,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.75,0.204692082,0.094560185,0.080285331,0.245283019,0,1,7,0.043046358,0.285646725,0.017669304,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.007518859
0.791666667,0.207624633,0.120439815,0.168565684,0.188679245,0,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.833333333,0.180271928,0.361010101,0.303284182,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.875,0.147214077,0.629398148,0.455987489,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.916666667,0.121407625,0.58162037,0.594057194,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.958333333,0.11026393,0.562962963,0.692470956,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
1,0.112609971,0.544583333,0.736483467,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.041666667,0.120821115,0.536875,0.70488507,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.083333333,0.117888563,0.436273148,0.583556747,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.125,0.165982404,0.26912037,0.420241287,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.166666667,0.169394828,0.123964646,0.241845398,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.208333333,0.190029326,0.074259259,0.112712243,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.25,0.186510264,0.060694444,0.064566577,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.291666667,0.168328446,0.070115741,0.095174263,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.333333333,0.151906158,0.06212963,0.188672922,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.375,0.130791789,0.302800926,0.328865058,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.416666667,0.102639296,0.596388889,0.465147453,0.29245283,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.458333333,0.08739003,0.566990741,0.580987489,0.20754717,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.5,0.083284457,0.551875,0.658847185,0.283018868,1,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.541666667,0.08973607,0.557708333,0.66689008,0.339622642,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.583333333,0.094428153,0.532893519,0.596849866,0.320754717,0,1,4,0.280629139,0.285646725,0.134940445,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.049017176
0.625,0.102639296,0.411666667,0.457886506,0.405660377,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.666666667,0.124340176,0.173009259,0.296023235,0.311320755,1,1,6,0.138245033,0.285646725,0.060280936,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.024147104
0.708333333,0.132551319,0.113541667,0.165326184,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.75,0.140762463,0.086736111,0.107238606,0.20754717,0,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.791666667,0.124926686,0.084976852,0.135835567,0.160377358,0,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.833333333,0.125246601,0.121565657,0.23458445,0.179245283,1,1,1,0.127483444,0.285646725,0.055199655,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.02226739
0.875,0.096454279,0.433787879,0.361260054,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.916666667,0.083284457,0.616435185,0.493744415,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.958333333,0.073900293,0.572777778,0.593051832,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
1,0.079178886,0.57150463,0.653820375,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.041666667,0.068035191,0.546967593,0.672911265,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.083333333,0.072727273,0.529212963,0.628798034,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.125,0.083870968,0.411412037,0.53116622,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.166666667,0.10170088,0.236333333,0.386729223,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.208333333,0.138123167,0.095659722,0.24139857,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.25,0.1542522,0.073194444,0.130697051,0.339622642,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.291666667,0.141348973,0.057222222,0.102211796,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.333333333,0.172434018,0.065069444,0.143096515,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.375,0.163636364,0.113773148,0.242403932,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.416666667,0.168328446,0.426689815,0.361669014,0.377358491,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.458333333,0.151319648,0.586388889,0.472743521,0.405660377,0,0,0,0,0,0,0,0,0.949397021,0.248318804,0,0
0.5,0.137829912,0.559606481,0.572609473,0.41509434,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.541666667,0.136891496,0.553888889,0.635723861,0.358490566,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.625,0.162356705,0.504166667,0.568811439,0.452830189,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
0.666666667,0.2,0.418032408,0.453641644,0.367924528,0,1,2,0.103476821,0.285646725,0.044116663,0.985981308,0.050602979,0.949397021,0.248318804,0.174668874,0.01807418
