hour,wind_dir,current_dir,wave_height,tide_variation,drifting,prediction,cluster,p(s|pred),p(drifting),p(~drifting),p(pred|drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.8333333333333334,0.3302777777777778,0.5566666666666666,0.03753665666569776,0.34678624813153963,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.875,0.3322222222222222,0.5328009258333334,0.025806451853561625,0.2047832585949178,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.9166666666666666,0.33,0.5329797980555556,0.015195947686849504,0.06427503736920777,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.9583333333333334,0.3347222222222222,0.5018055555555556,0.017595307922016492,0.21898355754858,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
1.0,0.32805555555555554,0.4232407408333333,0.026392961883024736,0.7907324364723468,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.04166666666666666,0.32805555555555554,0.2253787878888889,0.027352705695566616,0.6748878923766816,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.08333333333333333,0.3327777777777778,0.12490740741666667,0.034604105814569866,0.0,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.375,0.3308333333333333,0.5408333333333333,0.07624633409413402,0.203288490284006,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.4166666666666667,0.33055555555555555,0.5179166666666666,0.09149560119448576,0.032137518684603884,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.4583333333333333,0.3316666666666667,0.5191898147222223,0.09442815274942597,0.09641255605381166,0,1,5,0.25726872246696036,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.04782704884628074
0.5,0.3341666666666667,0.5182175925,0.100293255155494,0.5358744394618834,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.5416666666666666,0.33444444444444443,0.4065046297222222,0.12375366548357858,0.6360239162929746,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.5833333333333334,0.33305555555555555,0.1805050505,0.13292455322766558,0.5478325859491778,0,1,10,0.04757709251101322,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.008844728211298492
0.625,0.3322222222222222,0.12307870369444444,0.14486803498999834,0.2907324364723468,0,1,10,0.04757709251101322,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.008844728211298492
0.6666666666666666,0.3286111111111111,0.1033796296388889,0.14956011733714022,0.05381165919282512,1,1,9,0.12158590308370044,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.022603194317762816
0.7083333333333334,0.0,0.07881944444444444,0.16598240449641816,0.2989536621823617,1,1,2,0.02290748898678414,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.004258572842477052
0.75,0.3327777777777778,0.4237268519444444,0.1636363636747534,0.4671150971599402,0,1,5,0.25726872246696036,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.04782704884628074
0.7916666666666666,0.32944444444444443,0.6822916666666666,0.1712609968730231,0.5298953662182362,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.8333333333333334,0.3422222222222222,0.6014351852777777,0.16950146608082145,0.5067264573991032,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.875,0.32805555555555554,0.5470833333333333,0.15777126126868532,0.4118086696562033,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.9166666666666666,0.3308333333333333,0.5362268519444444,0.12961876859345894,0.1711509715994021,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.9583333333333334,0.3358333333333334,0.5261111111111111,0.14017595334666882,0.08819133034379671,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
1.0,0.3341666666666667,0.4588657408333333,0.1284457478307204,0.5657698056801196,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.04166666666666666,0.3377777777777778,0.43018518527777777,0.15601173047648367,0.8781763826606875,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.08333333333333333,0.0,0.20511574075,0.1882697947655765,0.5403587443946188,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.125,0.3202777777777778,0.124375,0.21173020509366106,0.29820627802690586,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.16666666666666666,0.3269444444444444,0.09911111111111112,0.22416422292649016,0.08071748878923768,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.20833333333333331,0.0,0.06543981480555555,0.2645161288597105,0.2458893871449925,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.25,0.3358333333333334,0.3531018519444445,0.3249266865278421,0.320627802690583,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.2916666666666667,0.3358333333333334,0.8779398147222223,0.33958944289491844,0.5672645739910314,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.3333333333333333,0.33111111111111113,0.6891898147222222,0.3190615834179617,0.3565022421524664,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.375,0.3438888888888889,0.5867824075,0.2956011730898772,0.11659192825112108,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.4166666666666667,0.32916666666666666,0.5386342591666667,0.2627565980675089,0.12406576980568013,0,1,5,0.25726872246696036,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.04782704884628074
0.4583333333333333,0.33194444444444443,0.5359027777777778,0.2492668624631712,0.044843049327354265,0,1,5,0.25726872246696036,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.04782704884628074
0.5,0.33638888888888885,0.5209027777777778,0.21407624661913813,0.10762331838565024,0,1,5,0.25726872246696036,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.04782704884628074
0.5416666666666666,0.3308333333333333,0.4158333333333333,0.1988269795187864,0.37518684603886404,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.5833333333333334,0.3327777777777778,0.3256018519444445,0.20938416427199627,0.5807174887892377,0,1,10,0.04757709251101322,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.008844728211298492
0.625,0.3316666666666667,0.18854166666666666,0.2269794721940128,0.2847533632286996,0,1,10,0.04757709251101322,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.008844728211298492
0.6666666666666666,0.3316666666666667,0.12432870369444445,0.21759530820354145,0.2772795216741405,1,1,10,0.04757709251101322,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.008844728211298492
0.7083333333333334,0.33194444444444443,0.09740740741666666,0.21407624661913813,0.07324364723467862,0,1,9,0.12158590308370044,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.022603194317762816
0.75,0.33555555555555555,0.08817129630555556,0.22873900298621444,0.1816143497757848,0,1,9,0.12158590308370044,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.022603194317762816
0.7916666666666666,0.32972222222222225,0.4559259258333334,0.22580645143127426,0.4947683109118087,0,1,5,0.25726872246696036,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.18590308370044054,0.04782704884628074
0.8333333333333334,0.3352777777777778,0.6549305555555556,0.21700879747026602,0.35276532137518685,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
0.875,0.33611111111111114,0.5821296297222222,0.19765395875604785,0.2152466367713005,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.23013698630136986,0.0,0.0
