hour,wind_speed,tide_height,dif_tide_height,tide_variation,drifting,prediction,cluster,p(s|pred),p(drifting),p(~drifting),p(pred|drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.16666666666666666,0.19811320754716985,0.19727435207774804,0.08085106382978724,0.3968609865470853,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.20833333333333331,0.1320754716981132,0.310656836461126,0.09361702127659577,0.3572496263079223,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.25,0.12264150943396228,0.4592269884048257,0.12340425531914892,0.6023916292974588,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.2916666666666667,0.2924528301886793,0.6027703304289543,0.1404255319148936,0.3953662182361734,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.3333333333333333,0.2169811320754717,0.6773905274798928,0.0851063829787234,0.250373692077728,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.375,0.0,0.6910187667560319,0.1148936170212766,0.36397608370702544,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.4166666666666667,0.37735849056603776,0.6687890971849864,0.09361702127659577,0.41704035874439466,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.4583333333333333,0.3962264150943397,0.5394325290214477,0.1404255319148936,0.5650224215246636,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.5,0.4528301886792453,0.3653932082439678,0.13617021276595745,0.5291479820627802,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.5416666666666666,0.4056603773584906,0.25714924041554954,0.13617021276595745,0.3400597907324365,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.5833333333333334,0.4528301886792453,0.18431635388739945,0.18723404255319148,0.4491778774289985,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.625,0.4811320754716981,0.15895889189008042,0.1148936170212766,0.2316890881913304,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.6666666666666666,0.4056603773584906,0.2192806077077748,0.13617021276595745,0.4185351270553064,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.7083333333333334,0.5943396226415094,0.35176496869973184,0.11914893617021274,0.33183856502242154,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.75,0.4528301886792453,0.4744152722520106,0.1404255319148936,0.6569506726457399,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.7916666666666666,0.4528301886792453,0.6521447721179624,0.1148936170212766,0.11584454409566518,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.8333333333333334,0.4339622641509434,0.7500525676943698,0.10638297872340426,0.27503736920777283,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.875,0.4339622641509434,0.8015837553619304,0.11063829787234043,0.2623318385650225,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.9166666666666666,0.339622641509434,0.8165435784182304,0.0851063829787234,0.2466367713004485,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.9583333333333334,0.4622641509433963,0.7070286809651474,0.1404255319148936,0.4790732436472347,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
1.0,0.3962264150943397,0.5320892714477211,0.15319148936170213,0.4028400597907325,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.04166666666666666,0.19811320754716985,0.3889330667560322,0.1404255319148936,0.3721973094170404,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.08333333333333333,0.3490566037735849,0.2297730754691689,0.1021276595744681,0.31988041853512705,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.125,0.3207547169811321,0.170709191152815,0.10638297872340426,0.21449925261584454,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.16666666666666666,0.2735849056603773,0.16236279021447714,0.11063829787234043,0.5814648729446935,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.20833333333333331,0.2735849056603773,0.24549110408847186,0.13617021276595745,0.3176382660687594,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.25,0.2735849056603773,0.39345515261394093,0.17872340425531913,0.6165919282511211,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.2916666666666667,0.2735849056603773,0.540790649530831,0.09787234042553193,0.22571001494768314,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.3333333333333333,0.3679245283018868,0.6575582593833779,0.046808510638297884,0.1711509715994021,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.375,0.24528301886792456,0.7291615891420911,0.05531914893617021,0.11509715994020925,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.4166666666666667,0.339622641509434,0.7196945804289543,0.05106382978723405,0.07772795216741404,0,1,1,0.09880868955851436,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.14786264891380518,0.014610114573823777
0.4583333333333333,0.2547169811320755,0.608220030831099,0.11063829787234043,0.2436472346786248,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.5,0.14150943396226418,0.4773761950402144,0.11063829787234043,0.30493273542600896,0,1,2,0.16678346180798878,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.14786264891380518,0.02466104445794368
0.5416666666666666,0.15094339622641512,0.3593102607908847,0.06808510638297872,0.17787742899850525,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.0,0.0
0.5833333333333334,0.11320754716981132,0.2296575890080429,0.06808510638297872,0.2488789237668161,0,1,4,0.12824106517168885,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3028642590286426,0.14786264891380518,0.018962063595813837
