,hour,wave_height,water_temp,tide_variation,tide_height,cluster
1018,0.75,0.08563049878841769,0.6697296702032205,0.14648729446935727,0.1647676496648793,5
1019,0.7916666666666666,0.0639296185487225,0.6574101359479703,0.5388639760837071,0.2944593386729222,1
1035,0.4583333333333333,0.03636363660677152,0.6353123158177116,0.15695067264573992,0.6846514745308311,2
1039,0.625,0.058064516142654427,0.6075795523298704,0.3071748878923767,0.33020554068364605,1
1040,0.6666666666666666,0.0633431085192594,0.6896729522509353,0.36397608370702544,0.20688114390080425,1
1041,0.7083333333333334,0.0633431085192594,0.6923246906135314,0.04409566517189836,0.14075067024128687,5
1064,0.6666666666666666,0.13548387099952702,0.6338759579799282,0.2197309417040359,0.3021671134718499,6
1065,0.7083333333333334,0.159530792060887,0.6807785802683499,0.2272047832585949,0.2125781948391421,5
1089,0.7083333333333334,0.07390029327246928,0.7095609899704071,0.1816143497757848,0.3465147453083109,6
1090,0.75,0.06686217010366269,0.6549793755612789,0.020926756352765325,0.3026139410187667,6
1138,0.75,0.15894428132761154,0.7077931648372993,0.10089686098654707,0.4548704200402144,6
1157,0.5416666666666666,0.06862170089586432,0.7149749560150194,0.06576980568011959,0.4905049150804289,6
1182,0.5833333333333334,0.0961876835416276,0.6965232767962652,0.05754857997010464,0.4673815906836461,6
1183,0.625,0.06979472165860287,0.7348629937344915,0.1898355754857997,0.521112600536193,6
1184,0.6666666666666666,0.09560117280835218,0.7349734830539109,0.08295964125560537,0.5663538873994638,4
1186,0.75,0.07331378324300616,0.7263553333754731,0.05680119581464872,0.6127122432975871,4
1205,0.5416666666666666,0.07565982406467092,0.7835886861471979,0.059043348281016435,0.3433869526139409,6
1207,0.625,0.08680351884734391,0.7938641723022584,0.13079222720478328,0.4693923145442358,6
1209,0.7083333333333334,0.08387096799621603,0.7608279320892246,0.17414050822122573,0.6239946380697049,4
1232,0.6666666666666666,0.1771260999829035,0.7376252214165075,0.16591928251121074,0.5070375335120643,6
1278,0.5833333333333334,0.07741935485687257,0.6744807016571837,0.017189835575485802,0.1713583556970509,5
1302,0.5833333333333334,0.06158357772705773,0.6626031233537429,0.08819133034379671,0.15046916890080428,5
1303,0.625,0.05043988294438472,0.6764695054291308,0.2690582959641256,0.1270107238605898,5
1326,0.5833333333333334,0.07624633409413402,0.649289187212519,0.2683109118086697,0.17672028599195708,5
1328,0.6666666666666666,0.10146627591823257,0.6875184148313256,0.23318385650224216,0.10819105402144773,5
1329,0.7083333333333334,0.10439882676936044,0.7122127283330035,0.43796711509716,0.21726988384718496,1
1350,0.5833333333333334,0.08739002958061934,0.6491786978930993,0.5508221225710015,0.27949061662198393,1
1351,0.625,0.09736070360055382,0.6834303186309459,0.3579970104633782,0.1284629133378016,5
1352,0.6666666666666666,0.1026392959771588,0.7009428402919693,0.01345291479820628,0.0901474530831099,5
1353,0.7083333333333334,0.10967741914596538,0.6550898648806984,0.28026905829596416,0.15214477211796246,5
1375,0.625,0.06686217010366269,0.6526038601657644,0.2615844544095665,0.2525692582439678,5
1544,0.6666666666666666,0.13431085023678846,0.2674388629986564,0.4147982062780269,0.2450848972520107,7
1545,0.7083333333333334,0.12199413469137692,0.2803660875163132,0.5,0.40773011615281496,7
1555,0.75,0.054545454558251126,0.2389326756007464,0.2608370702541106,0.32462019658176944,7
1647,0.5833333333333334,0.07741935485687257,0.21390689480374392,0.15994020926756355,0.5626675603217157,7
1651,0.75,0.14428152496053526,0.3013037714500013,0.08594917787742899,0.17761394101876676,3
1695,0.5833333333333334,0.09853372436329236,0.25274381268495705,0.14125560538116594,0.5428954423592492,7
1697,0.6666666666666666,0.14310850419779672,0.2586549796725561,0.1345291479820628,0.5577524575737265,7
1698,0.7083333333333334,0.16832844602189526,0.2461144667784665,0.2062780269058296,0.5088248436327077,7
1699,0.75,0.20000000028152493,0.26688641706449223,0.1704035874439462,0.4187890973860589,7
1719,0.5833333333333334,0.28712343349844544,0.2953674938259778,0.12630792227204785,0.520554066152815,7
1722,0.7083333333333334,0.4797653962415872,0.27346051864274035,0.03736920777279522,0.55015638961126,8
1862,0.5416666666666666,0.6322580644298553,0.4183669710278042,0.13976083707025413,0.1726988382707775,8
1961,0.6666666666666666,0.19379974878446912,0.5290218033379559,0.15844544095665172,0.1341599642761394,3
1985,0.6666666666666666,0.1624633429120149,0.5222819681120454,0.2384155455904335,0.20062555851206434,3
1986,0.7083333333333334,0.1720821114773213,0.5248453154168666,0.08146487294469358,0.15527256481233245,3
2056,0.625,0.27390029355399426,0.5232763699980192,0.07174887892376683,0.577859696380697,4
2060,0.7916666666666666,0.307214076318408,0.5124484385717292,0.050822122571001487,0.20051385167560326,3
2083,0.75,0.5038123165991348,0.5091337656184838,0.3863976083707026,0.39186773907506706,8
2084,0.7916666666666666,0.4465689150607787,0.5040954627295511,0.33333333333333337,0.28786863270777474,8
2102,0.6666666666666666,0.2938416422976755,0.5223924574314653,0.06726457399103139,0.6089142091152814,4
2159,0.7083333333333334,0.1777126100123666,0.628461991935316,0.5388639760837071,0.4535299374664878,1
2160,0.7916666666666666,0.15659824050594678,0.617192103894282,0.3841554559043349,0.7782618411528149,4
2173,0.7083333333333334,0.11554252225584576,0.7588391283172777,0.2698056801195815,0.12796550154155498,5
2216,0.75,0.30557184781362395,0.608850177182926,0.2713004484304933,0.18020245911528146,3
2260,0.5833333333333334,0.07331378324300616,0.6253130526297329,0.08445440956651719,0.6257819483914209,4
2263,0.7083333333333334,0.08973607040228412,0.6303955513790209,0.20254110612855009,0.4566577300938337,6
2264,0.75,0.11202346067144243,0.6432122865772578,0.20926756352765324,0.37701072386058976,6
2282,0.5,0.159530792060887,0.6436542431920022,0.14125560538116594,0.510053619302949,6
2285,0.625,0.14956011733714022,0.6260864765398018,0.0343796711509716,0.6048927613941019,4
2287,0.7083333333333334,0.1700879768140969,0.6186284623949998,0.3086696562032885,0.5730563002680964,4
2305,0.4583333333333333,0.13958944261339346,0.5907852095877391,0.14050822122571002,0.3725424485924933,6
2307,0.5416666666666666,0.14956011733714022,0.6002320275044881,0.2533632286995516,0.4814566577077748,6
2309,0.625,0.1319648094151237,0.6056459928861657,0.18759342301943202,0.5752904376675602,4
2310,0.6666666666666666,0.12668621703851876,0.6123305837838338,0.08370702541106129,0.6178507593833779,4
2311,0.7083333333333334,0.14700079956527878,0.6218929127495265,0.19207772795216746,0.6094727432975869,4
2312,0.75,0.13548387099952702,0.6196228642809734,0.1674140508221226,0.5711572833109919,4
2330,0.5,0.1982404694893233,0.6487367412783551,0.2002989536621824,0.35936103666219843,6
2333,0.625,0.1917888563499798,0.6572444023003079,0.10014947683109117,0.559092940147453,4
2335,0.7083333333333334,0.2029325511326528,0.6901149088656793,0.041106128550074734,0.6360589812332439,4
2336,0.75,0.18005865083403136,0.6587912494575108,0.06427503736920777,0.6363941018766756,4
2353,0.4583333333333333,0.1853372432106363,0.6687905126454894,0.029147982062780273,0.344950848994638,6
2354,0.5,0.1853372432106363,0.6687905126454894,0.05680119581464872,0.3466264522117962,6
2381,0.625,0.16235670478882264,0.7323016557844142,0.11584454409566518,0.4573279713806969,6
2382,0.6666666666666666,0.16539589446695505,0.7295042726810563,0.2937219730941704,0.5455764075067023,4
2404,0.5833333333333334,0.15366568895100666,0.7144225107437899,0.08744394618834081,0.31680071494638073,6
2406,0.6666666666666666,0.20058651031098804,0.7248637305465127,0.19581464872944696,0.4985478105227882,6
2407,0.7083333333333334,0.19765395875604785,0.7449175019136471,0.19133034379671152,0.6084673813672921,4
2408,0.75,0.1736070383985002,0.7419895405839689,0.3034379671150972,0.7128016085790884,4
2452,0.5833333333333334,0.06920821092532745,0.6711660287039383,0.09192825112107623,0.25044682754691683,5
2454,0.6666666666666666,0.14076246337613196,0.6721051855987348,0.14275037369207774,0.3255138516756032,6
2455,0.7083333333333334,0.13020527862292205,0.7255819094654044,0.3804185351270553,0.4606791778150133,1
2474,0.5,0.07800586488633568,0.6534877727323185,0.5799701046337817,0.5535075960455763,1
2500,0.5833333333333334,0.04014929385106141,0.638586810957156,0.38266068759342303,0.3490840035522789,1
2504,0.75,0.06627566007419955,0.6384060107950522,0.4588938714499253,0.3928731010053619,1
2569,0.4583333333333333,0.11085043990870393,0.6372458752614163,0.18236173393124067,0.7945710455764075,2
2576,0.75,0.0785923756196111,0.6673541548077062,0.101644245142003,0.22017426273458446,5
2577,0.7916666666666666,0.06568914934092415,0.6386822337621341,0.41704035874439466,0.32808310991957107,1
2595,0.5416666666666666,0.12023460389917527,0.6018341189899337,0.24215246636771304,0.7409517426273458,2
2596,0.5833333333333334,0.10909090911650228,0.6028285208759072,0.4282511210762332,0.6715817694369972,2
2597,0.625,0.13958944261339346,0.6081319976010999,0.4252615844544096,0.5504915102546917,1
2619,0.5416666666666666,0.09501466277888906,0.5881334712251425,0.07025411061285501,0.7295576407506701,2
2642,0.5,0.3812316718782949,0.5574727464076232,0.20254110612855009,0.6096961575067024,8
2644,0.5833333333333334,0.4404692080798755,0.562886711789301,0.101644245142003,0.7308981233243966,8
2649,0.7916666666666666,0.5225806452838899,0.5637354689345127,0.09865470852017937,0.38550044684986573,8
2862,0.6666666666666666,0.0785923756196111,0.10209192695995628,0.13153961136023914,0.531166219839142,7
2913,0.7916666666666666,0.14310850419779672,0.14766868006707967,0.048579970104633774,0.6577301159517425,7
3123,0.5416666666666666,0.09736070360055382,0.2590416912961233,0.2877428998505232,0.6615777975871312,7
3176,0.75,0.09736070360055382,0.3253903946892727,0.18086696562032886,0.4139779975871313,7
3199,0.7083333333333334,0.0674486801331258,0.2890947258512362,0.3647234678624813,0.5511382343163538,7
3201,0.7916666666666666,0.07390029327246928,0.26230111992112604,0.2869955156950673,0.40750670241286857,7
3220,0.5833333333333334,0.08035190641181275,0.28290733655948963,0.3026905829596413,0.5941342332439677,7
3344,0.75,0.2527859240475745,0.3596972597553616,0.5134529147982062,0.5533958892091152,7
3578,0.625,0.10967741914596538,0.5284141130755495,0.06203288490284006,0.5044682752680965,4
3647,0.5,0.4533724343585626,0.548025928490874,0.2384155455904335,0.24776586239946374,8
3651,0.6666666666666666,0.3806451611450194,0.6270256334345983,0.31988041853512705,0.41298033961126,8
3652,0.7083333333333334,0.322580645002365,0.6052592812625988,0.2556053811659193,0.523793565683646,8
3677,0.75,0.14369501493107212,0.6500626104596534,0.2384155455904335,0.5759606789544235,4
3696,0.5416666666666666,0.10439882676936044,0.5562021215545676,0.2698056801195815,0.24776586239946374,5
3698,0.625,0.100293255155494,0.5423909844703572,0.06427503736920777,0.1813002680965148,3
3699,0.6666666666666666,0.09901359626956333,0.5494522422066745,0.3841554559043349,0.25212243076407503,1
3700,0.7083333333333334,0.09261530254372204,0.649012964245437,0.2518684603886398,0.3706434316353887,6
3724,0.7083333333333334,0.15366568895100666,0.619015174018567,0.4461883408071749,0.29557640750670233,1
3741,0.4166666666666667,0.03343108505183134,0.5604559520655439,0.050822122571001487,0.7617292225201071,2
3742,0.4583333333333333,0.0498533722111093,0.543661608660478,0.2414050822122571,0.6952636280160857,2
3767,0.5,0.0281524926752264,0.5327784329059457,0.3213751868460389,0.6428731012064343,2
3768,0.5416666666666666,0.029325513437964933,0.5448217441941139,0.23318385650224216,0.5260277032841822,2
3842,0.6666666666666666,0.0639296185487225,0.5473629939002251,0.3430493273542601,0.33646112600536193,1
3912,0.5833333333333334,0.21407624661913813,0.6279647909923292,0.05530642750373692,0.6091376226541554,4
3915,0.7083333333333334,0.2052785926581299,0.6168606365989573,0.17713004484304934,0.5236818587801608,4
4028,0.4166666666666667,0.08035190641181275,0.6107284916354536,0.2884902840059791,0.7677613941018766,2
4076,0.6666666666666666,0.14956011733714022,0.6622716560584185,0.05381165919282512,0.05864611260053618,5
4077,0.7083333333333334,0.16598240449641816,0.6537639956994004,0.2989536621823617,0.11695710455764075,5
4100,0.6666666666666666,0.21759530820354145,0.6578520918997799,0.2772795216741405,0.1333780160857909,5
4168,0.5,0.17536656919070184,0.6114466705543451,0.05605381165919282,0.6905719390080427,2
4172,0.6666666666666666,0.1771260999829035,0.5820565705898813,0.41778774289985054,0.515862377144772,1
4173,0.7083333333333334,0.1929618771127184,0.587842181743619,0.20852017937219733,0.41867739054959774,6
4174,0.75,0.1771260999829035,0.5984642017084456,0.2914798206278027,0.3294235924932976,1
