hour,wave_height,water_temp,tide_variation,tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.416666667,0.047507331,0.408367708,0.156203288,0.57663092,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.458333333,0.037536657,0.424775339,0.446935725,0.451854334,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.5,0.035190616,0.417372569,0.396860987,0.297140304,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.541666667,0.037536657,0.452563347,0.39387145,0.168677391,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.583333333,0.033431085,0.442508839,0.081464873,0.083780161,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.625,0.036950147,0.470628315,0.334828102,0.110478105,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.666666667,0.047507331,0.503222599,0.369955157,0.202730351,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.708333333,0.051026393,0.540788892,0.446188341,0.335120643,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.75,0.032844575,0.569460813,0.249626308,0.484919571,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.791666667,0.02111437,0.52874558,0.41180867,0.635165326,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.833333333,0.015249267,0.462783589,0.162182362,0.740169794,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.875,0.012316716,0.475103124,0.109118087,0.778038427,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.916666667,0.005865102,0.426101208,0.206278027,0.736930295,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.958333333,0.012316716,0.432233353,0.556801196,0.600089365,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
1,0.0228739,0.421018709,0.63303438,0.428060769,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.041666667,0.031085044,0.455104596,0.275037369,0.244286468,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.083333333,0.029912023,0.44422142,0.14573991,0.11997319,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.125,0.030498533,0.437868297,0.055306428,0.077859696,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.166666667,0.041055718,0.462562611,0.127802691,0.130697051,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.208333333,0.034017595,0.48526812,0.243647235,0.245866845,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.25,0.048093841,0.477920596,0.399103139,0.413427167,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.291666667,0.046920821,0.473611521,0.225710015,0.568699732,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.333333333,0.049266862,0.474882145,0.165919283,0.674374442,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.375,0.035777126,0.457977313,0.044843049,0.723972297,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.416666667,0.049266862,0.435161314,0.284753363,0.676720286,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.458333333,0.060410557,0.426708898,0.363976084,0.542448615,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.5,0.069794722,0.431570419,0.512705531,0.382596068,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.541666667,0.06627566,0.45162419,0.458146487,0.22028597,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.583333333,0.059824047,0.489687685,0.109118087,0.085455764,0,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.625,0.079765396,0.483113583,0.041106129,0.053842717,0,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.666666667,0.082111437,0.534546258,0.162929746,0.106680072,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.708333333,0.080938416,0.53808191,0.328101644,0.223637176,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.75,0.075073314,0.570068504,0.319880419,0.375223414,1,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.791666667,0.060410557,0.574101356,0.376681614,0.546581769,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.833333333,0.057478006,0.514547732,0.226457399,0.692135836,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.875,0.069208211,0.466816441,0.074738416,0.797028597,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.916666667,0.079765396,0.439636123,0.118086697,0.7954647,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.958333333,0.091495601,0.43996759,0.341554559,0.691912422,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
1,0.126686217,0.440906747,0.439461883,0.519548704,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.041666667,0.144868035,0.447425604,0.466367713,0.321419153,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.083333333,0.158357771,0.469302446,0.440956652,0.136840929,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.125,0.151319648,0.455933265,0.098654709,0.044794459,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.166666667,0.184750733,0.463557013,0.096412556,0.049821269,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.208333333,0.215249267,0.483942251,0.319880419,0.138628239,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.25,0.248093842,0.503333088,0.307174888,0.292225201,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.291666667,0.248680352,0.459358427,0.520926756,0.463583557,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.333333333,0.205865103,0.4920632,0.286248132,0.615504915,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.375,0.167155425,0.484494696,0.076233184,0.709346399,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.416666667,0.159530792,0.450464054,0.059043348,0.721626452,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.458333333,0.157184751,0.429139658,0.47309417,0.632707775,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.5,0.157184751,0.442674573,0.283258595,0.476988383,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.541666667,0.181231672,0.436652917,0.449925262,0.295464701,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.583333333,0.195894428,0.448033294,0.312406577,0.138181412,0,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.625,0.275659824,0.494383471,0.063527653,0.032171582,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.666666667,0.241642229,0.489466706,0.185351271,0.032059875,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.708333333,0.258331112,0.527515134,0.221973094,0.120866845,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.75,0.232258065,0.567969211,0.299701046,0.277256479,0,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.791666667,0.202026127,0.578018696,0.472346786,0.450290438,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.833333333,0.201759531,0.560511196,0.304932735,0.624106345,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.875,0.202932551,0.517088981,0.180119581,0.747319035,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.916666667,0.179472141,0.454607396,0.047832586,0.803284182,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.958333333,0.184164223,0.443337507,0.204783259,0.760835568,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
1,0.176539589,0.445989246,0.378176383,0.634383378,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.041666667,0.184110904,0.447058981,0.661434978,0.4401947,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.083333333,0.201759531,0.441403948,0.286248132,0.236371761,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.125,0.220527859,0.478141574,0.188340807,0.079423592,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.166666667,0.247507332,0.496758986,0.05754858,0.034852547,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.208333333,0.26686217,0.478859752,0.160687593,0.076854334,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.25,0.263343109,0.466595462,0.304932735,0.209003575,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.291666667,0.259824047,0.473335298,0.467862481,0.366957105,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.333333333,0.210557185,0.486317767,0.261584454,0.520665773,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.375,0.178885631,0.49449396,0.164424514,0.654937444,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.416666667,0.161876833,0.483389806,0.100896861,0.715817694,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.458333333,0.181818182,0.448254273,0.064275037,0.705875782,1,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.5,0.174193548,0.447812316,0.202541106,0.600536193,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.541666667,0.192428686,0.449831253,0.420029895,0.44448168,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.583333333,0.213489736,0.440133324,0.338565022,0.269213584,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.625,0.212903226,0.475625435,0.225710015,0.10958445,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.666666667,0.207624633,0.544821744,0.037369208,0.042113494,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.708333333,0.195894428,0.567969211,0.230941704,0.078418231,1,1,5,0.093609361,0.26270986,0.035493354,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017778195
0.75,0.179472141,0.557307013,0.323617339,0.195263628,1,1,5,0.093609361,0.26270986,0.035493354,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017778195
0.791666667,0.15601173,0.539960224,0.325112108,0.36639857,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.833333333,0.107917888,0.560290218,0.396860987,0.534852547,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.875,0.100879765,0.551948291,0.247384155,0.691689008,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.916666667,0.108504399,0.496979965,0.083707025,0.795688115,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.958333333,0.107331378,0.467368886,0.109118087,0.818029491,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
1,0.117888563,0.459137448,0.195814649,0.734919571,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.041666667,0.205865103,0.459910872,0.585949178,0.582886506,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.083333333,0.37595308,0.45466264,0.53064275,0.366733691,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.125,0.39882698,0.469744402,0.256352765,0.174486148,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.166666667,0.385337243,0.474163966,0.109865471,0.065013405,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.208333333,0.373020528,0.472175162,0.073991031,0.048927614,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.25,0.37888563,0.480627578,0.351270553,0.130585344,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.291666667,0.308504399,0.50675825,0.245889387,0.275915996,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.333333333,0.254545455,0.504769446,0.449925262,0.43554513,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.375,0.22111437,0.496593253,0.246636771,0.585008936,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.416666667,0.19941349,0.497587655,0.10612855,0.686662198,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.458333333,0.205865103,0.486120465,0.08445441,0.73279714,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.541666667,0.204692082,0.463170301,0.273542601,0.56266756,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.583333333,0.212903226,0.465159105,0.295216741,0.391644325,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.625,0.226979472,0.451157123,0.599402093,0.225089365,1,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.666666667,0.236363636,0.503885533,0.169656203,0.093610366,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.708333333,0.225806451,0.559185327,0.021674141,0.066800715,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.75,0.235190616,0.565151739,0.171898356,0.127234138,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.791666667,0.246686217,0.557992045,0.45142003,0.268431635,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.833333333,0.214076247,0.5391868,0.504484305,0.433869526,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.875,0.184164223,0.549517531,0.33632287,0.592828418,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.916666667,0.174780058,0.539076312,0.219730942,0.721961573,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.958333333,0.20117302,0.498526812,0.067264574,0.783847185,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
1,0.237536657,0.472893341,0.121823617,0.773905273,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.041666667,0.24398827,0.475324101,0.411061286,0.67653716,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.083333333,0.26686217,0.470849293,0.698056801,0.504133155,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.125,0.290322581,0.46692693,0.348281016,0.307082216,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.166666667,0.273313783,0.498416323,0.514200299,0.137287757,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.208333333,0.285630498,0.492891868,0.04857997,0.058534406,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.25,0.312609971,0.476318503,0.106875934,0.084450402,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.291666667,0.33313783,0.48830657,0.382660688,0.177055407,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.333333333,0.276832844,0.500294638,0.349028401,0.319928508,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.375,0.227565982,0.503443577,0.269058296,0.462578195,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.416666667,0.185923754,0.506813495,0.321375187,0.574955317,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.458333333,0.186510264,0.51780716,0.136023916,0.663427167,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.5,0.194721408,0.503940778,0.082212257,0.685321716,1,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.541666667,0.187683285,0.479688421,0.214499253,0.629579982,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.583333333,0.199466809,0.487859592,0.257100149,0.50860143,0,1,4,0.138613861,0.26270986,0.054229133,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026325405
0.625,0.20842442,0.474118766,0.352765321,0.341487936,1,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.666666667,0.20117302,0.501565262,0.238415546,0.183199285,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.708333333,0.209384164,0.547650265,0.072496263,0.090929401,1,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.75,0.204692082,0.571062906,0.096412556,0.080285331,0,1,5,0.093609361,0.26270986,0.035493354,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017778195
0.791666667,0.207624633,0.527972157,0.484304933,0.168565684,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.833333333,0.180271928,0.52401966,0.242152466,0.303284182,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.875,0.147214077,0.537639953,0.274289985,0.455987489,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.916666667,0.121407625,0.550511933,0.372944694,0.594057194,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.958333333,0.11026393,0.551616824,0.158445441,0.692470956,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
1,0.112609971,0.511509281,0.055306428,0.736483467,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.041666667,0.120821115,0.487809369,0.144992526,0.70488507,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.083333333,0.117888563,0.486980701,0.386397608,0.583556747,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.125,0.165982404,0.484494696,0.594170404,0.420241287,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.166666667,0.169394828,0.506602561,0.388639761,0.241845398,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.208333333,0.190029326,0.516426046,0.319880419,0.112712243,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.25,0.186510264,0.519519741,0.017189836,0.064566577,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.291666667,0.168328446,0.493941514,0.100896861,0.095174263,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.333333333,0.151906158,0.499079257,0.33632287,0.188672922,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.375,0.130791789,0.510625368,0.422272048,0.328865058,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.416666667,0.102639296,0.517972893,0.332585949,0.465147453,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.458333333,0.08739003,0.516149823,0.164424514,0.580987489,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.5,0.083284457,0.539242045,0.109865471,0.658847185,1,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.541666667,0.08973607,0.525154685,0.073991031,0.66689008,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.583333333,0.094428153,0.499024013,0.19431988,0.596849866,0,1,4,0.138613861,0.26270986,0.054229133,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026325405
0.625,0.102639296,0.491565999,0.351270553,0.457886506,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.666666667,0.124340176,0.503056865,0.483557549,0.296023235,1,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.708333333,0.132551319,0.587415292,0.210014948,0.165326184,0,1,5,0.093609361,0.26270986,0.035493354,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017778195
0.75,0.140762463,0.586697113,0.105381166,0.107238606,0,1,5,0.093609361,0.26270986,0.035493354,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017778195
0.791666667,0.124926686,0.575924426,0.138266069,0.135835567,0,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.833333333,0.125246601,0.538363154,0.374439462,0.23458445,1,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.875,0.096454279,0.52908207,0.193572496,0.361260054,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.916666667,0.083284457,0.544821744,0.299701046,0.493744415,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.958333333,0.073900293,0.573769888,0.22122571,0.593051832,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
1,0.079178886,0.565262228,0.107623318,0.653820375,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.041666667,0.068035191,0.533883323,0.047085202,0.672911265,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.083333333,0.072727273,0.514823954,0.23019432,0.628798034,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.125,0.083870968,0.500460372,0.390134529,0.53116622,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.166666667,0.10170088,0.497863878,0.356502242,0.386729223,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.208333333,0.138123167,0.525292796,0.370702541,0.24139857,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.25,0.1542522,0.521232322,0.150224215,0.130697051,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.291666667,0.141348973,0.532281232,0.034379671,0.102211796,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.333333333,0.172434018,0.511509281,0.30044843,0.143096515,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.375,0.163636364,0.51040439,0.471599402,0.242403932,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.416666667,0.168328446,0.520514143,0.410313901,0.361669014,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.458333333,0.151319648,0.527751178,0.186098655,0.472743521,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.5,0.137829912,0.543716854,0.178624813,0.572609473,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.541666667,0.136891496,0.566411314,0.050822123,0.635723861,0,1,2,0.092709271,0.26270986,0.035130413,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.017607251
0.625,0.162356705,0.516064445,0.183109118,0.568811439,0,1,4,0.138613861,0.26270986,0.054229133,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026325405
0.666666667,0.2,0.516757513,0.295964126,0.453641644,0,1,1,0.137713771,0.26270986,0.053842745,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.026154461
0.708333333,0.237536657,0.555760165,0.326606876,0.31948168,0,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.75,0.273313783,0.597027843,0.140508221,0.206769437,0,1,3,0.104410441,0.26270986,0.039883811,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.019829526
0.791666667,0.283870968,0.599403359,0.015695067,0.169571046,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.833333333,0.280351906,0.572223041,0.099402093,0.197274352,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.875,0.302052786,0.545484679,0.171898356,0.287198391,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.916666667,0.275659824,0.547749706,0.201793722,0.383713137,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.958333333,0.248680352,0.563936359,0.267563528,0.482685433,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
1,0.24516129,0.5797363,0.097907324,0.566577301,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.041666667,0.262756598,0.579515322,0.151718984,0.620170966,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.083333333,0.253958944,0.56443356,0.053064275,0.635612153,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.125,0.277419355,0.557748969,0.227204783,0.594392314,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.166666667,0.371847507,0.558522393,0.430493274,0.510835567,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.208333333,0.420527859,0.549683265,0.273542601,0.39220286,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.25,0.46568915,0.546037125,0.193572496,0.276362824,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.291666667,0.463343108,0.543661609,0.151718984,0.187890974,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.333333333,0.483284458,0.547307749,0.029147982,0.178060769,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.375,0.494428153,0.558632882,0.218236173,0.208333333,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.416666667,0.452199414,0.556588833,0.198056801,0.281948168,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.458333333,0.418181819,0.553937095,0.162929746,0.388851653,0,0,0,0,0,0,0,0,0.949397021,0.224159402,0,0
0.5,0.345454545,0.549130819,0.166666667,0.489276139,0,1,8,0.063006301,0.26270986,0.02339927,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.011966093
0.541666667,0.384164223,0.555318209,0.211509716,0.564789991,0,1,8,0.063006301,0.26270986,0.02339927,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.011966093
0.583333333,0.429912023,0.568521656,0.140508221,0.62857462,1,1,8,0.063006301,0.26270986,0.02339927,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.011966093
0.625,0.534897361,0.5503462,0.027653214,0.624888293,1,1,8,0.063006301,0.26270986,0.02339927,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.011966093
0.666666667,0.606451613,0.543495875,0.343049327,0.571715818,1,1,8,0.063006301,0.26270986,0.02339927,0.985981308,0.050602979,0.949397021,0.224159402,0.189918992,0.011966093
