,hour,dif_tide_height,current_dir,water_temp,wind_speed,tide_height,cluster
988,0.5,0.07659574468085106,0.5298842591666667,0.599955804537406,0.33018867924528306,0.5890303840482572,16
990,0.5833333333333334,0.09787234042553193,0.1626388888888889,0.5980774900848786,0.2641509433962264,0.2782618409517427,8
991,0.625,0.05531914893617021,0.09101851852777776,0.6292906601736272,0.28301886792452835,0.13270777479892762,2
992,0.6666666666666666,0.029787234042553193,0.08203703702777779,0.6948106953284652,0.17924528301886794,0.058199285053619286,10
993,0.7083333333333334,0.042553191489361715,0.08699494949999999,0.6753495477092959,0.14150943396226418,0.07964700623324394,10
994,0.75,0.08085106382978724,0.11037037036111112,0.6403948145669993,0.17924528301886794,0.19693923143431635,10
1018,0.75,0.06808510638297872,0.07884259258333333,0.6697296702032205,0.15094339622641512,0.1647676496648793,10
1019,0.7916666666666666,0.0851063829787234,0.2675231481388889,0.6574101359479703,0.2641509433962264,0.2944593386729222,5
1035,0.4583333333333333,0.021276595744680854,0.5652546297222222,0.6353123158177116,0.0660377358490566,0.6846514745308311,6
1039,0.625,0.08085106382978724,0.17694444444444446,0.6075795523298704,0.16037735849056606,0.33020554068364605,5
1040,0.6666666666666666,0.06808510638297872,0.1256018518611111,0.6896729522509353,0.19811320754716985,0.20688114390080425,10
1041,0.7083333333333334,0.00851063829787234,0.09490740741666666,0.6923246906135314,0.22641509433962265,0.14075067024128687,10
1064,0.6666666666666666,0.06382978723404256,0.15458333333333332,0.6338759579799282,0.3490566037735849,0.3021671134718499,7
1065,0.7083333333333334,0.03829787234042553,0.13780092591666668,0.6807785802683499,0.3679245283018868,0.2125781948391421,7
1089,0.7083333333333334,0.03404255319148936,0.14314814813888888,0.7095609899704071,0.2358490566037736,0.3465147453083109,5
1090,0.75,0.01276595744680851,0.09895833333333333,0.6549793755612789,0.03773584905660378,0.3026139410187667,5
1138,0.75,0.03829787234042553,0.3154166666666667,0.7077931648372993,0.33018867924528306,0.4548704200402144,1
1157,0.5416666666666666,0.029787234042553193,0.5834953702777779,0.7149749560150194,0.1037735849056604,0.4905049150804289,4
1182,0.5833333333333334,0.025531914893617023,0.5736111111111111,0.6965232767962652,0.2169811320754717,0.4673815906836461,4
1183,0.625,0.03404255319148936,0.5725694444444445,0.7348629937344915,0.2735849056603773,0.521112600536193,4
1184,0.6666666666666666,0.017021276595744685,0.5716666666666667,0.7349734830539109,0.22641509433962265,0.5663538873994638,11
1186,0.75,0.017021276595744685,0.5000231480555556,0.7263553333754731,0.19811320754716985,0.6127122432975871,11
1205,0.5416666666666666,0.029787234042553193,0.4352546297222222,0.7835886861471979,0.17924528301886794,0.3433869526139409,4
1207,0.625,0.046808510638297884,0.5810185186111111,0.7938641723022584,0.169811320754717,0.4693923145442358,4
1209,0.7083333333333334,0.042553191489361715,0.5870833333333333,0.7608279320892246,0.169811320754717,0.6239946380697049,11
1232,0.6666666666666666,0.0723404255319149,0.5575925925,0.7376252214165075,0.4905660377358491,0.5070375335120643,14
1278,0.5833333333333334,0.0,0.05064814813888889,0.6744807016571837,0.19811320754716985,0.1713583556970509,10
1302,0.5833333333333334,0.03404255319148936,0.06206018519444445,0.6626031233537429,0.2735849056603773,0.15046916890080428,8
1303,0.625,0.042553191489361715,0.035162037027777766,0.6764695054291308,0.24528301886792456,0.1270107238605898,10
1326,0.5833333333333334,0.07659574468085106,0.08717592591666666,0.649289187212519,0.169811320754717,0.17672028599195708,10
1328,0.6666666666666666,0.046808510638297884,0.03877314813888889,0.6875184148313256,0.18867924528301888,0.10819105402144773,10
1329,0.7083333333333334,0.08936170212765958,0.02203703703611111,0.7122127283330035,0.09433962264150944,0.21726988384718496,10
1350,0.5833333333333334,0.09787234042553193,0.12868055555555558,0.6491786978930993,0.169811320754717,0.27949061662198393,8
1351,0.625,0.06808510638297872,0.08590277777777779,0.6834303186309459,0.16037735849056606,0.1284629133378016,10
1352,0.6666666666666666,0.004255319148936171,0.06247685186111111,0.7009428402919693,0.0660377358490566,0.0901474530831099,10
1353,0.7083333333333334,0.06382978723404256,0.04668981480555556,0.6550898648806984,0.2547169811320755,0.15214477211796246,10
1375,0.625,0.10638297872340426,0.10793981480555556,0.6526038601657644,0.22641509433962265,0.2525692582439678,8
1544,0.6666666666666666,0.1148936170212766,0.3027546297222222,0.2674388629986564,0.30188679245283023,0.2450848972520107,12
1545,0.7083333333333334,0.1148936170212766,0.5671064813888889,0.2803660875163132,0.12264150943396228,0.40773011615281496,9
1555,0.75,0.13191489361702127,0.35208333333333336,0.2389326756007464,0.0849056603773585,0.32462019658176944,12
1647,0.5833333333333334,0.059574468085106386,0.5366898147222223,0.21390689480374392,0.16037735849056606,0.5626675603217157,9
1651,0.75,0.03829787234042553,0.11474537036111113,0.3013037714500013,0.2075471698113208,0.17761394101876676,12
1695,0.5833333333333334,0.042553191489361715,0.5660185186111111,0.25274381268495705,0.28301886792452835,0.5428954423592492,9
1697,0.6666666666666666,0.05106382978723405,0.4803703702777778,0.2586549796725561,0.33018867924528306,0.5577524575737265,9
1698,0.7083333333333334,0.0851063829787234,0.41657407416666653,0.2461144667784665,0.24528301886792456,0.5088248436327077,9
1699,0.75,0.07659574468085106,0.18870370369444445,0.26688641706449223,0.2641509433962264,0.4187890973860589,12
1719,0.5833333333333334,0.042553191489361715,0.4888888888888889,0.2953674938259778,0.5566037735849058,0.520554066152815,15
1722,0.7083333333333334,0.017021276595744685,0.39125,0.27346051864274035,0.6037735849056605,0.55015638961126,15
1862,0.5416666666666666,0.046808510638297884,0.10918981480555556,0.4183669710278042,0.5377358490566039,0.1726988382707775,7
1961,0.6666666666666666,0.06808510638297872,0.12253968252777778,0.5290218033379559,0.2547169811320755,0.1341599642761394,2
1985,0.6666666666666666,0.046808510638297884,0.12555555555555556,0.5222819681120454,0.18867924528301888,0.20062555851206434,2
1986,0.7083333333333334,0.017021276595744685,0.10275,0.5248453154168666,0.2641509433962264,0.15527256481233245,2
2056,0.625,0.029787234042553193,0.4869444444444445,0.5232763699980192,0.3113207547169811,0.577859696380697,16
2060,0.7916666666666666,0.029787234042553193,0.10066666666666667,0.5124484385717292,0.33018867924528306,0.20051385167560326,7
2083,0.75,0.07659574468085106,0.16842592591666666,0.5091337656184838,0.3207547169811321,0.39186773907506706,7
2084,0.7916666666666666,0.06382978723404256,0.10166666666666667,0.5040954627295511,0.3207547169811321,0.28786863270777474,7
2102,0.6666666666666666,0.03404255319148936,0.5497222222222222,0.5223924574314653,0.15094339622641512,0.6089142091152814,11
2159,0.7083333333333334,0.1021276595744681,0.8561111111111109,0.628461991935316,0.4056603773584906,0.4535299374664878,13
2160,0.7916666666666666,0.06808510638297872,0.5511111111111111,0.617192103894282,0.3679245283018868,0.7782618411528149,16
2173,0.7083333333333334,0.06382978723404256,0.4889722222222223,0.7588391283172777,0.37735849056603776,0.12796550154155498,14
2216,0.75,0.05106382978723405,0.10546296297222224,0.608850177182926,0.4245283018867925,0.18020245911528146,7
2260,0.5833333333333334,0.025531914893617023,0.5459953702777778,0.6253130526297329,0.3490566037735849,0.6257819483914209,16
2263,0.7083333333333334,0.059574468085106386,0.30303240750000004,0.6303955513790209,0.2547169811320755,0.4566577300938337,1
2264,0.75,0.05531914893617021,0.18875,0.6432122865772578,0.12264150943396228,0.37701072386058976,5
2282,0.5,0.0851063829787234,0.4430555555555555,0.6436542431920022,0.2358490566037736,0.510053619302949,4
2285,0.625,0.017021276595744685,0.5496759258333334,0.6260864765398018,0.05660377358490566,0.6048927613941019,11
2287,0.7083333333333334,0.06382978723404256,0.3226620369444444,0.6186284623949998,0.05660377358490566,0.5730563002680964,11
2305,0.4583333333333333,0.05531914893617021,0.9326157408333332,0.5907852095877391,0.2169811320754717,0.3725424485924933,13
2307,0.5416666666666666,0.06808510638297872,0.5947916666666667,0.6002320275044881,0.2075471698113208,0.4814566577077748,4
2309,0.625,0.05106382978723405,0.5661574075,0.6056459928861657,0.16037735849056606,0.5752904376675602,4
2310,0.6666666666666666,0.029787234042553193,0.5696296297222222,0.6123305837838338,0.169811320754717,0.6178507593833779,11
2311,0.7083333333333334,0.042553191489361715,0.5640404041666667,0.6218929127495265,0.14150943396226418,0.6094727432975869,11
2312,0.75,0.029787234042553193,0.39085648138888895,0.6196228642809734,0.11320754716981132,0.5711572833109919,11
2330,0.5,0.05106382978723405,0.08583333333333333,0.6487367412783551,0.2547169811320755,0.35936103666219843,8
2333,0.625,0.03404255319148936,0.5849305555555555,0.6572444023003079,0.14150943396226418,0.559092940147453,4
2335,0.7083333333333334,0.01276595744680851,0.5476851852777778,0.6901149088656793,0.17924528301886794,0.6360589812332439,11
2336,0.75,0.021276595744680854,0.5716203702777778,0.6587912494575108,0.30188679245283023,0.6363941018766756,11
2353,0.4583333333333333,0.017021276595744685,0.07027777777777779,0.6687905126454894,0.0660377358490566,0.344950848994638,8
2354,0.5,0.01276595744680851,0.07851851852777778,0.6687905126454894,0.2735849056603773,0.3466264522117962,8
2381,0.625,0.05531914893617021,0.1305050505,0.7323016557844142,0.169811320754717,0.4573279713806969,5
2382,0.6666666666666666,0.05106382978723405,0.4701157408333333,0.7295042726810563,0.1320754716981132,0.5455764075067023,11
2404,0.5833333333333334,0.025531914893617023,0.14807870369444445,0.7144225107437899,0.28301886792452835,0.31680071494638073,8
2406,0.6666666666666666,0.07659574468085106,0.4591898147222223,0.7248637305465127,0.3207547169811321,0.4985478105227882,1
2407,0.7083333333333334,0.06382978723404256,0.5920370369444444,0.7449175019136471,0.3867924528301887,0.6084673813672921,16
2408,0.75,0.06382978723404256,0.5830787036111111,0.7419895405839689,0.3679245283018868,0.7128016085790884,16
2452,0.5833333333333334,0.029787234042553193,0.1301388888888889,0.6711660287039383,0.3584905660377359,0.25044682754691683,8
2454,0.6666666666666666,0.059574468085106386,0.2751388888888889,0.6721051855987348,0.3679245283018868,0.3255138516756032,1
2455,0.7083333333333334,0.08936170212765958,0.9388425925,0.7255819094654044,0.1037735849056604,0.4606791778150133,13
2474,0.5,0.1021276595744681,0.435,0.6534877727323185,0.2735849056603773,0.5535075960455763,4
2500,0.5833333333333334,0.10638297872340426,0.15181818180555556,0.638586810957156,0.30188679245283023,0.3490840035522789,8
2504,0.75,0.1276595744680851,0.33648148138888884,0.6384060107950522,0.37735849056603776,0.3928731010053619,1
2569,0.4583333333333333,0.03404255319148936,0.5321296297222222,0.6372458752614163,0.2358490566037736,0.7945710455764075,6
2576,0.75,0.03404255319148936,0.11328703702777775,0.6673541548077062,0.17924528301886794,0.22017426273458446,10
2577,0.7916666666666666,0.0723404255319149,0.10634259258333333,0.6386822337621341,0.2075471698113208,0.32808310991957107,5
2595,0.5416666666666666,0.042553191489361715,0.5179629630555556,0.6018341189899337,0.2075471698113208,0.7409517426273458,6
2596,0.5833333333333334,0.0723404255319149,0.4961342591666666,0.6028285208759072,0.18867924528301888,0.6715817694369972,6
2597,0.625,0.06808510638297872,0.3581712963888889,0.6081319976010999,0.2924528301886793,0.5504915102546917,1
2619,0.5416666666666666,0.021276595744680854,0.5179629630555556,0.5881334712251425,0.28301886792452835,0.7295576407506701,6
2642,0.5,0.06382978723404256,0.6008101852777777,0.5574727464076232,0.5,0.6096961575067024,16
2644,0.5833333333333334,0.042553191489361715,0.5125231480555555,0.562886711789301,0.5283018867924528,0.7308981233243966,16
2649,0.7916666666666666,0.03404255319148936,0.0953787878888889,0.5637354689345127,0.5566037735849058,0.38550044684986573,7
2862,0.6666666666666666,0.05106382978723405,0.5696527777777778,0.10209192695995628,0.11320754716981132,0.531166219839142,9
2913,0.7916666666666666,0.017021276595744685,0.5504166666666667,0.14766868006707967,0.16037735849056606,0.6577301159517425,9
3123,0.5416666666666666,0.06808510638297872,0.5120833333333333,0.2590416912961233,0.5377358490566039,0.6615777975871312,15
3176,0.75,0.042553191489361715,0.18752314813888887,0.3253903946892727,0.2641509433962264,0.4139779975871313,12
3199,0.7083333333333334,0.06808510638297872,0.4184722222222223,0.2890947258512362,0.30188679245283023,0.5511382343163538,9
3201,0.7916666666666666,0.046808510638297884,0.14960648147222222,0.26230111992112604,0.2358490566037736,0.40750670241286857,12
3220,0.5833333333333334,0.05106382978723405,0.5525231480555556,0.28290733655948963,0.339622641509434,0.5941342332439677,9
3344,0.75,0.10638297872340426,0.5839583333333334,0.3596972597553616,0.02830188679245283,0.5533958892091152,9
3578,0.625,0.029787234042553193,0.5628703702777778,0.5284141130755495,0.169811320754717,0.5044682752680965,4
3647,0.5,0.03829787234042553,0.1604861111111111,0.548025928490874,0.30188679245283023,0.24776586239946374,8
3651,0.6666666666666666,0.06808510638297872,0.21643518519444446,0.6270256334345983,0.2358490566037736,0.41298033961126,5
3652,0.7083333333333334,0.059574468085106386,0.5262731480555556,0.6052592812625988,0.3584905660377359,0.523793565683646,16
3677,0.75,0.0723404255319149,0.5957870369444445,0.6500626104596534,0.2075471698113208,0.5759606789544235,11
3696,0.5416666666666666,0.05531914893617021,0.18583333333333332,0.5562021215545676,0.2169811320754717,0.24776586239946374,8
3698,0.625,0.021276595744680854,0.08761574074999999,0.5423909844703572,0.169811320754717,0.1813002680965148,2
3699,0.6666666666666666,0.08085106382978724,0.14626262625,0.5494522422066745,0.18867924528301888,0.25212243076407503,5
3700,0.7083333333333334,0.08085106382978724,0.5641161616666667,0.649012964245437,0.4622641509433963,0.3706434316353887,14
3724,0.7083333333333334,0.08085106382978724,0.3136342591666666,0.619015174018567,0.30188679245283023,0.29557640750670233,1
3741,0.4166666666666667,0.021276595744680854,0.5571296297222221,0.5604559520655439,0.2169811320754717,0.7617292225201071,6
3742,0.4583333333333333,0.059574468085106386,0.5420370369444445,0.543661608660478,0.169811320754717,0.6952636280160857,6
3767,0.5,0.059574468085106386,0.5392361111111111,0.5327784329059457,0.03773584905660378,0.6428731012064343,6
3768,0.5416666666666666,0.08936170212765958,0.4887037036111112,0.5448217441941139,0.16037735849056606,0.5260277032841822,4
3842,0.6666666666666666,0.0723404255319149,0.1762731481388889,0.5473629939002251,0.3679245283018868,0.33646112600536193,7
3912,0.5833333333333334,0.03404255319148936,0.5801620369444445,0.6279647909923292,0.18867924528301888,0.6091376226541554,4
3915,0.7083333333333334,0.046808510638297884,0.4362962963888888,0.6168606365989573,0.17924528301886794,0.5236818587801608,11
4028,0.4166666666666667,0.06382978723404256,0.5135185186111111,0.6107284916354536,0.16037735849056606,0.7677613941018766,6
4076,0.6666666666666666,0.021276595744680854,0.1033796296388889,0.6622716560584185,0.12264150943396228,0.05864611260053618,10
4077,0.7083333333333334,0.05106382978723405,0.07881944444444444,0.6537639956994004,0.02830188679245283,0.11695710455764075,10
4100,0.6666666666666666,0.05531914893617021,0.12432870369444445,0.6578520918997799,0.4245283018867925,0.1333780160857909,7
4168,0.5,0.029787234042553193,0.5402777777777777,0.6114466705543451,0.30188679245283023,0.6905719390080427,6
4172,0.6666666666666666,0.07659574468085106,0.3533101852777778,0.5820565705898813,0.12264150943396228,0.515862377144772,11
4173,0.7083333333333334,0.05106382978723405,0.1958585858611111,0.587842181743619,0.14150943396226418,0.41867739054959774,5
4174,0.75,0.05106382978723405,0.12736111111111112,0.5984642017084456,0.11320754716981132,0.3294235924932976,5
