hour,wave_height,water_temp,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.75,0.068035191,0.675585592,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.070381232,0.664647171,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.048680352,0.67459119,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.875,0.031671554,0.686800236,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.02228739,0.673320566,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.019354839,0.652935327,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.019941349,0.635864762,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.018181818,0.621280201,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.02228739,0.621224956,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.032258064,0.619733353,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.041642229,0.616473925,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.042815249,0.630947997,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.05422554,0.620325977,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.063343109,0.626307455,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.055131965,0.627412346,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.050439883,0.63232911,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.058651026,0.633710224,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.041055718,0.646858427,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.037536657,0.644427666,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.055718475,0.625589276,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.08797654,0.63608574,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.625,0.106158358,0.63973188,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.135483871,0.633875958,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.159530792,0.68077858,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.197067449,0.672270919,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.185337243,0.654316441,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.153079179,0.649178698,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.875,0.08493735,0.66594793,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.06744868,0.660669564,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.041642229,0.643212287,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.038709677,0.651830436,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.029325513,0.637356365,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.032258064,0.62321376,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.029912023,0.615258544,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.036363637,0.611225693,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.037536657,0.627578079,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.046920821,0.623931939,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.06744868,0.622219358,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.068621701,0.621777402,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.060997068,0.62442914,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.040469208,0.633489246,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.052199414,0.632660577,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.064516129,0.64956541,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.039882698,0.652051414,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.051026393,0.64277033,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.625,0.076832845,0.629180171,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.071554252,0.627357101,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.073900293,0.70956099,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.06686217,0.654979376,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.058064516,0.710334414,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.053958945,0.720996612,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.875,0.045161291,0.70348409,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.035777126,0.71138406,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.038709677,0.713483353,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.033431085,0.684093253,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.035190616,0.667851356,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.032844575,0.651719947,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.038709677,0.661442988,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.040469208,0.664205216,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.051026393,0.659951385,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.06627566,0.638626989,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.070381232,0.638626989,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.080351906,0.657189157,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.078592376,0.695307896,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.077419355,0.706412051,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.063343109,0.705141426,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.057478006,0.696412787,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.056304985,0.695197408,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.065102639,0.661719211,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.625,0.072140762,0.714477755,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.085043988,0.706191073,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.095601173,0.738398645,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.112023461,0.726963023,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.121994135,0.710886859,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.107917888,0.700500884,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.875,0.083284457,0.698898792,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.060410557,0.699285504,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.055131965,0.699175015,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.058651026,0.698622569,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.06627566,0.687186948,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.073313783,0.676690483,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.057478006,0.664978639,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.054545455,0.658459782,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.059824047,0.656802446,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.059824047,0.650559811,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.077419355,0.65199617,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.071500933,0.65865565,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.085630499,0.660338097,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.08973607,0.66365277,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.069794722,0.657852092,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.070381232,0.670447849,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.065102639,0.695694609,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.099706745,0.695418386,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.625,0.13431085,0.707793165,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.163049854,0.720388922,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.163049854,0.704533736,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.158944281,0.707793165,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.15542522,0.719836476,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.135483871,0.705472894,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.875,0.13372434,0.688236594,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.113196481,0.685971568,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.076246334,0.699064526,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.065689149,0.695418386,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.051026393,0.681275781,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.040469208,0.664647171,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.039296187,0.666746465,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.032844575,0.668293312,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.029325513,0.657023424,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.046920821,0.651333235,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.065102639,0.649675899,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.072140762,0.652217148,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.06744868,0.658901739,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.059824047,0.668956246,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.063343109,0.670668828,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.057478006,0.691275044,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.068621701,0.714974956,1,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.081524926,0.716908515,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.625,0.11143695,0.719670742,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.130791789,0.740442693,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.191788856,0.722653948,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.167155425,0.715914114,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.144868035,0.725802887,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.103812317,0.705970095,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.875,0.093255132,0.693484826,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.093841642,0.700114172,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.076832845,0.698125368,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.060997068,0.704423247,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.056304985,0.693540071,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.04457478,0.687076459,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.034017595,0.679231732,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.028739003,0.664149971,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.035777126,0.662934591,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.055131965,0.674812169,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.102639296,0.6623269,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.090909091,0.660061874,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.06627566,0.671331762,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.068621701,0.686358279,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.076246334,0.689230996,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.072727273,0.682546405,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.055131965,0.674756924,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.096187684,0.696523277,1,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.625,0.069794722,0.734862994,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.095601173,0.734973483,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.078592376,0.743260165,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.073313783,0.726355333,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.065689149,0.735636418,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.054545455,0.728675604,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.875,0.051612903,0.724145551,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.050439883,0.721162345,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.051026393,0.742486742,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.065102639,0.743702121,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.054545455,0.74149234,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.046334311,0.725416176,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.038123167,0.715085445,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.041642229,0.708124632,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.040469208,0.708290366,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.055718475,0.701440041,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.078592376,0.687628904,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.078005865,0.694534473,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.065102639,0.691717001,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.064516129,0.702268709,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.06744868,0.729393783,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.073313783,0.734531526,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.075659824,0.783588686,1,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.078005865,0.789776075,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.625,0.086803519,0.793864172,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.096774194,0.713704331,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.083870968,0.760827932,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.063343109,0.769777549,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.057478006,0.736409841,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.048680352,0.726355333,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.875,0.048680352,0.746574838,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.061263663,0.753395029,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.071554252,0.739006335,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.071554252,0.742486742,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.06686217,0.747348262,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.063343109,0.742431497,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.072140762,0.737790955,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.062756598,0.730719653,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.070967742,0.732653212,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.059824047,0.707295964,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.085630499,0.705528138,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.080938416,0.708842811,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.06627566,0.698456836,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.069794722,0.708621833,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.082697947,0.712267973,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.084457478,0.732487478,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.122580645,0.740000737,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.145454546,0.748121686,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.625,0.153665689,0.750441957,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.1771261,0.737625221,1,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.180645162,0.719339275,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.176539589,0.700666618,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.141348973,0.700224661,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.092668622,0.70713023,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.875,0.070967742,0.700279906,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.062756598,0.685142899,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.069581445,0.672818343,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.074486803,0.680336624,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.08797654,0.672436653,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.086217009,0.668569535,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.125,0.093894961,0.681677559,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.166666667,0.093841642,0.690059665,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.208333333,0.076619568,0.687161837,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.25,0.086217009,0.680391868,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.291666667,0.095014663,0.671718474,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.333333333,0.102639296,0.67155274,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.375,0.095601173,0.680060401,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.416666667,0.107917888,0.684535209,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.458333333,0.097360704,0.687849882,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.5,0.104985338,0.70166102,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.541666667,0.109677419,0.70591485,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.583333333,0.11143695,0.724200796,0,1,1,0.257087629,0.366989832,0.167101072,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.034929485
0.625,0.122580645,0.736575575,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.666666667,0.130791789,0.737790955,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.708333333,0.144281525,0.728344137,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.75,0.1542522,0.7206099,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.791666667,0.145454546,0.709450501,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.833333333,0.115542522,0.699672216,0,1,3,0.31443299,0.366989832,0.210049411,0.985981308,0.050602979,0.949397021,0.334246575,0.135866066,0.042720773
0.875,0.093255132,0.687628904,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.916666667,0.104985338,0.670447849,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.958333333,0.095014663,0.669784915,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
1,0.094428153,0.676193282,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.041666667,0.108504399,0.659509428,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
0.083333333,0.109677419,0.653708751,0,0,0,0,0,0,0,0,0.949397021,0.334246575,0,0
