,hour,wind_dir,current_dir,wind_speed,current_speed,wave_height,water_temp,tide_height,dif_tide_height,tide_variation,cluster
943,0.625,0.7269444444444444,0.058171296305555564,0.12264150943396228,0.3246159609088461,0.11202346067144243,0.6432675309055003,0.04378909738605899,0.017021276595744685,0.04409566517189836,14
944,0.6666666666666666,0.7172222222222222,0.042847222222222224,0.15094339622641512,0.27223679269690243,0.14428152496053526,0.6607248089012157,0.09550938337801608,0.06382978723404256,0.18236173393124067,14
964,0.5,0.7694444444444445,0.4871990741666667,0.07547169811320756,0.28812289238486194,0.06627566007419955,0.5987956690037703,0.5142984807640749,0.10638297872340426,0.4626307922272048,23
965,0.5416666666666666,0.6797222222222222,0.2506018518611111,0.24528301886792456,0.1958786061932297,0.07038123168806598,0.5965858872559182,0.3372430741957104,0.1021276595744681,0.6128550074738416,24
969,0.7083333333333334,0.8261111111111109,0.07770833333333334,0.14150943396226418,0.17819408012889434,0.0991202343927555,0.6653101060445819,0.13181411977211796,0.08085106382978724,0.28923766816143504,12
970,0.75,0.950277777777778,0.4553703702777778,0.22641509433962265,0.059722742585141986,0.11612903228530888,0.6681828230460174,0.2895442359249329,0.09361702127659577,0.3191330343796712,41
988,0.5,0.6325,0.5298842591666667,0.33018867924528306,0.4437617083437394,0.058064516142654427,0.599955804537406,0.5890303840482572,0.07659574468085106,0.3213751868460389,48
990,0.5833333333333334,0.6261111111111112,0.1626388888888889,0.2641509433962264,0.2654926937854933,0.08211143720401443,0.5980774900848786,0.2782618409517427,0.09787234042553193,0.2855007473841555,46
991,0.625,0.6266666666666667,0.09101851852777776,0.28301886792452835,0.41333832884002336,0.07624633409413402,0.6292906601736272,0.13270777479892762,0.05531914893617021,0.3654708520179372,2
992,0.6666666666666666,0.6786111111111112,0.08203703702777779,0.17924528301886794,0.439040839105753,0.081524926470739,0.6948106953284652,0.058199285053619286,0.029787234042553193,0.04633781763826607,14
993,0.7083333333333334,0.7241666666666666,0.08699494949999999,0.14150943396226418,0.32511325304807354,0.06702212764035713,0.6753495477092959,0.07964700623324394,0.042553191489361715,0.1046337817638266,14
994,0.75,0.9461111111111112,0.11037037036111112,0.17924528301886794,0.1680779317617808,0.058064516142654427,0.6403948145669993,0.19693923143431635,0.08085106382978724,0.4364723467862481,43
1018,0.75,0.8469444444444444,0.07884259258333333,0.15094339622641512,0.22540277250875776,0.08563049878841769,0.6697296702032205,0.1647676496648793,0.06808510638297872,0.14648729446935727,12
1019,0.7916666666666666,0.8516666666666667,0.2675231481388889,0.2641509433962264,0.07628325216424245,0.0639296185487225,0.6574101359479703,0.2944593386729222,0.0851063829787234,0.5388639760837071,41
1035,0.4583333333333333,0.7783333333333333,0.5652546297222222,0.0660377358490566,0.4723117270687043,0.03636363660677152,0.6353123158177116,0.6846514745308311,0.021276595744680854,0.15695067264573992,48
1039,0.625,0.7541666666666667,0.17694444444444446,0.16037735849056606,0.25762457838884945,0.058064516142654427,0.6075795523298704,0.33020554068364605,0.08085106382978724,0.3071748878923767,46
1040,0.6666666666666666,0.7863888888888889,0.1256018518611111,0.19811320754716985,0.3720494565857565,0.0633431085192594,0.6896729522509353,0.20688114390080425,0.06808510638297872,0.36397608370702544,12
1041,0.7083333333333334,0.8619444444444445,0.09490740741666666,0.22641509433962265,0.38493817900973015,0.0633431085192594,0.6923246906135314,0.14075067024128687,0.00851063829787234,0.04409566517189836,14
1064,0.6666666666666666,0.8961111111111112,0.15458333333333332,0.3490566037735849,0.2712626451063393,0.13548387099952702,0.6338759579799282,0.3021671134718499,0.06382978723404256,0.2197309417040359,34
1065,0.7083333333333334,0.8861111111111111,0.13780092591666668,0.3679245283018868,0.3055076806598538,0.159530792060887,0.6807785802683499,0.2125781948391421,0.03829787234042553,0.2272047832585949,12
1089,0.7083333333333334,0.6327777777777778,0.14314814813888888,0.2358490566037736,0.28077931798468725,0.07390029327246928,0.7095609899704071,0.3465147453083109,0.03404255319148936,0.1816143497757848,46
1090,0.75,0.0,0.09895833333333333,0.03773584905660378,0.280479580285265,0.06686217010366269,0.6549793755612789,0.3026139410187667,0.01276595744680851,0.020926756352765325,30
1138,0.75,0.9044444444444444,0.3154166666666667,0.33018867924528306,0.15691270131180762,0.15894428132761154,0.7077931648372993,0.4548704200402144,0.03829787234042553,0.10089686098654707,1
1157,0.5416666666666666,0.8111111111111111,0.5834953702777779,0.1037735849056604,0.1484451105163193,0.06862170089586432,0.7149749560150194,0.4905049150804289,0.029787234042553193,0.06576980568011959,22
1182,0.5833333333333334,0.7138888888888889,0.5736111111111111,0.2169811320754717,0.1446983888688961,0.0961876835416276,0.6965232767962652,0.4673815906836461,0.025531914893617023,0.05754857997010464,22
1183,0.625,0.7033333333333333,0.5725694444444445,0.2735849056603773,0.20562008236862453,0.06979472165860287,0.7348629937344915,0.521112600536193,0.03404255319148936,0.1898355754857997,22
1184,0.6666666666666666,0.73,0.5716666666666667,0.22641509433962265,0.2499812662892525,0.09560117280835218,0.7349734830539109,0.5663538873994638,0.017021276595744685,0.08295964125560537,22
1186,0.75,0.8052777777777778,0.5000231480555556,0.19811320754716985,0.1965530160843706,0.07331378324300616,0.7263553333754731,0.6127122432975871,0.017021276595744685,0.05680119581464872,22
1205,0.5416666666666666,0.6963888888888888,0.4352546297222222,0.17924528301886794,0.02937429748380125,0.07565982406467092,0.7835886861471979,0.3433869526139409,0.029787234042553193,0.059043348281016435,22
1207,0.625,0.7788888888888889,0.5810185186111111,0.169811320754717,0.15773698009762027,0.08680351884734391,0.7938641723022584,0.4693923145442358,0.046808510638297884,0.13079222720478328,22
1209,0.7083333333333334,0.7977777777777777,0.5870833333333333,0.169811320754717,0.2760584487467008,0.08387096799621603,0.7608279320892246,0.6239946380697049,0.042553191489361715,0.17414050822122573,22
1232,0.6666666666666666,0.8397222222222223,0.5575925925,0.4905660377358491,0.18471337574325647,0.1771260999829035,0.7376252214165075,0.5070375335120643,0.0723404255319149,0.16591928251121074,28
1278,0.5833333333333334,0.7033333333333333,0.05064814813888889,0.19811320754716985,0.3124016484659345,0.07741935485687257,0.6744807016571837,0.1713583556970509,0.0,0.017189835575485802,14
1302,0.5833333333333334,0.6966666666666667,0.06206018519444445,0.2735849056603773,0.3784188833953681,0.06158357772705773,0.6626031233537429,0.15046916890080428,0.03404255319148936,0.08819133034379671,14
1303,0.625,0.6755555555555556,0.035162037027777766,0.24528301886792456,0.3116523041724184,0.05043988294438472,0.6764695054291308,0.1270107238605898,0.042553191489361715,0.2690582959641256,2
1326,0.5833333333333334,0.7052777777777778,0.08717592591666666,0.169811320754717,0.4056950167404265,0.07624633409413402,0.649289187212519,0.17672028599195708,0.07659574468085106,0.2683109118086697,2
1328,0.6666666666666666,0.8466666666666667,0.03877314813888889,0.18867924528301888,0.330161108932645,0.10146627591823257,0.6875184148313256,0.10819105402144773,0.046808510638297884,0.23318385650224216,12
1329,0.7083333333333334,0.7936111111111109,0.02203703703611111,0.09433962264150944,0.16403147241493538,0.10439882676936044,0.7122127283330035,0.21726988384718496,0.08936170212765958,0.43796711509716,43
1350,0.5833333333333334,0.7494444444444445,0.12868055555555558,0.169811320754717,0.36425627568140906,0.08739002958061934,0.6491786978930993,0.27949061662198393,0.09787234042553193,0.5508221225710015,46
1351,0.625,0.7536111111111111,0.08590277777777779,0.16037735849056606,0.549943799042205,0.09736070360055382,0.6834303186309459,0.1284629133378016,0.06808510638297872,0.3579970104633782,2
1352,0.6666666666666666,0.8138888888888889,0.06247685186111111,0.0660377358490566,0.5010116146883411,0.1026392959771588,0.7009428402919693,0.0901474530831099,0.004255319148936171,0.01345291479820628,14
1353,0.7083333333333334,0.8958333333333334,0.04668981480555556,0.2547169811320755,0.35623829139009344,0.10967741914596538,0.6550898648806984,0.15214477211796246,0.06382978723404256,0.28026905829596416,12
1375,0.625,0.8552777777777777,0.10793981480555556,0.22641509433962265,0.4381416259175652,0.06686217010366269,0.6526038601657644,0.2525692582439678,0.10638297872340426,0.2615844544095665,12
1544,0.6666666666666666,0.8386111111111111,0.3027546297222222,0.30188679245283023,0.05485200447946029,0.13431085023678846,0.2674388629986564,0.2450848972520107,0.1148936170212766,0.4147982062780269,42
1545,0.7083333333333334,0.8641666666666667,0.5671064813888889,0.12264150943396228,0.2643686773002585,0.12199413469137692,0.2803660875163132,0.40773011615281496,0.1148936170212766,0.5,23
1555,0.75,0.924722222222222,0.35208333333333336,0.0849056603773585,0.07695766205538335,0.054545454558251126,0.2389326756007464,0.32462019658176944,0.13191489361702127,0.2608370702541106,42
1647,0.5833333333333334,0.7811111111111111,0.5366898147222223,0.16037735849056606,0.4029224427734876,0.07741935485687257,0.21390689480374392,0.5626675603217157,0.059574468085106386,0.15994020926756355,29
1651,0.75,0.8005555555555556,0.11474537036111113,0.2075471698113208,0.34312476575899403,0.14428152496053526,0.3013037714500013,0.17761394101876676,0.03829787234042553,0.08594917787742899,33
1695,0.5833333333333334,0.4847222222222222,0.5660185186111111,0.28301886792452835,0.35541401260428074,0.09853372436329236,0.25274381268495705,0.5428954423592492,0.042553191489361715,0.14125560538116594,3
1697,0.6666666666666666,0.5069444444444444,0.4803703702777778,0.33018867924528306,0.2355189208758713,0.14310850419779672,0.2586549796725561,0.5577524575737265,0.05106382978723405,0.1345291479820628,3
1698,0.7083333333333334,0.5219444444444444,0.41657407416666653,0.24528301886792456,0.10191082802759684,0.16832844602189526,0.2461144667784665,0.5088248436327077,0.0851063829787234,0.2062780269058296,3
1699,0.75,0.5449999999999999,0.18870370369444445,0.2641509433962264,0.17871862112536352,0.20000000028152493,0.26688641706449223,0.4187890973860589,0.07659574468085106,0.1704035874439462,3
1719,0.5833333333333334,0.5088888888888888,0.4888888888888889,0.5566037735849058,0.027882421057126638,0.28712343349844544,0.2953674938259778,0.520554066152815,0.042553191489361715,0.12630792227204785,38
1722,0.7083333333333334,0.5547222222222222,0.39125,0.6037735849056605,0.06796553014652823,0.4797653962415872,0.27346051864274035,0.55015638961126,0.017021276595744685,0.03736920777279522,38
1862,0.5416666666666666,0.5136111111111111,0.10918981480555556,0.5377358490566039,0.3682278005359579,0.6322580644298553,0.4183669710278042,0.1726988382707775,0.046808510638297884,0.13976083707025413,20
1961,0.6666666666666666,0.6947222222222222,0.12253968252777778,0.2547169811320755,0.43848418333971695,0.19379974878446912,0.5290218033379559,0.1341599642761394,0.06808510638297872,0.15844544095665172,33
1985,0.6666666666666666,0.5777777777777777,0.12555555555555556,0.18867924528301888,0.414162607625836,0.1624633429120149,0.5222819681120454,0.20062555851206434,0.046808510638297884,0.2384155455904335,2
1986,0.7083333333333334,0.6680555555555555,0.10275,0.2641509433962264,0.4052004494869231,0.1720821114773213,0.5248453154168666,0.15527256481233245,0.017021276595744685,0.08146487294469358,33
2056,0.625,0.5294444444444444,0.4869444444444445,0.3113207547169811,0.14050206062737888,0.27390029355399426,0.5232763699980192,0.577859696380697,0.029787234042553193,0.07174887892376683,16
2060,0.7916666666666666,0.5125,0.10066666666666667,0.33018867924528306,0.410325964659594,0.307214076318408,0.5124484385717292,0.20051385167560326,0.029787234042553193,0.050822122571001487,21
2083,0.75,0.5336111111111111,0.16842592591666666,0.3207547169811321,0.20134881972473212,0.5038123165991348,0.5091337656184838,0.39186773907506706,0.07659574468085106,0.3863976083707026,11
2084,0.7916666666666666,0.44833333333333336,0.10166666666666667,0.3207547169811321,0.3247208691441084,0.4465689150607787,0.5040954627295511,0.28786863270777474,0.06382978723404256,0.33333333333333337,11
2102,0.6666666666666666,0.5305555555555556,0.5497222222222222,0.15094339622641512,0.19190708124875944,0.2938416422976755,0.5223924574314653,0.6089142091152814,0.03404255319148936,0.06726457399103139,4
2159,0.7083333333333334,0.5572222222222222,0.8561111111111109,0.4056603773584906,0.050281004109169324,0.1777126100123666,0.628461991935316,0.4535299374664878,0.1021276595744681,0.5388639760837071,44
2160,0.7916666666666666,0.5713888888888888,0.5511111111111111,0.3679245283018868,0.2759835143443256,0.15659824050594678,0.617192103894282,0.7782618411528149,0.06808510638297872,0.3841554559043349,32
2173,0.7083333333333334,0.8622222222222221,0.4889722222222223,0.37735849056603776,0.7217234917290547,0.11554252225584576,0.7588391283172777,0.12796550154155498,0.06382978723404256,0.2698056801195815,35
2216,0.75,0.5680555555555555,0.10546296297222224,0.4245283018867925,0.4415886098655661,0.30557184781362395,0.608850177182926,0.18020245911528146,0.05106382978723405,0.2713004484304933,21
2260,0.5833333333333334,0.6677777777777778,0.5459953702777778,0.3490566037735849,0.2481079055105016,0.07331378324300616,0.6253130526297329,0.6257819483914209,0.025531914893617023,0.08445440956651719,4
2263,0.7083333333333334,0.6777777777777778,0.30303240750000004,0.2547169811320755,0.1378044210628153,0.08973607040228412,0.6303955513790209,0.4566577300938337,0.059574468085106386,0.20254110612855009,1
2264,0.75,0.7241666666666666,0.18875,0.12264150943396228,0.2561258898018172,0.11202346067144243,0.6432122865772578,0.37701072386058976,0.05531914893617021,0.20926756352765324,46
2282,0.5,0.4405555555555555,0.4430555555555555,0.2358490566037736,0.03506931433932707,0.159530792060887,0.6436542431920022,0.510053619302949,0.0851063829787234,0.14125560538116594,9
2285,0.625,0.15666666666666668,0.5496759258333334,0.05660377358490566,0.22555264140342954,0.14956011733714022,0.6260864765398018,0.6048927613941019,0.017021276595744685,0.0343796711509716,37
2287,0.7083333333333334,0.5252777777777777,0.3226620369444444,0.05660377358490566,0.13563132258464214,0.1700879768140969,0.6186284623949998,0.5730563002680964,0.06382978723404256,0.3086696562032885,17
2305,0.4583333333333333,0.14805555555555555,0.9326157408333332,0.2169811320754717,0.08520044955382466,0.13958944261339346,0.5907852095877391,0.3725424485924933,0.05531914893617021,0.14050822122571002,39
2307,0.5416666666666666,0.12972222222222224,0.5947916666666667,0.2075471698113208,0.030573248398387712,0.14956011733714022,0.6002320275044881,0.4814566577077748,0.06808510638297872,0.2533632286995516,13
2309,0.625,0.9538888888888888,0.5661574075,0.16037735849056606,0.25170475826325306,0.1319648094151237,0.6056459928861657,0.5752904376675602,0.05106382978723405,0.18759342301943202,26
2310,0.6666666666666666,0.9505555555555556,0.5696296297222222,0.169811320754717,0.22165605086133447,0.12668621703851876,0.6123305837838338,0.6178507593833779,0.029787234042553193,0.08370702541106129,26
2311,0.7083333333333334,0.9880555555555556,0.5640404041666667,0.14150943396226418,0.14240948261256392,0.14700079956527878,0.6218929127495265,0.6094727432975869,0.042553191489361715,0.19207772795216746,26
2312,0.75,0.8597222222222223,0.39085648138888895,0.11320754716981132,0.0754589733784298,0.13548387099952702,0.6196228642809734,0.5711572833109919,0.029787234042553193,0.1674140508221226,18
